Player,Team,Position,Possessions Won in Final 3rd per 90,Possessions Won Midfield per 90,Tackles per 90,Tackle Success Rate (%),Chances Created,Chances Created per 90,Accurate Long Balls per 90,Successful Long Balls (%),Minutes,Matches,Big Chances Missed,Clearances per 90,Total Clearances,Expected Goals (xG),Actual Goals,Fouls Committed per 90,Interceptions per 90,Total Interceptions,Penalties Conceded,Clean Sheets,Goals Conceded,Expected Assists (xA),Actual Assists,Expected Goals on Target (xGOT),Goals Conceded per 90,Shots on Target per 90,Shot Accuracy (%),Penalties Won,Fouls Won per 90,Red Cards,Secondary Assists,Shots per 90,Shot Conversion Rate (%),Accurate Passes per 90,Pass Success (%),Penalties,Yellow Cards,Successful Dribbles per 90,Dribble Success Rate (%),Expected Assists per 90,Actual Assists per 90,Expected Goals per 90,Goals per 90,Blocks per 90,Total Blocks,FotMob Rating,Player of the Match Awards,Saves per 90,Total Saves,Country
nicolo fagioli,Juventus,C,,,,,11.0,2.3,,,,,,,,0.4,0.0,,,,,,,0.9,2.0,0.3,,,,,,,0.9,,,,,,1.0,,,,,,,,,,,,,ITA
nicolo rovella,Lazio,C,0.2,4.2,1.9,60.9,10.0,0.7,3.1,62.5,1322.0,23.0,1.0,1.6,24.0,0.6,0.0,2.6,1.6,23.0,,,,0.6,2.0,0.9,,0.1,20.0,,,,0.6,0.3,0.0,57.6,89.0,,6.0,0.7,58.8,0.04,0.1,0.04,0.0,0.4,6.0,7.0,0.0,,,ITA
nikita contini,Napoli,P,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
niklas pyyhtia,Bologna,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola krstovic,Lecce,A,0.4,1.5,0.2,35.3,41.0,1.5,0.5,59.1,2390.0,35.0,12.0,0.8,22.0,11.6,7.0,1.7,0.2,4.0,,,,1.7,1.0,6.6,,0.8,23.9,1.0,2.0,1.0,1.7,3.5,7.6,13.0,67.4,1.0,4.0,1.1,52.7,0.06,0.0,0.44,0.26,0.2,4.0,6.77,1.0,,,MNE
nikola milenkovic,Fiorentina,D,,,0.8,51.2,8.0,0.3,3.8,52.2,2506.0,34.0,1.0,3.2,89.0,0.4,0.0,1.1,1.0,27.0,1.0,,,0.9,0.0,0.3,,0.1,30.0,,,,,0.4,0.0,48.1,84.8,,4.0,0.1,66.7,0.03,0.0,0.02,0.0,0.5,14.0,6.93,1.0,,,SRB
nikola moro,Bologna,C,0.4,2.8,1.7,76.2,11.0,1.2,3.7,70.8,835.0,23.0,,1.1,10.0,0.9,1.0,1.2,0.8,7.0,,,,0.8,0.0,0.8,,0.1,9.1,,,,,1.2,9.1,49.8,83.5,0.0,,0.5,50.0,0.08,0.0,0.09,0.11,0.1,1.0,6.52,1.0,,,CRO
nikola sekulov,Juventus,C,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
nikola vlasic,Torino,A,0.9,3.1,0.6,57.1,35.0,1.2,0.7,60.0,2614.0,33.0,1.0,0.4,11.0,2.4,3.0,0.9,0.4,11.0,,,,3.6,2.0,2.7,,0.4,23.9,,,,3.6,1.6,6.5,27.3,82.9,0.0,3.0,1.0,63.6,0.12,0.1,0.08,0.1,0.2,7.0,6.85,2.0,,,CRO
noah okafor,AC Milan,A,0.5,1.7,0.4,66.7,8.0,0.8,0.3,42.9,869.0,28.0,3.0,1.0,10.0,3.8,6.0,1.2,,,,,,0.5,2.0,6.1,,1.4,63.6,,,,0.5,2.3,27.3,12.0,69.9,0.0,1.0,1.4,45.2,0.05,0.2,0.4,0.62,0.1,1.0,6.58,0.0,,,SUI
noah raveyre,AC Milan,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norbert gyomber,Salernitana,D,,,0.9,50.0,5.0,0.3,1.8,41.2,1762.0,22.0,,3.8,74.0,0.2,0.0,1.7,1.2,23.0,1.0,,,0.1,0.0,,,,,,,,,0.2,0.0,31.8,84.2,,9.0,0.3,62.5,0.01,0.0,0.01,0.0,1.2,23.0,6.51,0.0,,,SVK
nunzio lella,Cagliari,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oier zarraga,Udinese,C,,,,,2.0,0.5,,,,,,,,0.6,2.0,,,,,,,0.1,0.0,0.8,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ESP
ola solbakken,Roma,A,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NOR
oliver christensen,Fiorentina,P,,,,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN
olivier giroud,AC Milan,A,0.3,0.6,0.4,64.7,32.0,1.2,0.2,66.7,2372.0,35.0,11.0,0.8,22.0,14.2,15.0,1.2,0.2,6.0,1.0,,,2.4,8.0,16.2,,1.4,46.8,,,1.0,2.4,2.9,19.5,12.7,69.4,4.0,1.0,0.1,33.3,0.09,0.3,0.54,0.57,0.1,3.0,7.1,4.0,,,FRA
ondrej duda,Verona,C,0.7,3.8,1.4,66.1,53.0,1.9,3.1,48.3,2463.0,32.0,1.0,0.7,19.0,2.2,1.0,2.0,1.0,26.0,,,,3.0,4.0,2.9,,0.3,29.2,,,2.0,3.0,0.9,4.2,31.8,78.6,0.0,10.0,0.8,61.8,0.11,0.1,0.08,0.04,0.4,12.0,7.02,1.0,,,SVK
orir johann helgason,Lecce,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oussama el azzouzi,Bologna,C,,,,,6.0,1.0,,,,,,,,0.5,2.0,,,,,,,0.2,2.0,1.3,,,,,,,0.2,,,,,0.0,4.0,,,,,,,,,,,,,MAR
pablo galdames,Genoa,C,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,CHI
pablo mari,Monza,D,0.0,1.1,0.9,61.0,4.0,0.1,5.2,62.2,2616.0,34.0,,3.7,107.0,0.4,0.0,1.3,1.3,37.0,1.0,,,0.6,0.0,0.1,,0.1,25.0,,,,,0.3,0.0,54.0,91.3,,7.0,0.2,71.4,0.02,0.0,0.01,0.0,0.9,25.0,6.68,0.0,,,ESP
pantelis hatzidiakos,Cagliari,D,,,,,1.0,0.1,,,,,1.0,,,0.4,0.0,,,,,,,0.2,0.0,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,GRE
pasquale mazzocchi,Napoli,D,0.3,1.4,1.1,70.0,17.0,0.9,1.1,31.3,1704.0,28.0,,2.0,37.0,0.5,0.0,1.7,0.3,6.0,,,,1.3,2.0,0.3,,0.1,15.4,,,1.0,1.3,0.7,0.0,28.4,77.0,,4.0,1.2,45.1,0.07,0.1,0.03,0.0,0.4,7.0,6.62,0.0,,,ITA
patric,Lazio,D,0.1,1.4,0.4,61.5,4.0,0.2,5.5,56.9,1610.0,20.0,,2.3,42.0,1.4,2.0,0.4,0.3,6.0,,,,0.3,0.0,1.8,,0.1,33.3,,,,,0.3,33.3,57.9,88.7,0.0,4.0,,,0.02,0.0,0.08,0.11,0.5,9.0,6.88,1.0,,,ESP
patrick ciurria,Monza,A,0.5,0.8,1.0,60.0,30.0,1.7,1.2,40.0,1602.0,22.0,1.0,1.3,24.0,1.5,0.0,1.6,0.5,9.0,1.0,,,2.1,1.0,1.0,,0.4,25.0,,,,2.1,1.6,0.0,31.1,79.0,,2.0,0.5,45.0,0.12,0.1,0.09,0.0,0.3,5.0,6.86,0.0,,,ITA
patrick dorgu,Lecce,D,0.4,1.4,1.3,51.2,18.0,1.0,1.6,51.9,1563.0,32.0,2.0,2.1,37.0,2.0,2.0,1.4,0.5,9.0,,,,0.7,0.0,2.2,,0.5,44.4,,,,,1.0,11.1,28.7,83.9,0.0,6.0,0.9,48.4,0.04,0.0,0.11,0.12,0.3,5.0,6.69,0.0,,,DEN
paul pogba,Juventus,C,,,,,1.0,1.7,,,,,,,,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FRA
paulo azzi,Cagliari,D,0.4,2.0,1.1,57.9,9.0,0.9,1.4,45.5,936.0,25.0,1.0,1.7,18.0,1.2,0.0,0.5,1.5,16.0,,,,0.4,0.0,0.8,,0.2,9.5,,,,,2.0,0.0,24.3,71.7,,1.0,1.3,54.2,0.04,0.0,0.12,0.0,0.2,2.0,6.49,0.0,,,BRA
paulo dybala,Roma,A,0.5,2.3,0.6,59.1,50.0,2.3,1.9,73.7,1973.0,28.0,5.0,0.3,6.0,10.6,13.0,0.5,0.1,3.0,,,,4.0,9.0,11.4,,1.0,39.0,,,,4.0,2.7,22.0,34.4,84.3,7.0,3.0,1.3,39.4,0.18,0.4,0.48,0.59,,,7.51,6.0,,,ARG
pawel dawidowicz,Verona,D,0.1,2.2,1.3,56.6,2.0,0.1,3.3,50.6,2143.0,28.0,,4.7,113.0,0.6,0.0,1.4,1.0,24.0,,,,0.1,0.0,0.2,,0.0,11.1,,,,,0.4,0.0,40.5,83.2,,5.0,0.2,80.0,0.01,0.0,0.02,0.0,0.4,9.0,6.82,1.0,,,POL
pedro obiang,Sassuolo,C,,,,,5.0,1.0,,,,,,,,0.0,0.0,,,,,,,0.4,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,EQG
pedro pereira,Monza,D,,,1.4,68.4,14.0,1.5,1.3,38.7,833.0,23.0,,1.6,15.0,0.2,0.0,1.2,0.4,4.0,,,,1.0,2.0,,,,,,,,1.0,0.3,0.0,37.0,82.8,,3.0,0.5,55.6,0.11,0.2,0.02,0.0,0.2,2.0,6.47,1.0,,,POR
pedro rodriguez,Lazio,A,0.8,2.7,1.4,75.0,17.0,1.9,1.2,52.4,798.0,33.0,2.0,0.1,1.0,1.5,1.0,1.5,0.3,3.0,,,,1.5,1.0,1.3,,0.5,36.4,,,,1.5,1.2,9.1,39.7,85.9,0.0,4.0,1.6,50.0,0.17,0.1,0.17,0.11,0.2,2.0,6.46,0.0,,,ESP
perr schuurs,Torino,D,,,,,,,,,,,1.0,,,0.7,1.0,,,,1.0,,,0.4,0.0,0.3,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,NED
petar stojanovic,Empoli,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pierluigi frattali,Frosinone,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,ITA
pierluigi gollini,Napoli,P,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
pierre kalulu,AC Milan,D,,,,,2.0,0.5,,,,,,,,0.1,0.0,,,,,,,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,FRA
pietro boer,Roma,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pietro comuzzo,Fiorentina,D,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,ITA
pietro pellegri,Torino,A,0.1,1.8,0.1,20.0,4.0,0.5,0.2,66.7,745.0,24.0,2.0,0.4,3.0,1.8,1.0,1.9,0.2,2.0,,,,0.1,1.0,1.4,,0.5,30.8,,,,0.1,1.6,7.7,10.3,64.9,0.0,3.0,0.6,41.7,0.02,0.1,0.22,0.12,0.1,1.0,,,,,ITA
pietro terracciano,Fiorentina,P,,,0.0,100.0,2.0,0.1,,,,,,0.6,19.0,,,0.1,,,2.0,8.0,35.0,0.1,0.0,,1.1,,,,,,,,,26.1,77.7,,3.0,,,0.0,0.0,,,,,6.76,1.0,2.8,92.0,ITA
piotr zielinski,Napoli,C,0.6,2.1,0.7,65.2,48.0,2.2,1.8,52.1,1938.0,28.0,1.0,0.7,15.0,2.6,3.0,0.7,0.4,9.0,,,,3.2,2.0,2.5,,0.4,30.0,,,,3.2,1.4,10.0,47.0,87.5,1.0,1.0,0.7,50.0,0.15,0.1,0.12,0.14,0.0,1.0,7.09,2.0,,,POL
pol lirola,Frosinone,D,0.4,1.9,1.1,60.0,13.0,0.8,2.1,46.8,1538.0,25.0,1.0,2.0,35.0,1.3,2.0,0.4,1.1,19.0,,,,1.0,1.0,1.3,,0.2,33.3,,,,1.0,0.5,22.2,28.4,78.6,0.0,1.0,0.4,46.2,0.06,0.1,0.08,0.12,0.1,1.0,6.62,0.0,,,ESP
pontus almqvist,Lecce,A,0.7,1.3,1.2,64.4,27.0,1.1,0.3,72.7,2115.0,30.0,1.0,0.3,8.0,2.3,2.0,1.2,0.6,14.0,,,,1.8,1.0,3.2,,0.6,37.5,2.0,1.5,,1.8,1.7,5.0,14.6,75.8,0.0,5.0,1.6,46.3,0.08,0.0,0.1,0.09,0.1,2.0,6.71,1.0,,,SWE
przemyslaw szyminski,Frosinone,D,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POL
quina,Udinese,C,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POR
rade krunic,AC Milan,C,,,,,5.0,0.7,,,,,,,,0.1,0.0,,,,,,,0.3,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,BIH
radu dragusin,Genoa,D,,,0.6,68.8,7.0,0.4,0.9,30.5,1710.0,19.0,1.0,4.6,87.0,1.0,2.0,0.7,1.1,21.0,,,,0.9,1.0,1.2,,0.2,23.5,,,,0.9,0.9,11.8,29.9,82.8,0.0,1.0,,,0.05,0.1,0.05,0.11,0.6,12.0,6.87,2.0,,,ROU
rafael leao,AC Milan,A,0.6,1.4,0.4,62.5,59.0,2.1,1.0,68.3,2523.0,34.0,7.0,0.5,15.0,10.1,9.0,1.0,0.3,9.0,1.0,,,8.1,9.0,8.4,,0.9,35.7,2.0,1.9,,8.1,2.5,12.9,25.5,80.0,0.0,5.0,2.7,55.8,0.29,0.3,0.36,0.32,0.0,1.0,7.45,4.0,,,POR
rafael toloi,Atalanta,D,,,,,2.0,0.2,,,,,,,,0.1,0.0,,,,,,,0.2,0.0,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,ITA
raffaele di gennaro,Inter,P,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
raoul bellanova,Torino,D,0.2,1.6,0.8,72.2,52.0,1.5,1.6,66.3,3063.0,37.0,1.0,0.9,30.0,2.1,1.0,0.4,0.4,15.0,,,,4.5,7.0,0.4,,0.1,9.4,,,,4.5,0.9,3.1,28.1,85.4,0.0,5.0,1.3,55.1,0.13,0.2,0.06,0.03,0.1,4.0,7.06,1.0,,,ITA
rares burnete,Lecce,A,,,,,1.0,12.9,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,ROU
rasmus kristensen,Roma,D,0.2,1.3,1.0,52.8,12.0,0.6,1.2,37.5,1743.0,29.0,1.0,2.3,44.0,0.5,1.0,0.7,0.4,8.0,,,,1.3,1.0,0.3,,0.2,33.3,1.0,0.4,,1.3,0.5,11.1,35.1,80.5,0.0,5.0,0.4,41.2,0.07,0.1,0.03,0.05,0.4,7.0,6.69,0.0,,,DEN
razvan marin,Empoli,C,0.6,2.4,1.1,55.0,33.0,1.6,2.5,45.5,1818.0,30.0,,1.4,29.0,1.1,0.0,1.4,0.3,6.0,,,,2.9,3.0,1.6,,0.4,25.7,,,,2.9,1.7,0.0,31.6,79.9,,3.0,0.7,51.7,0.15,0.1,0.05,0.0,0.2,4.0,6.73,1.0,,,ROU
reda belahyane,Verona,C,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,FRA
reinier,Frosinone,C,1.1,2.4,0.8,47.6,16.0,1.4,0.7,57.1,1064.0,22.0,,0.4,5.0,1.3,2.0,1.4,0.8,10.0,,,,0.7,2.0,1.2,,0.5,42.9,,,,0.7,1.2,14.3,26.4,81.3,0.0,3.0,0.8,52.9,0.06,0.2,0.11,0.17,0.3,4.0,,,,,BRA
remi oudin,Lecce,C,0.4,2.6,0.7,53.8,58.0,2.9,3.1,51.6,1826.0,31.0,,1.0,20.0,2.3,3.0,0.8,1.0,20.0,,,,4.0,2.0,1.1,,0.4,23.5,,,,4.0,1.7,8.8,21.3,69.0,0.0,3.0,0.2,36.4,0.2,0.1,0.11,0.15,0.0,1.0,6.81,0.0,,,FRA
remo freuler,Bologna,C,0.4,2.7,1.7,64.1,19.0,0.6,0.9,38.8,2632.0,32.0,2.0,1.6,48.0,1.3,1.0,1.5,1.2,36.0,1.0,,,1.3,1.0,0.8,,0.1,28.6,,,,1.3,0.5,7.1,58.1,91.1,0.0,9.0,0.3,72.7,0.05,0.0,0.04,0.03,0.3,9.0,7.16,0.0,,,SUI
renato sanches,Roma,C,,,,,3.0,1.9,,,,,,,,0.1,1.0,,,,1.0,,,0.1,0.0,0.4,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,POR
ricardo rodriguez,Torino,D,0.1,1.7,0.8,57.8,20.0,0.6,2.5,46.3,2783.0,35.0,,1.9,58.0,0.4,1.0,0.8,0.8,24.0,,,,1.8,2.0,0.2,,0.1,18.2,,,,1.8,0.4,9.1,43.2,85.4,0.0,4.0,0.3,72.7,0.06,0.1,0.01,0.03,0.3,9.0,6.87,1.0,,,SUI
riccardo calafiori,Bologna,D,0.2,3.1,1.2,68.1,17.0,0.7,2.9,62.3,2338.0,30.0,1.0,2.8,74.0,1.5,2.0,1.3,1.9,50.0,2.0,,,0.9,5.0,1.7,,0.2,35.3,,,,0.9,0.7,11.8,61.7,89.8,0.0,4.0,0.5,65.0,0.04,0.2,0.06,0.08,0.5,13.0,7.49,2.0,,,ITA
riccardo marchizza,Frosinone,D,,,,,11.0,0.9,,,,,,,,0.4,0.0,,,,,,,0.8,4.0,0.3,,,,,,,0.8,,,,,,1.0,,,,,,,,,,,,,ITA
riccardo orsolini,Bologna,A,0.4,1.5,0.7,60.9,36.0,1.8,1.2,56.1,1792.0,33.0,8.0,0.9,17.0,7.6,10.0,0.9,0.4,8.0,,,,3.9,2.0,8.9,,1.3,43.1,,,,3.9,2.9,17.2,23.2,74.0,2.0,2.0,1.6,43.7,0.2,0.1,0.38,0.5,0.2,3.0,7.02,3.0,,,ITA
riccardo pagano,Roma,C,,,,,1.0,1.9,,,,,,,,0.1,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
riccardo saponara,Verona,C,,,,,3.0,0.8,,,,,,,,0.1,0.0,,,,,,,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
riccardo sottil,Fiorentina,A,0.6,1.8,0.4,50.0,13.0,1.1,1.0,60.0,1108.0,22.0,3.0,0.2,2.0,2.6,2.0,0.6,0.2,2.0,,,,2.4,3.0,3.1,,1.1,38.2,,,,2.4,2.8,5.9,25.9,85.3,0.0,1.0,1.7,52.5,0.19,0.2,0.21,0.16,,,6.79,1.0,,,ITA
rick karsdorp,Roma,D,,,,,10.0,0.7,,,,,,,,0.8,0.0,,,,,,,1.6,2.0,0.0,,,,1.0,0.7,,1.6,,,,,,2.0,,,,,,,,,,,,,NED
ridgeciano haps,Genoa,D,,,,,3.0,0.4,,,,,,,,0.1,0.0,,,,,,,0.4,1.0,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,SUR
roberto gagliardini,Monza,C,0.3,2.9,1.1,49.2,20.0,0.8,2.5,66.3,2366.0,33.0,6.0,1.4,37.0,2.9,1.0,1.0,1.2,31.0,1.0,,,2.0,2.0,2.5,,0.3,25.0,,,,2.0,1.4,2.8,50.6,90.6,0.0,5.0,0.3,53.3,0.08,0.1,0.11,0.04,0.4,11.0,6.98,2.0,,,ITA
roberto pereyra,Udinese,C,0.4,1.9,0.4,47.4,25.0,1.2,0.9,52.8,1862.0,27.0,2.0,0.8,17.0,3.5,4.0,1.2,0.3,7.0,,,,2.0,3.0,3.6,,0.4,33.3,1.0,1.5,,2.0,1.3,14.8,22.0,81.7,1.0,6.0,0.8,42.1,0.1,0.1,0.17,0.19,0.2,4.0,6.82,1.0,,,ARG
roberto piccoli,Lecce,A,0.6,1.3,0.5,63.6,10.0,0.6,0.1,50.0,1397.0,37.0,8.0,0.9,14.0,6.5,5.0,1.9,0.3,4.0,,,,0.6,0.0,4.5,,1.4,37.9,,,,,3.7,8.6,9.7,61.5,1.0,5.0,0.8,39.4,0.04,0.0,0.42,0.32,0.1,1.0,6.3,0.0,,,ITA
rolando mandragora,Fiorentina,C,0.1,2.2,0.6,42.3,13.0,0.7,2.5,50.0,1584.0,33.0,4.0,0.9,16.0,3.6,3.0,1.5,0.5,9.0,,,,1.7,3.0,4.5,,0.6,36.7,,,,1.7,1.7,10.0,33.8,82.3,0.0,5.0,0.3,60.0,0.09,0.2,0.21,0.17,0.2,3.0,6.61,1.0,,,ITA
romelu lukaku,Roma,A,0.5,0.9,0.2,83.3,29.0,1.0,0.2,53.8,2644.0,32.0,10.0,0.6,19.0,9.8,13.0,0.8,,,,,,1.5,3.0,10.7,,1.0,43.1,,,1.0,1.5,2.2,20.0,14.8,72.4,0.0,5.0,0.4,45.8,0.05,0.1,0.33,0.44,0.0,1.0,6.97,3.0,,,BEL
ruan tressoldi,Sassuolo,D,0.2,1.5,0.9,60.0,4.0,0.2,2.6,53.8,1515.0,26.0,1.0,3.9,65.0,0.5,0.0,1.4,1.4,24.0,1.0,,,0.4,0.0,0.5,,0.1,28.6,1.0,0.7,1.0,,0.4,0.0,34.4,85.3,,5.0,0.1,50.0,0.02,0.0,0.03,0.0,0.9,15.0,6.28,0.0,,,BRA
ruben loftus-cheek,AC Milan,C,0.5,2.2,0.8,64.3,25.0,1.1,0.3,43.8,2081.0,29.0,,0.4,10.0,3.7,6.0,1.7,0.4,9.0,,,,2.0,1.0,3.7,,0.6,35.0,1.0,1.9,,2.0,1.7,15.0,26.6,85.8,0.0,5.0,1.3,60.0,0.09,0.0,0.16,0.26,0.5,12.0,7.16,2.0,,,ENG
ruben vinagre,Verona,D,,,,,5.0,1.6,,,,,,,,0.0,0.0,,,,,,,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POR
rui patricio,Roma,P,,,,,,,,,,,,0.1,3.0,,,0.0,,,1.0,6.0,27.0,0.0,0.0,,1.2,,,,,,,,,17.7,75.0,,1.0,,,0.0,0.0,,,,,6.51,2.0,2.1,49.0,POR
ruslan malinovsky,Genoa,C,0.6,2.7,1.2,57.1,11.0,0.6,2.4,49.4,1547.0,28.0,,0.9,16.0,1.1,4.0,1.8,0.3,5.0,,,,0.7,1.0,2.5,,0.8,33.3,,,,0.7,2.3,10.3,32.8,81.6,0.0,7.0,0.6,43.5,0.04,0.1,0.06,0.23,0.5,8.0,6.74,0.0,,,UKR
saba goglichidze,Empoli,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saba sazonov,Torino,D,,,,,1.0,0.3,,,,,1.0,,,0.2,0.0,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,GEO
sam beukema,Bologna,D,,,0.4,40.7,7.0,0.2,3.4,50.8,2549.0,30.0,3.0,3.5,99.0,2.0,1.0,1.0,0.5,15.0,2.0,,,0.7,1.0,1.0,,0.1,33.3,,,1.0,0.7,0.4,8.3,64.6,90.1,0.0,4.0,0.1,66.7,0.02,0.0,0.07,0.04,0.7,21.0,6.9,1.0,,,NED
samuel castillejo,Sassuolo,A,,,,,15.0,2.6,,,,,,,,0.3,0.0,,,,,,,0.9,0.0,0.2,,,,,,,,,,,,,2.0,,,,,,,,,,,,,ESP
samuel chukwueze,AC Milan,A,0.8,2.3,0.6,38.9,20.0,1.8,1.0,61.1,1012.0,24.0,3.0,0.2,2.0,1.7,1.0,0.6,0.5,6.0,,,,2.7,3.0,3.0,,0.7,28.6,,,,2.7,2.5,3.6,28.5,81.7,0.0,1.0,1.9,38.2,0.24,0.3,0.15,0.09,0.1,1.0,6.76,0.0,,,NGA
samuel iling-junior,Juventus,A,0.6,1.6,1.5,56.5,19.0,2.1,0.8,33.3,800.0,24.0,,2.0,18.0,0.7,1.0,1.7,0.7,6.0,,,,1.6,2.0,1.7,,0.5,44.4,,,,1.6,1.0,11.1,30.9,79.3,0.0,1.0,0.8,33.3,0.17,0.2,0.08,0.11,0.6,5.0,6.64,0.0,,,ENG
samuel john nwachukwu,Udinese,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samuel vignato,Monza,C,,,,,4.0,1.1,,,,,2.0,,,1.7,1.0,,,,,,,0.2,0.0,0.4,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,ITA
samuele birindelli,Monza,D,0.2,0.7,0.8,67.9,24.0,1.1,2.2,52.6,2013.0,35.0,,1.7,39.0,1.3,0.0,1.3,0.8,18.0,,,,2.4,2.0,1.0,,0.4,36.0,,,,2.4,1.1,0.0,33.3,83.1,,7.0,0.5,44.4,0.11,0.1,0.06,0.0,0.5,11.0,6.68,0.0,,,ITA
samuele mulattieri,Sassuolo,A,1.2,2.4,0.2,100.0,6.0,1.2,0.2,25.0,441.0,27.0,1.0,0.4,2.0,1.6,0.0,1.4,0.2,1.0,,,,0.5,0.0,0.7,,1.0,38.5,1.0,1.0,,,2.7,0.0,16.5,70.4,,1.0,0.8,33.3,0.1,0.0,0.33,0.0,0.4,2.0,,,,,ITA
samuele perisan,Empoli,P,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
samuele ricci,Torino,C,0.6,2.6,0.7,54.5,26.0,1.0,1.4,50.0,2400.0,32.0,,0.9,23.0,1.3,1.0,1.4,1.0,27.0,,,,2.4,2.0,0.8,,0.2,16.7,1.0,1.7,1.0,2.4,1.1,3.3,41.4,88.5,0.0,6.0,0.3,33.3,0.09,0.1,0.05,0.04,0.1,3.0,6.9,1.0,,,ITA
sandi lovric,Udinese,C,0.6,2.6,0.5,48.0,43.0,1.9,1.2,52.9,1988.0,29.0,6.0,1.0,21.0,3.6,1.0,1.1,1.0,21.0,,,,3.0,3.0,2.4,,0.5,27.9,,,1.0,3.0,1.9,2.3,22.8,81.2,0.0,1.0,0.8,54.8,0.13,0.1,0.16,0.05,0.1,2.0,6.86,1.0,,,SVN
santiago castro,Bologna,A,,,,,1.0,0.4,,,,,1.0,,,1.0,1.0,,,,,,,0.0,1.0,1.1,,,,,,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,ARG
santiago pierotti,Lecce,A,,,,,2.0,0.9,,,,,,,,0.5,0.0,,,,,,,0.6,2.0,0.2,,,,,,,0.6,,,,,,,,,,,,,,,,,,,ARG
sardar azmoun,Roma,A,0.6,2.0,0.8,62.5,8.0,1.3,0.2,20.0,571.0,23.0,2.0,0.9,6.0,3.3,3.0,1.3,0.5,3.0,,,,0.5,0.0,3.4,,1.1,43.8,2.0,1.7,,,2.5,18.8,16.7,69.3,0.0,4.0,0.6,36.4,0.07,0.0,0.52,0.47,0.2,1.0,,,,,IRN
