Giocatore,Giornata,Pred_Gol_Pesata
alfred duncan,G14,0.0716
davide frattesi,G14,0.0716
gianluca gaetano,G14,0.0716
roberto gagliardini,G14,0.0716
jonathan ikone,G14,0.0716
daichi kamada,G14,0.0716
sead kolasinac,G14,0.0716
christian kouame,G14,0.0716
armand lauriente,G14,0.0716
pol lirola,G14,0.0716
ruben loftus-cheek,G14,0.0716
lorenzo pellegrini,G14,0.0716
rolando mandragora,G14,0.0716
junior messias,G14,0.0716
nahitan nandez,G14,0.0716
m'bala nzola,G14,0.0716
mario pasalic,G14,0.0716
matteo pessina,G14,0.0716
adrien rabiot,G14,0.0716
hamza rafia,G14,0.0716
reinier,G14,0.0716
renato sanches,G14,0.0716
simone romagnoli,G14,0.0716
perr schuurs,G14,0.0716
giovanni simeone,G14,0.0716
leonardo spinazzola,G14,0.0716
gabriel strefezza,G14,0.0716
morten thorsby,G14,0.0716
fikayo tomori,G14,0.0716
valentin carboni,G14,0.0716
mattia zaccagni,G14,0.0716
nadir zortea,G14,0.0716
leo ostigard,G14,0.0716
alessandro bastoni,G14,0.0486
andrea carboni,G14,0.0486
tammy abraham,G14,0.0486
yacine adli,G14,0.0486
alex sandro,G14,0.0486
amir rrahmani,G14,0.0486
marko arnautovic,G14,0.0486
arthur,G14,0.0486
kristjan asllani,G14,0.0486
tommaso augello,G14,0.0486
milan badelj,G14,0.0486
jaime baez,G14,0.0486
mitchel bakker,G14,0.0486
antonin barak,G14,0.0486
nicolo barella,G14,0.0486
raoul bellanova,G14,0.0486
lucas beltran,G14,0.0486
ismael bennacer,G14,0.0486
sam beukema,G14,0.0486
yann aurel bisseck,G14,0.0486
warren bondo,G14,0.0486
marco brescianini,G14,0.0486
tajon buchanan,G14,0.0486
riccardo calafiori,G14,0.0486
nicolo cambiaghi,G14,0.0486
santiago castro,G14,0.0486
gaetano castrovilli,G14,0.0486
danilo cataldi,G14,0.0486
leonardo cerri,G14,0.0486
samuel chukwueze,G14,0.0486
diego coppola,G14,0.0486
dany mota,G14,0.0486
matteo darmian,G14,0.0486
keinan davis,G14,0.0486
stefan de vrij,G14,0.0486
gregoire defrel,G14,0.0486
alessandro deiola,G14,0.0486
patrick dorgu,G14,0.0486
caleb ekuban,G14,0.0486
oussama el azzouzi,G14,0.0486
martin erlic,G14,0.0486
federico fazio,G14,0.0486
gian marco ferrari,G14,0.0486
alessandro florenzi,G14,0.0486
michael folorunsho,G14,0.0486
morten frendrup,G14,0.0486
remo freuler,G14,0.0486
matteo gabbia,G14,0.0486
valentin gendrey,G14,0.0486
lautaro gianetti,G14,0.0486
matteo guendouzi,G14,0.0486
thomas henry,G14,0.0486
emil holm,G14,0.0486
dean huijsen,G14,0.0486
samuel iling-junior,G14,0.0486
gustav isaksen,G14,0.0486
jakub jankto,G14,0.0486
luka jovic,G14,0.0486
juan jesus,G14,0.0486
christian kabasele,G14,0.0486
kaio jorge,G14,0.0486
hassane kamara,G14,0.0486
michael kayode,G14,0.0486
kingstone mutandwa,G14,0.0486
luca ranieri,G14,0.0486
gianluca lapadula,G14,0.0486
diego llorente,G14,0.0486
sandi lovric,G14,0.0486
luca pellegrini,G14,0.0486
sebastiano luperto,G14,0.0486
charalambos lykogiannis,G14,0.0486
giulio maggiore,G14,0.0486
daniel maldini,G14,0.0486
agustin martegani,G14,0.0486
adam marusic,G14,0.0486
mathias olivera,G14,0.0486
yerry mina,G14,0.0486
aleksey miranchuk,G14,0.0486
nikola moro,G14,0.0486
luis muriel,G14,0.0486
dan ndoye,G14,0.0486
m'baye niang,G14,0.0486
tijjani noslin,G14,0.0486
jens odgaard,G14,0.0486
gaetano oristanio,G14,0.0486
leandro paredes,G14,0.0486
patric,G14,0.0486
leonardo pavoletti,G14,0.0486
martin payero,G14,0.0486
pedro rodriguez,G14,0.0486
pietro pellegri,G14,0.0486
andrea petagna,G14,0.0486
roberto piccoli,G14,0.0486
niccolo pierozzi,G14,0.0486
stefan posch,G14,0.0486
matteo prati,G14,0.0486
rasmus kristensen,G14,0.0486
uros racic,G14,0.0486
ylber ramadani,G14,0.0486
samuele ricci,G14,0.0486
ricardo rodriguez,G14,0.0486
simone bastoni,G14,0.0486
alexis saelemaekers,G14,0.0486
junior sambia,G14,0.0486
alexis sanchez,G14,0.0486
zanos savva,G14,0.0486
giorgio scalvini,G14,0.0486
eldor shomurodov,G14,0.0486
jan-carlo simic,G14,0.0486
simy,G14,0.0486
riccardo sottil,G14,0.0486
isaac success,G14,0.0486
ibrahim sulemana,G14,0.0486
tomas suslov,G14,0.0486
karol swiderski,G14,0.0486
loum tchaouna,G14,0.0486
el bilal toure,G14,0.0486
chaka traore,G14,0.0486
johan vasquez,G14,0.0486
mattia viti,G14,0.0486
vitor oliveira,G14,0.0486
cristian volpato,G14,0.0486
shon weissman,G14,0.0486
kenan yildiz,G14,0.0486
davide zappacosta,G14,0.0486
oier zarraga,G14,0.0486
jordan zemura,G14,0.0486
szymon zurkowski,G14,0.0486
lautaro martinez,G15,0.4029
giacomo bonaventura,G15,0.3775
hakan calhanoglu,G15,0.3485
domenico berardi,G15,0.2928
gianluca scamacca,G15,0.2904
joshua zirkzee,G15,0.2904
andrea colpani,G15,0.2888
olivier giroud,G15,0.2782
milan djuric,G15,0.2673
nicolas gonzalez,G15,0.2657
andrea pinamonti,G15,0.2657
marcus thuram,G15,0.2554
albert gudmundsson,G15,0.245
ciro immobile,G15,0.2236
giacomo raspadori,G15,0.222
lorenzo lucca,G15,0.2092
giovanni fabbian,G15,0.2005
matteo politano,G15,0.1953
christian pulisic,G15,0.1926
paulo dybala,G15,0.1923
victor osimhen,G15,0.187
romelu lukaku,G15,0.1867
kristian thorstvedt,G15,0.1862
dusan vlahovic,G15,0.1782
alberto dossena,G15,0.1734
ederson,G15,0.1701
duvan zapata,G15,0.1701
nikola krstovic,G15,0.1639
luca mazzitelli,G15,0.1636
khvicha kvaratskhelia,G15,0.1551
ademola lookman,G15,0.1551
teun koopmeiners,G15,0.1492
eljif elmas,G15,0.1491
boulaye dia,G15,0.147
ruslan malinovsky,G15,0.1462
matheus henrique,G15,0.1462
matteo cancellieri,G15,0.1438
antonio sanabria,G15,0.1438
federico chiesa,G15,0.1409
zito luvumbo,G15,0.1409
riccardo orsolini,G15,0.1409
mateo retegui,G15,0.1409
lewis ferguson,G15,0.1405
antonio candreva,G15,0.132
cyril ngonge,G15,0.132
matias soule,G15,0.132
alessandro buongiorno,G15,0.1261
federico dimarco,G15,0.1239
federico gatti,G15,0.1234
adrien rabiot,G15,0.1234
fikayo tomori,G15,0.1234
valentin carboni,G15,0.1234
andrea belotti,G15,0.1178
luis alberto,G15,0.1178
nemanja radonjicc,G15,0.1178
rafael leao,G15,0.1178
pontus almqvist,G15,0.1175
lorenzo colombo,G15,0.1175
nicolas viola,G15,0.1175
francesco caputo,G15,0.1089
stephan el shaarawy,G15,0.1089
theo hernandez,G15,0.1089
gianluca mancini,G15,0.1089
ilario monterisi,G15,0.1089
remi oudin,G15,0.1089
andrea cambiaso,G15,0.103
lameck banda,G15,0.1009
gleison bremer,G15,0.1009
radu dragusin,G15,0.1009
chukwubuikem ikwuemesi,G15,0.1009
ivan ilic,G15,0.1009
viktor kovalenko,G15,0.1009
tijjani reijnders,G15,0.1009
daniele rugani,G15,0.1009
nicola sansone,G15,0.1009
walace,G15,0.1009
nicolo barella,G15,0.1003
lucas beltran,G15,0.1003
marco brescianini,G15,0.1003
thomas henry,G15,0.1003
luka jovic,G15,0.1003
christian kabasele,G15,0.1003
pedro rodriguez,G15,0.1003
roberto piccoli,G15,0.1003
rasmus kristensen,G15,0.1003
riccardo sottil,G15,0.1003
houssem aouar,G15,0.0947
denzel dumfries,G15,0.0947
abdou harroui,G15,0.0947
lucas martinez quarta,G15,0.0947
arkadiusz milik,G15,0.0947
henrikh mkhitaryan,G15,0.0947
noah okafor,G15,0.0947
nehuen perez,G15,0.0947
lazar samardzic,G15,0.0947
matias vecino,G15,0.0947
piotr zielinski,G15,0.0947
sardar azmoun,G15,0.0944
luca caldirola,G15,0.0944
marvin cuni,G15,0.0944
fabio miretti,G15,0.0944
roberto pereyra,G15,0.0944
nikola vlasic,G15,0.0944
gabriele zappa,G15,0.0944
jacopo fazzini,G15,0.0859
grigoris kastanos,G15,0.0859
mirko maric,G15,0.0859
florian thauvin,G15,0.0859
francesco acerbi,G15,0.0716
nedim bajrami,G15,0.0716
tommaso baldanzi,G15,0.0716
mattia bani,G15,0.0716
cristiano biraghi,G15,0.0716
davide biraschi,G15,0.0716
federico bonazzoli,G15,0.0716
josip brekalo,G15,0.0716
jovane cabral,G15,0.0716
valentin castellanos,G15,0.0716
walid cheddira,G15,0.0716
bryan cristante,G15,0.0716
danilo,G15,0.0716
charles de ketelaere,G15,0.0716
lorenzo de silvestri,G15,0.0716
federico di francesco,G15,0.0716
giovanni di lorenzo,G15,0.0716
ondrej duda,G15,0.0716
alfred duncan,G15,0.0716
felipe anderson,G15,0.0716
davide frattesi,G15,0.0716
gianluca gaetano,G15,0.0716
roberto gagliardini,G15,0.0716
emmanuel quartsin gyasi,G15,0.0716
jonathan ikone,G15,0.0716
daichi kamada,G15,0.0716
sead kolasinac,G15,0.0716
christian kouame,G15,0.0716
armand lauriente,G15,0.0716
darko lazovic,G15,0.0716
pol lirola,G15,0.0716
manuel locatelli,G15,0.0716
ruben loftus-cheek,G15,0.0716
lorenzo pellegrini,G15,0.0716
rolando mandragora,G15,0.0716
junior messias,G15,0.0716
nahitan nandez,G15,0.0716
m'bala nzola,G15,0.0716
mario pasalic,G15,0.0716
matteo pessina,G15,0.0716
hamza rafia,G15,0.0716
reinier,G15,0.0716
renato sanches,G15,0.0716
simone romagnoli,G15,0.0716
perr schuurs,G15,0.0716
giovanni simeone,G15,0.0716
leonardo spinazzola,G15,0.0716
gabriel strefezza,G15,0.0716
morten thorsby,G15,0.0716
mattia zaccagni,G15,0.0716
nadir zortea,G15,0.0716
leo ostigard,G15,0.0716
alessandro bastoni,G15,0.0486
andrea carboni,G15,0.0486
tammy abraham,G15,0.0486
yacine adli,G15,0.0486
alex sandro,G15,0.0486
amir rrahmani,G15,0.0486
marko arnautovic,G15,0.0486
arthur,G15,0.0486
kristjan asllani,G15,0.0486
tommaso augello,G15,0.0486
milan badelj,G15,0.0486
jaime baez,G15,0.0486
mitchel bakker,G15,0.0486
antonin barak,G15,0.0486
raoul bellanova,G15,0.0486
ismael bennacer,G15,0.0486
sam beukema,G15,0.0486
yann aurel bisseck,G15,0.0486
warren bondo,G15,0.0486
tajon buchanan,G15,0.0486
riccardo calafiori,G15,0.0486
nicolo cambiaghi,G15,0.0486
santiago castro,G15,0.0486
gaetano castrovilli,G15,0.0486
danilo cataldi,G15,0.0486
leonardo cerri,G15,0.0486
samuel chukwueze,G15,0.0486
diego coppola,G15,0.0486
dany mota,G15,0.0486
matteo darmian,G15,0.0486
keinan davis,G15,0.0486
stefan de vrij,G15,0.0486
gregoire defrel,G15,0.0486
alessandro deiola,G15,0.0486
patrick dorgu,G15,0.0486
caleb ekuban,G15,0.0486
oussama el azzouzi,G15,0.0486
martin erlic,G15,0.0486
federico fazio,G15,0.0486
gian marco ferrari,G15,0.0486
alessandro florenzi,G15,0.0486
michael folorunsho,G15,0.0486
morten frendrup,G15,0.0486
remo freuler,G15,0.0486
matteo gabbia,G15,0.0486
valentin gendrey,G15,0.0486
lautaro gianetti,G15,0.0486
matteo guendouzi,G15,0.0486
emil holm,G15,0.0486
dean huijsen,G15,0.0486
samuel iling-junior,G15,0.0486
gustav isaksen,G15,0.0486
jakub jankto,G15,0.0486
juan jesus,G15,0.0486
kaio jorge,G15,0.0486
hassane kamara,G15,0.0486
michael kayode,G15,0.0486
kingstone mutandwa,G15,0.0486
luca ranieri,G15,0.0486
gianluca lapadula,G15,0.0486
diego llorente,G15,0.0486
sandi lovric,G15,0.0486
luca pellegrini,G15,0.0486
sebastiano luperto,G15,0.0486
charalambos lykogiannis,G15,0.0486
giulio maggiore,G15,0.0486
daniel maldini,G15,0.0486
agustin martegani,G15,0.0486
adam marusic,G15,0.0486
mathias olivera,G15,0.0486
yerry mina,G15,0.0486
aleksey miranchuk,G15,0.0486
nikola moro,G15,0.0486
luis muriel,G15,0.0486
dan ndoye,G15,0.0486
m'baye niang,G15,0.0486
tijjani noslin,G15,0.0486
jens odgaard,G15,0.0486
gaetano oristanio,G15,0.0486
leandro paredes,G15,0.0486
patric,G15,0.0486
leonardo pavoletti,G15,0.0486
martin payero,G15,0.0486
pietro pellegri,G15,0.0486
andrea petagna,G15,0.0486
niccolo pierozzi,G15,0.0486
stefan posch,G15,0.0486
matteo prati,G15,0.0486
uros racic,G15,0.0486
ylber ramadani,G15,0.0486
samuele ricci,G15,0.0486
ricardo rodriguez,G15,0.0486
simone bastoni,G15,0.0486
alexis saelemaekers,G15,0.0486
junior sambia,G15,0.0486
alexis sanchez,G15,0.0486
zanos savva,G15,0.0486
giorgio scalvini,G15,0.0486
eldor shomurodov,G15,0.0486
jan-carlo simic,G15,0.0486
simy,G15,0.0486
isaac success,G15,0.0486
ibrahim sulemana,G15,0.0486
tomas suslov,G15,0.0486
karol swiderski,G15,0.0486
loum tchaouna,G15,0.0486
el bilal toure,G15,0.0486
chaka traore,G15,0.0486
johan vasquez,G15,0.0486
mattia viti,G15,0.0486
vitor oliveira,G15,0.0486
cristian volpato,G15,0.0486
shon weissman,G15,0.0486
kenan yildiz,G15,0.0486
davide zappacosta,G15,0.0486
oier zarraga,G15,0.0486
jordan zemura,G15,0.0486
szymon zurkowski,G15,0.0486
lautaro martinez,G16,0.5625
duvan zapata,G16,0.3657
andrea colpani,G16,0.3027
olivier giroud,G16,0.2691
romelu lukaku,G16,0.2686
nicolas gonzalez,G16,0.2686
andrea pinamonti,G16,0.2686
milan djuric,G16,0.2607
giacomo bonaventura,G16,0.2315
marcus thuram,G16,0.2286
domenico berardi,G16,0.2278
paulo dybala,G16,0.213
kristian thorstvedt,G16,0.1956
gianluca scamacca,G16,0.1871
dusan vlahovic,G16,0.1849
alberto dossena,G16,0.1829
victor osimhen,G16,0.1771
matteo cancellieri,G16,0.1741
antonio sanabria,G16,0.1741
ruslan malinovsky,G16,0.1701
matheus henrique,G16,0.1701
christian pulisic,G16,0.1699
albert gudmundsson,G16,0.1657
luca mazzitelli,G16,0.1657
federico gatti,G16,0.1643
ciro immobile,G16,0.1635
khvicha kvaratskhelia,G16,0.1635
federico dimarco,G16,0.162
ederson,G16,0.157
nikola krstovic,G16,0.1557
matteo politano,G16,0.1557
hakan calhanoglu,G16,0.15
joshua zirkzee,G16,0.15
lewis ferguson,G16,0.1442
giacomo raspadori,G16,0.1442
thomas henry,G16,0.1429
luka jovic,G16,0.1429
antonio candreva,G16,0.1421
giovanni fabbian,G16,0.1421
cyril ngonge,G16,0.1421
matias soule,G16,0.1421
lucas martinez quarta,G16,0.1415
lameck banda,G16,0.1405
boulaye dia,G16,0.1356
federico chiesa,G16,0.1343
zito luvumbo,G16,0.1343
riccardo orsolini,G16,0.1343
mateo retegui,G16,0.1343
ademola lookman,G16,0.1286
lorenzo lucca,G16,0.1271
pontus almqvist,G16,0.1228
lorenzo colombo,G16,0.1228
nicolas viola,G16,0.1228
francesco caputo,G16,0.1206
stephan el shaarawy,G16,0.1206
theo hernandez,G16,0.1206
gianluca mancini,G16,0.1206
ilario monterisi,G16,0.1206
remi oudin,G16,0.1206
mattia zaccagni,G16,0.1201
andrea belotti,G16,0.1128
teun koopmeiners,G16,0.1128
luis alberto,G16,0.1128
nemanja radonjicc,G16,0.1128
rafael leao,G16,0.1128
adrien rabiot,G16,0.1056
fikayo tomori,G16,0.1056
valentin carboni,G16,0.1056
eljif elmas,G16,0.1046
sardar azmoun,G16,0.1014
luca caldirola,G16,0.1014
marvin cuni,G16,0.1014
fabio miretti,G16,0.1014
roberto pereyra,G16,0.1014
nikola vlasic,G16,0.1014
gabriele zappa,G16,0.1014
jacopo fazzini,G16,0.0992
grigoris kastanos,G16,0.0992
mirko maric,G16,0.0992
florian thauvin,G16,0.0992
dany mota,G16,0.0987
martin erlic,G16,0.0987
gianluca lapadula,G16,0.0987
luis muriel,G16,0.0987
leonardo pavoletti,G16,0.0987
simy,G16,0.0987
gleison bremer,G16,0.0927
radu dragusin,G16,0.0927
chukwubuikem ikwuemesi,G16,0.0927
ivan ilic,G16,0.0927
viktor kovalenko,G16,0.0927
tijjani reijnders,G16,0.0927
daniele rugani,G16,0.0927
nicola sansone,G16,0.0927
walace,G16,0.0927
houssem aouar,G16,0.0914
alessandro buongiorno,G16,0.0914
denzel dumfries,G16,0.0914
abdou harroui,G16,0.0914
arkadiusz milik,G16,0.0914
henrikh mkhitaryan,G16,0.0914
noah okafor,G16,0.0914
nehuen perez,G16,0.0914
lazar samardzic,G16,0.0914
matias vecino,G16,0.0914
piotr zielinski,G16,0.0914
nicolo barella,G16,0.0842
lucas beltran,G16,0.0842
marco brescianini,G16,0.0842
christian kabasele,G16,0.0842
pedro rodriguez,G16,0.0842
roberto piccoli,G16,0.0842
rasmus kristensen,G16,0.0842
riccardo sottil,G16,0.0842
francesco acerbi,G16,0.07
nedim bajrami,G16,0.07
tommaso baldanzi,G16,0.07
mattia bani,G16,0.07
cristiano biraghi,G16,0.07
davide biraschi,G16,0.07
federico bonazzoli,G16,0.07
josip brekalo,G16,0.07
jovane cabral,G16,0.07
andrea cambiaso,G16,0.07
valentin castellanos,G16,0.07
walid cheddira,G16,0.07
bryan cristante,G16,0.07
danilo,G16,0.07
charles de ketelaere,G16,0.07
lorenzo de silvestri,G16,0.07
federico di francesco,G16,0.07
giovanni di lorenzo,G16,0.07
ondrej duda,G16,0.07
alfred duncan,G16,0.07
felipe anderson,G16,0.07
davide frattesi,G16,0.07
gianluca gaetano,G16,0.07
roberto gagliardini,G16,0.07
emmanuel quartsin gyasi,G16,0.07
jonathan ikone,G16,0.07
daichi kamada,G16,0.07
sead kolasinac,G16,0.07
christian kouame,G16,0.07
armand lauriente,G16,0.07
darko lazovic,G16,0.07
pol lirola,G16,0.07
manuel locatelli,G16,0.07
ruben loftus-cheek,G16,0.07
lorenzo pellegrini,G16,0.07
rolando mandragora,G16,0.07
junior messias,G16,0.07
nahitan nandez,G16,0.07
m'bala nzola,G16,0.07
mario pasalic,G16,0.07
matteo pessina,G16,0.07
hamza rafia,G16,0.07
reinier,G16,0.07
renato sanches,G16,0.07
simone romagnoli,G16,0.07
perr schuurs,G16,0.07
giovanni simeone,G16,0.07
leonardo spinazzola,G16,0.07
gabriel strefezza,G16,0.07
morten thorsby,G16,0.07
nadir zortea,G16,0.07
leo ostigard,G16,0.07
alessandro bastoni,G16,0.0486
andrea carboni,G16,0.0486
tammy abraham,G16,0.0486
yacine adli,G16,0.0486
alex sandro,G16,0.0486
amir rrahmani,G16,0.0486
marko arnautovic,G16,0.0486
arthur,G16,0.0486
kristjan asllani,G16,0.0486
tommaso augello,G16,0.0486
milan badelj,G16,0.0486
jaime baez,G16,0.0486
mitchel bakker,G16,0.0486
antonin barak,G16,0.0486
raoul bellanova,G16,0.0486
ismael bennacer,G16,0.0486
sam beukema,G16,0.0486
yann aurel bisseck,G16,0.0486
warren bondo,G16,0.0486
tajon buchanan,G16,0.0486
riccardo calafiori,G16,0.0486
nicolo cambiaghi,G16,0.0486
santiago castro,G16,0.0486
gaetano castrovilli,G16,0.0486
danilo cataldi,G16,0.0486
leonardo cerri,G16,0.0486
samuel chukwueze,G16,0.0486
diego coppola,G16,0.0486
matteo darmian,G16,0.0486
keinan davis,G16,0.0486
stefan de vrij,G16,0.0486
gregoire defrel,G16,0.0486
alessandro deiola,G16,0.0486
patrick dorgu,G16,0.0486
caleb ekuban,G16,0.0486
oussama el azzouzi,G16,0.0486
federico fazio,G16,0.0486
gian marco ferrari,G16,0.0486
alessandro florenzi,G16,0.0486
michael folorunsho,G16,0.0486
morten frendrup,G16,0.0486
remo freuler,G16,0.0486
matteo gabbia,G16,0.0486
valentin gendrey,G16,0.0486
lautaro gianetti,G16,0.0486
matteo guendouzi,G16,0.0486
emil holm,G16,0.0486
dean huijsen,G16,0.0486
samuel iling-junior,G16,0.0486
gustav isaksen,G16,0.0486
jakub jankto,G16,0.0486
juan jesus,G16,0.0486
kaio jorge,G16,0.0486
hassane kamara,G16,0.0486
michael kayode,G16,0.0486
kingstone mutandwa,G16,0.0486
luca ranieri,G16,0.0486
diego llorente,G16,0.0486
sandi lovric,G16,0.0486
luca pellegrini,G16,0.0486
sebastiano luperto,G16,0.0486
charalambos lykogiannis,G16,0.0486
giulio maggiore,G16,0.0486
daniel maldini,G16,0.0486
agustin martegani,G16,0.0486
adam marusic,G16,0.0486
mathias olivera,G16,0.0486
yerry mina,G16,0.0486
aleksey miranchuk,G16,0.0486
nikola moro,G16,0.0486
dan ndoye,G16,0.0486
m'baye niang,G16,0.0486
tijjani noslin,G16,0.0486
jens odgaard,G16,0.0486
gaetano oristanio,G16,0.0486
leandro paredes,G16,0.0486
patric,G16,0.0486
martin payero,G16,0.0486
pietro pellegri,G16,0.0486
andrea petagna,G16,0.0486
niccolo pierozzi,G16,0.0486
stefan posch,G16,0.0486
matteo prati,G16,0.0486
uros racic,G16,0.0486
ylber ramadani,G16,0.0486
samuele ricci,G16,0.0486
ricardo rodriguez,G16,0.0486
simone bastoni,G16,0.0486
alexis saelemaekers,G16,0.0486
junior sambia,G16,0.0486
alexis sanchez,G16,0.0486
zanos savva,G16,0.0486
giorgio scalvini,G16,0.0486
eldor shomurodov,G16,0.0486
jan-carlo simic,G16,0.0486
isaac success,G16,0.0486
ibrahim sulemana,G16,0.0486
tomas suslov,G16,0.0486
karol swiderski,G16,0.0486
loum tchaouna,G16,0.0486
el bilal toure,G16,0.0486
chaka traore,G16,0.0486
johan vasquez,G16,0.0486
mattia viti,G16,0.0486
vitor oliveira,G16,0.0486
cristian volpato,G16,0.0486
shon weissman,G16,0.0486
kenan yildiz,G16,0.0486
davide zappacosta,G16,0.0486
oier zarraga,G16,0.0486
jordan zemura,G16,0.0486
szymon zurkowski,G16,0.0486
lautaro martinez,G17,0.475
lorenzo lucca,G17,0.319
hakan calhanoglu,G17,0.315
olivier giroud,G17,0.2912
joshua zirkzee,G17,0.28
lucas beltran,G17,0.279
roberto piccoli,G17,0.279
nicolas gonzalez,G17,0.2727
andrea pinamonti,G17,0.2727
domenico berardi,G17,0.2577
duvan zapata,G17,0.24
andrea colpani,G17,0.22
milan djuric,G17,0.22
paulo dybala,G17,0.22
victor osimhen,G17,0.2173
khvicha kvaratskhelia,G17,0.1977
alberto dossena,G17,0.1927
federico dimarco,G17,0.1912
federico gatti,G17,0.1873
romelu lukaku,G17,0.1828
giacomo bonaventura,G17,0.1818
ruslan malinovsky,G17,0.18
matheus henrique,G17,0.18
tijjani reijnders,G17,0.18
christian pulisic,G17,0.1778
federico chiesa,G17,0.1773
albert gudmundsson,G17,0.1773
dusan vlahovic,G17,0.1713
lameck banda,G17,0.1712
thomas henry,G17,0.1673
luka jovic,G17,0.1673
ederson,G17,0.16
ciro immobile,G17,0.1513
nikola krstovic,G17,0.1486
matteo politano,G17,0.1486
gianluca scamacca,G17,0.1486
boulaye dia,G17,0.14
luis muriel,G17,0.14
leonardo pavoletti,G17,0.14
marcus thuram,G17,0.14
noah okafor,G17,0.1373
antonio candreva,G17,0.1313
giovanni fabbian,G17,0.1313
cyril ngonge,G17,0.1313
matias soule,G17,0.1313
zito luvumbo,G17,0.1286
luca mazzitelli,G17,0.1286
riccardo orsolini,G17,0.1286
mateo retegui,G17,0.1286
lucas martinez quarta,G17,0.1228
ademola lookman,G17,0.12
kristian thorstvedt,G17,0.12
matteo cancellieri,G17,0.1178
adrien rabiot,G17,0.1178
antonio sanabria,G17,0.1178
fikayo tomori,G17,0.1178
valentin carboni,G17,0.1178
charles de ketelaere,G17,0.1173
mario pasalic,G17,0.1173
roberto pereyra,G17,0.1173
francesco caputo,G17,0.1113
stephan el shaarawy,G17,0.1113
eljif elmas,G17,0.1113
theo hernandez,G17,0.1113
gianluca mancini,G17,0.1113
ilario monterisi,G17,0.1113
remi oudin,G17,0.1113
andrea belotti,G17,0.1086
lewis ferguson,G17,0.1086
teun koopmeiners,G17,0.1086
luis alberto,G17,0.1086
nemanja radonjicc,G17,0.1086
rafael leao,G17,0.1086
giacomo raspadori,G17,0.1086
mattia zaccagni,G17,0.1028
gleison bremer,G17,0.1
radu dragusin,G17,0.1
chukwubuikem ikwuemesi,G17,0.1
ivan ilic,G17,0.1
viktor kovalenko,G17,0.1
daniele rugani,G17,0.1
nicola sansone,G17,0.1
walace,G17,0.1
nicolo barella,G17,0.0978
marco brescianini,G17,0.0978
christian kabasele,G17,0.0978
pedro rodriguez,G17,0.0978
rasmus kristensen,G17,0.0978
riccardo sottil,G17,0.0978
kaio jorge,G17,0.0973
aleksey miranchuk,G17,0.0973
nikola moro,G17,0.0973
ylber ramadani,G17,0.0973
jan-carlo simic,G17,0.0973
jacopo fazzini,G17,0.0913
grigoris kastanos,G17,0.0913
mirko maric,G17,0.0913
florian thauvin,G17,0.0913
pontus almqvist,G17,0.0886
houssem aouar,G17,0.0886
alessandro buongiorno,G17,0.0886
lorenzo colombo,G17,0.0886
denzel dumfries,G17,0.0886
abdou harroui,G17,0.0886
arkadiusz milik,G17,0.0886
