Giocatore,Giornata,Team,Role,Score,Prob_Gol,Pred_Gol_Pesata,GolUlt3,Score_norm,GolUlt3_norm,Score_Composito,Etichetta
valentin carboni,G38,Monza,C,5.343029826889025,0.077,0.0861,0,0.5343029826889025,0.0,0.3160814913444513,0.0
warren bondo,G38,Monza,C,4.139024789727004,0.0219,0.0611,0,0.4139024789727004,0.0,0.2318512394863502,0.0
andre-frank zambo anguissa,G38,Napoli,C,6.45236427250458,0.0,0.0,0,0.645236427250458,0.0,0.322618213625229,0.0
diego demme,G38,Napoli,C,0.0239190155943589,0.0,0.0,0,0.0023919015594358,0.0,0.0011959507797179,0.0
eljif elmas,G38,Napoli,C,0.34921762767764,0.0475,0.0736,0,0.034921762767764,0.0,0.053790881383882,0.0
hamed traore,G38,Napoli,C,0.3205148089644093,0.0,0.0,0,0.0320514808964409,0.0,0.0160257404482204,0.0
jens-lys cajuste,G38,Napoli,C,4.151743522624434,0.0,0.0,0,0.4151743522624434,0.0,0.2075871761312217,0.0
jesper lindstrm,G38,Napoli,C,3.77706076224793,0.0,0.0,0,0.377706076224793,0.0,0.1888530381123965,0.0
karim zedadka,G38,Napoli,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
leander dendoncker,G38,Napoli,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
piotr zielinski,G38,Napoli,C,7.109329410033326,0.077,0.0861,0,0.7109329410033326,0.0,0.4043964705016662,0.0
stanislav lobotka,G38,Napoli,C,6.096000622931142,0.0,0.0,0,0.6096000622931143,0.0,0.3048000311465571,0.0
bryan cristante,G38,Roma,C,6.310263186350888,0.0219,0.0611,0,0.6310263186350887,0.0,0.3404131593175443,0.0
edoardo bove,G38,Roma,C,4.795176993392412,0.0,0.0,0,0.4795176993392412,0.0,0.2397588496696206,0.0
francesco d'alessio,G38,Roma,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
houssem aouar,G38,Roma,C,0.6458134210476904,0.077,0.0861,0,0.064581342104769,0.0,0.0812206710523845,0.0
leandro paredes,G38,Roma,C,6.499368223675822,0.077,0.0861,0,0.6499368223675822,0.0,0.3738984111837911,0.0
lorenzo pellegrini,G38,Roma,C,6.794004829979079,0.2268,0.1628,1,0.6794004829979079,0.3333333333333333,0.5232469081656206,1.0
mattia mannini,G38,Roma,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
niccolo pisilli,G38,Roma,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
nicola zalewski,G38,Roma,C,3.873978688066596,0.0,0.0,0,0.3873978688066596,0.0,0.1936989344033298,0.0
renato sanches,G38,Roma,C,0.1371356894076577,0.0219,0.0611,0,0.0137135689407657,0.0,0.0317567844703828,0.0
riccardo pagano,G38,Roma,C,0.0924868602981877,0.0,0.0,0,0.0092486860298187,0.0,0.0046243430149093,0.0
agustin martegani,G38,Salernitana,C,0.326893213122905,0.0219,0.0611,0,0.0326893213122905,0.0,0.0412446606561452,0.0
antonio candreva,G38,Salernitana,C,7.790139201923737,0.1374,0.1236,0,0.7790139201923737,0.0,0.4678069600961868,1.0
antonio pio iervolino,G38,Salernitana,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
emanuel vignato,G38,Salernitana,C,0.2567307673794522,0.0,0.0,0,0.0256730767379452,0.0,0.0128365383689726,0.0
emil bohinen,G38,Salernitana,C,0.261514570498324,0.0,0.0,0,0.0261514570498323,0.0,0.0130757285249161,0.0
giulio maggiore,G38,Salernitana,C,4.967073278138196,0.2146,0.1273,1,0.4967073278138196,0.3333333333333333,0.4175903305735764,1.0
grigoris kastanos,G38,Salernitana,C,5.199983499417313,0.077,0.0861,0,0.5199983499417313,0.0,0.3089291749708657,0.0
iron gomis,G38,Salernitana,C,0.173811513319008,0.0,0.0,0,0.0173811513319008,0.0,0.0086905756659504,0.0
junior sambia,G38,Salernitana,C,0.5597049649079984,0.0,0.0486,0,0.0559704964907998,0.0,0.0425652482453999,0.0
lassana coulibaly,G38,Salernitana,C,4.2841864731392585,0.0,0.0,0,0.4284186473139258,0.0,0.2142093236569629,0.0
loum tchaouna,G38,Salernitana,C,4.941976783793706,0.1104,0.1278,1,0.4941976783793705,0.3333333333333333,0.3852255058563519,2.0
mamadou coulibaly,G38,Salernitana,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
mateusz legowski,G38,Salernitana,C,3.293745703196102,0.0,0.0,0,0.3293745703196102,0.0,0.1646872851598051,0.0
toma basic,G38,Salernitana,C,0.4688127056494344,0.0,0.0,0,0.0468812705649434,0.0,0.0234406352824717,0.0
daniel boloca,G38,Sassuolo,C,4.913681275389887,0.0,0.0,0,0.4913681275389887,0.0,0.2456840637694943,0.0
justin kumi,G38,Sassuolo,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
kevin leone,G38,Sassuolo,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
kristian thorstvedt,G38,Sassuolo,C,5.888013530444892,0.1265,0.1338,0,0.5888013530444892,0.0,0.3724906765222446,0.0
luca lipani,G38,Sassuolo,C,0.1610547050020166,0.0,0.0,0,0.0161054705002016,0.0,0.0080527352501008,0.0
matheus henrique,G38,Sassuolo,C,5.833697267971192,0.0356,0.0736,0,0.5833697267971192,0.0,0.3244448633985596,0.0
nedim bajrami,G38,Sassuolo,C,4.888083197560489,0.0475,0.0736,0,0.4888083197560489,0.0,0.2807341598780244,0.0
pedro obiang,G38,Sassuolo,C,0.2025143320322387,0.0,0.0,0,0.0202514332032238,0.0,0.0101257166016119,0.0
uros racic,G38,Sassuolo,C,3.852327782635176,0.0219,0.0611,0,0.3852327782635176,0.0,0.2175163891317588,0.0
adrien tameze,G38,Torino,C,4.664350715729848,0.0,0.0,0,0.4664350715729847,0.0,0.2332175357864923,0.0
gvidas gineitis,G38,Torino,C,0.2981903944096743,0.0,0.0,0,0.0298190394409674,0.0,0.0149095197204837,0.0
ivan ilic,G38,Torino,C,7.26598725773892,0.2218,0.1148,1,0.726598725773892,0.3333333333333333,0.5309460295536127,1.0
karol linetty,G38,Torino,C,3.85431362866672,0.0,0.0,0,0.385431362866672,0.0,0.192715681433336,0.0
samuele ricci,G38,Torino,C,5.446372192948832,0.0219,0.0611,0,0.5446372192948832,0.0,0.2972186096474415,0.0
simone verdi,G38,Torino,C,0.0877030571793159,0.0,0.0,0,0.0087703057179315,0.0,0.0043851528589657,0.0
david pejicic,G38,Udinese,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
domingos quina,G38,Udinese,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
etienne camara,G38,Udinese,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
lazar samardzic,G38,Udinese,C,7.407761092758207,0.2919,0.175,2,0.7407761092758207,0.6666666666666666,0.6437913879712437,1.0
marco ballarini,G38,Udinese,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
martin payero,G38,Udinese,C,4.123479815732578,0.0475,0.0963,0,0.4123479815732578,0.0,0.2493139907866289,0.0
oier zarraga,G38,Udinese,C,0.2806497829738111,0.0475,0.0736,0,0.0280649782973811,0.0,0.0503624891486905,0.0
quina,G38,Udinese,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
roberto pereyra,G38,Udinese,C,5.441680791118274,0.1104,0.0986,0,0.5441680791118274,0.0,0.3347840395559137,0.0
sandi lovric,G38,Udinese,C,5.777792164110744,0.0219,0.0611,0,0.5777792164110744,0.0,0.3137896082055372,0.0
walace,G38,Udinese,C,5.077038771893244,0.0475,0.0736,0,0.5077038771893244,0.0,0.2901819385946622,0.0
charlys,G38,Verona,C,0.1195950779717945,0.0,0.0,0,0.0119595077971794,0.0,0.0059797538985897,0.0
daniel silva,G38,Verona,C,0.1068382696548031,0.0,0.0,0,0.0106838269654803,0.0,0.0053419134827401,0.0
elayis tavsan,G38,Verona,C,0.0605948395057092,0.0,0.0,0,0.0060594839505709,0.0,0.0030297419752854,0.0
joselito,G38,Verona,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
martin hongla,G38,Verona,C,0.3524068297568878,0.0,0.0,0,0.0352406829756887,0.0,0.0176203414878443,0.0
michael folorunsho,G38,Verona,C,4.430749068692927,0.2146,0.1273,1,0.4430749068692927,0.3333333333333333,0.390774120101313,2.0
nicola patane,G38,Verona,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
ondrej duda,G38,Verona,C,6.210522907200916,0.0219,0.0611,0,0.6210522907200916,0.0,0.3354261453600458,0.0
reda belahyane,G38,Verona,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
riccardo saponara,G38,Verona,C,0.1658385081208884,0.0,0.0,0,0.0165838508120888,0.0,0.0082919254060444,0.0
suat serdar,G38,Verona,C,4.146367750610848,0.0,0.0,0,0.4146367750610847,0.0,0.2073183875305423,0.0
tomas suslov,G38,Verona,C,5.303053228194105,0.1758,0.1023,1,0.5303053228194105,0.3333333333333333,0.4152493280763719,1.0
chaka traore,G38,AC Milan,A,0.177114785975946,0.0219,0.0611,0,0.0177114785975945,0.0,0.0337557392987973,0.0
christian pulisic,G38,AC Milan,A,7.638988296978675,0.3298,0.43,2,0.7638988296978675,0.6666666666666666,0.7432227481822671,1.0
francesco camarda,G38,AC Milan,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
luka jovic,G38,AC Milan,A,4.657185663706282,0.1651,0.1236,0,0.4657185663706282,0.0,0.3194692831853141,0.0
noah okafor,G38,AC Milan,A,4.464912088908567,0.1651,0.1236,0,0.4464912088908567,0.0,0.3098556044454283,0.0
olivier giroud,G38,AC Milan,A,7.9886033517632,0.4012,0.2528,1,0.79886033517632,0.3333333333333333,0.6622968342548267,1.0
rafael leao,G38,AC Milan,A,7.737022862058283,0.1701,0.1628,1,0.7737022862058283,0.3333333333333333,0.5533878097695808,1.0
samuel chukwueze,G38,AC Milan,A,3.551505491548597,0.0219,0.0611,0,0.3551505491548597,0.0,0.2024752745774298,0.0
ademola lookman,G38,Atalanta,A,7.261281116084548,0.3197,0.1963,0,0.7261281116084548,0.0,0.5178640558042273,1.0
aleksey miranchuk,G38,Atalanta,A,5.217060623788722,0.077,0.0861,0,0.5217060623788722,0.0,0.309783031189436,0.0
charles de ketelaere,G38,Atalanta,A,7.33663529112349,0.307,0.1125,3,0.733663529112349,1.0,0.6926817645561745,1.0
el bilal toure,G38,Atalanta,A,0.6048177993629147,0.0475,0.105,0,0.0604817799362914,0.0,0.0759908899681457,0.0
gianluca scamacca,G38,Atalanta,A,6.885200374732376,0.4418,0.3765,2,0.6885200374732376,0.6666666666666666,0.7230833520699521,1.0
luis muriel,G38,Atalanta,A,0.9420171034325044,0.0356,0.0736,0,0.0942017103432504,0.0,0.0798608551716252,0.0
alexis saelemaekers,G38,Bologna,A,5.237712933132613,0.092,0.2027,0,0.5237712933132613,0.0,0.3502956466566306,0.0
dan ndoye,G38,Bologna,A,3.901715493456509,0.0219,0.0753,1,0.3901715493456509,0.3333333333333333,0.2909124413394921,2.0
jens odgaard,G38,Bologna,A,0.4797669751985791,0.0475,0.0736,0,0.0479766975198579,0.0,0.0603183487599289,0.0
jesper karlsson,G38,Bologna,A,0.1849000512935701,0.0,0.0,0,0.018490005129357,0.0,0.0092450025646785,0.0
joshua zirkzee,G38,Bologna,A,7.013123983893323,0.377,0.2175,0,0.7013123983893322,0.0,0.5290061991946662,1.0
riccardo orsolini,G38,Bologna,A,6.3329608296788615,0.1798,0.1736,0,0.6332960829678862,0.0,0.4226680414839431,0.0
santiago castro,G38,Bologna,A,0.2919474494109001,0.1109,0.0898,1,0.02919474494109,0.3333333333333333,0.1414740391372116,0.0
sydney van hooijdonk,G38,Bologna,A,0.07785265317624,0.0,0.0,0,0.007785265317624,0.0,0.003892632658812,0.0
andrea petagna,G38,Cagliari,A,0.7527378403977708,0.0219,0.0611,0,0.075273784039777,0.0,0.0625368920198885,0.0
eldor shomurodov,G38,Cagliari,A,3.27795813056594,0.0475,0.0736,0,0.327795813056594,0.0,0.200227906528297,0.0
gaston pereiro,G38,Cagliari,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
gianluca lapadula,G38,Cagliari,A,3.893838847683358,0.2218,0.1148,1,0.3893838847683358,0.3333333333333333,0.3623386090508345,2.0
jacopo desogus,G38,Cagliari,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
kingstone mutandwa,G38,Cagliari,A,0.172248995152431,0.0,0.0486,0,0.0172248995152431,0.0,0.0231924497576215,0.0
leonardo pavoletti,G38,Cagliari,A,2.796135484280822,0.0356,0.0736,0,0.2796135484280822,0.0,0.1725667742140411,0.0
zito luvumbo,G38,Cagliari,A,4.218342271585198,0.1229,0.1111,0,0.4218342271585197,0.0,0.2811171135792599,0.0
daniel maldini,G38,Empoli,A,1.1181587312437475,0.092,0.13,0,0.1118158731243747,0.0,0.1225079365621873,0.0
emmanuel ekong,G38,Empoli,A,0.4593306537398162,0.0,0.0,0,0.0459330653739816,0.0,0.0229665326869908,0.0
emmanuel quartsin gyasi,G38,Empoli,A,2.6533762872894022,0.0219,0.0611,0,0.2653376287289402,0.0,0.1575688143644701,0.0
francesco caputo,G38,Empoli,A,3.6971940427487247,0.0475,0.0736,0,0.3697194042748725,0.0,0.2211897021374362,0.0
giacomo corona,G38,Empoli,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
m'baye niang,G38,Empoli,A,1.628093609548119,0.4095,0.1398,1,0.1628093609548119,0.3333333333333333,0.3128613471440726,2.0
matteo cancellieri,G38,Empoli,A,3.72727840389174,0.1104,0.0986,0,0.372727840389174,0.0,0.249063920194587,0.0
mattia destro,G38,Empoli,A,0.080772127670349,0.0,0.0,0,0.0080772127670349,0.0,0.0040386063835174,0.0
nicolo cambiaghi,G38,Empoli,A,3.973908584137184,0.0219,0.0611,0,0.3973908584137184,0.0,0.2235954292068592,0.0
stiven shpendi,G38,Empoli,A,0.2072826890817391,0.0,0.0,0,0.0207282689081739,0.0,0.0103641344540869,0.0
andrea belotti,G38,Fiorentina,A,4.51878010669156,0.1112,0.1236,0,0.451878010669156,0.0,0.296379005334578,0.0
christian kouame,G38,Fiorentina,A,3.2361854343502765,0.0475,0.105,0,0.3236185434350276,0.0,0.2075592717175138,0.0
josip brekalo,G38,Fiorentina,A,0.3347664086578322,0.0219,0.0611,0,0.0334766408657832,0.0,0.0416383204328916,0.0
lucas beltran,G38,Fiorentina,A,4.86950125264437,0.1651,0.1236,0,0.486950125264437,0.0,0.3300850626322185,0.0
m'bala nzola,G38,Fiorentina,A,4.477414283987825,0.2218,0.1148,1,0.4477414283987825,0.3333333333333333,0.3915173808660579,2.0
nicolas gonzalez,G38,Fiorentina,A,6.741926252539724,0.2646,0.2279,1,0.6741926252539724,0.3333333333333333,0.5515129792936528,1.0
riccardo sottil,G38,Fiorentina,A,3.9103419279689744,0.0475,0.0963,0,0.3910341927968974,0.0,0.2386570963984487,0.0
demba seck,G38,Frosinone,A,2.4268309742894782,0.0,0.0,0,0.2426830974289478,0.0,0.1213415487144739,0.0
fares ghedjemis,G38,Frosinone,A,0.06812107152921,0.0,0.0,0,0.006812107152921,0.0,0.0034060535764605,0.0
gennaro borrelli,G38,Frosinone,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
giorgi kvernadze,G38,Frosinone,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
giuseppe caso,G38,Frosinone,A,0.1046145027055725,0.0,0.0,0,0.0104614502705572,0.0,0.0052307251352786,0.0
jaime baez,G38,Frosinone,A,0.4062935337635026,0.0219,0.0611,0,0.0406293533763502,0.0,0.0452146766881751,0.0
kaio jorge,G38,Frosinone,A,3.305865248662942,0.0616,0.0861,0,0.3305865248662942,0.0,0.2096032624331471,0.0
luigi canotto,G38,Frosinone,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
marvin cuni,G38,Frosinone,A,2.349666707489096,0.0219,0.0611,0,0.2349666707489096,0.0,0.1423833353744548,0.0
matias soule,G38,Frosinone,A,8.382918373067875,0.2552,0.1713,0,0.8382918373067876,0.0,0.5470959186533938,1.0
soufiane bidaoui,G38,Frosinone,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
walid cheddira,G38,Frosinone,A,5.348300417528841,0.3565,0.1648,1,0.5348300417528841,0.3333333333333333,0.4904716875431086,1.0
albert gudmundsson,G38,Genoa,A,9.217349622639194,0.406,0.2338,0,0.9217349622639194,0.0,0.6528074811319597,1.0
caleb ekuban,G38,Genoa,A,3.913512269381301,0.1104,0.1278,1,0.3913512269381301,0.3333333333333333,0.3338022801357317,2.0
david ankeye,G38,Genoa,A,0.023355795952872,0.0,0.0,0,0.0023355795952871,0.0,0.0011677897976435,0.0
george puscas,G38,Genoa,A,0.14597372470545,0.0,0.0,0,0.014597372470545,0.0,0.0072986862352725,0.0
junior messias,G38,Genoa,A,0.6072506947746723,0.0219,0.0611,0,0.0607250694774672,0.0,0.0552625347387336,0.0
massimo coda,G38,Genoa,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
mateo retegui,G38,Genoa,A,4.505252030670766,0.2268,0.1778,1,0.4505252030670766,0.3333333333333333,0.4133092682002049,1.0
seydou fini,G38,Genoa,A,0.006812107152921,0.0,0.0,0,0.0006812107152921,0.0,0.000340605357646,0.0
vitor oliveira,G38,Genoa,A,0.4525185465868952,0.0219,0.0611,0,0.0452518546586895,0.0,0.0475259273293447,0.0
alexis sanchez,G38,Inter,A,4.293440294623524,0.0475,0.0736,0,0.4293440294623524,0.0,0.2510020147311762,0.0
joaquin correa,G38,Inter,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
lautaro martinez,G38,Inter,A,10.0,0.5267,0.3628,1,1.0,0.3333333333333333,0.8335166666666667,1.0
marcus thuram,G38,Inter,A,7.660261160360614,0.3654,0.2937,1,0.7660261160360614,0.3333333333333333,0.6474097246846974,1.0
marko arnautovic,G38,Inter,A,4.3597408975525545,0.077,0.1003,1,0.4359740897552554,0.3333333333333333,0.3378437115442944,2.0
arkadiusz milik,G38,Juventus,A,4.105186360170173,0.2146,0.1273,1,0.4105186360170172,0.3333333333333333,0.3744959846751753,2.0
dusan vlahovic,G38,Juventus,A,7.74467915127962,0.3358,0.28,0,0.774467915127962,0.0,0.5719739575639811,1.0
federico chiesa,G38,Juventus,A,6.523830598716707,0.3516,0.1773,1,0.6523830598716707,0.3333333333333333,0.551528196602502,1.0
kenan yildiz,G38,Juventus,A,3.718143780461207,0.1758,0.1023,1,0.3718143780461207,0.3333333333333333,0.336003855689727,2.0
leonardo cerri,G38,Juventus,A,0.001946316329406,0.0219,0.0925,0,0.0001946316329406,0.0,0.0344173158164703,0.0
moise kean,G38,Juventus,A,2.2850566429873287,0.0,0.0,0,0.2285056642987328,0.0,0.1142528321493664,0.0
samuel iling-junior,G38,Juventus,A,3.305908169557745,0.0219,0.0611,0,0.3305908169557744,0.0,0.1901954084778872,0.0
ciro immobile,G38,Lazio,A,5.087514727829896,0.182,0.1653,1,0.5087514727829896,0.3333333333333333,0.4252324030581614,1.0
diego gonzalez,G38,Lazio,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
gustav isaksen,G38,Lazio,A,3.478766847296071,0.077,0.0861,0,0.3478766847296071,0.0,0.2228683423648035,0.0
pedro rodriguez,G38,Lazio,A,3.585789306352385,0.0219,0.0611,0,0.3585789306352385,0.0,0.2041894653176192,0.0
valentin castellanos,G38,Lazio,A,4.056707085209281,0.0894,0.0986,0,0.405670708520928,0.0,0.259235354260464,0.0
assan ceesay,G38,Lecce,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
federico di francesco,G38,Lecce,A,0.172248995152431,0.0146,0.0611,0,0.0172248995152431,0.0,0.0313224497576215,0.0
jeppe corfitzen,G38,Lecce,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
joel voelkerling persson,G38,Lecce,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
lameck banda,G38,Lecce,A,4.155316875643998,0.0475,0.0736,0,0.4155316875643998,0.0,0.2440958437821999,0.0
nicola sansone,G38,Lecce,A,3.465871695670076,0.0475,0.0736,0,0.3465871695670076,0.0,0.2096235847835038,0.0
nikola krstovic,G38,Lecce,A,5.46031290576126,0.13,0.2275,1,0.546031290576126,0.3333333333333333,0.4469323119547296,1.0
pontus almqvist,G38,Lecce,A,4.09262020178492,0.0356,0.0736,0,0.4092620201784919,0.0,0.2373910100892459,0.0
rares burnete,G38,Lecce,A,0.3114106127049601,0.0,0.0,0,0.031141061270496,0.0,0.015570530635248,0.0
roberto piccoli,G38,Lecce,A,3.735319321575109,0.1104,0.13,0,0.3735319321575109,0.0,0.2588859660787554,0.0
santiago pierotti,G38,Lecce,A,0.1965779492700061,0.0,0.0,0,0.0196577949270006,0.0,0.0098288974635003,0.0
till winkelman,G38,Lecce,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
alessio zerbin,G38,Monza,A,2.870746436134114,0.0,0.0,0,0.2870746436134114,0.0,0.1435373218067057,0.0
andrea ferraris,G38,Monza,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
dany mota,G38,Monza,A,4.6930126924409725,0.1104,0.0986,0,0.4693012692440972,0.0,0.2973506346220486,0.0
gianluca caprari,G38,Monza,A,0.3240616688460991,0.0,0.0,0,0.0324061668846099,0.0,0.0162030834423049,0.0
lorenzo colombo,G38,Monza,A,3.649950854407962,0.077,0.0861,0,0.3649950854407962,0.0,0.2314275427203981,0.0
matija popovic,G38,Monza,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
mirko maric,G38,Monza,A,0.3308737759990202,0.0219,0.0611,0,0.033087377599902,0.0,0.041443688799951,0.0
patrick ciurria,G38,Monza,A,3.323795032547592,0.0,0.0,0,0.3323795032547592,0.0,0.1661897516273796,0.0
cyril ngonge,G38,Napoli,A,4.990652635055614,0.1651,0.1236,0,0.4990652635055614,0.0,0.3361426317527807,0.0
giacomo raspadori,G38,Napoli,A,5.369526895211365,0.1265,0.1111,0,0.5369526895211365,0.0,0.3397563447605682,0.0
giovanni simeone,G38,Napoli,A,2.6327799546258026,0.0219,0.0611,0,0.2632779954625802,0.0,0.1565389977312901,0.0
hirving lozano,G38,Napoli,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
khvicha kvaratskhelia,G38,Napoli,A,8.164231058664397,0.3313,0.2148,1,0.8164231058664397,0.3333333333333333,0.6387082195998866,1.0
matteo politano,G38,Napoli,A,7.204012116395615,0.1985,0.1486,0,0.7204012116395615,0.0,0.4643306058197807,1.0
victor osimhen,G38,Napoli,A,7.341955970620807,0.3286,0.3275,1,0.7341955970620807,0.3333333333333333,0.630594465197707,1.0
joao costa,G38,Roma,A,0.174195311481837,0.0,0.0,0,0.0174195311481837,0.0,0.0087097655740918,0.0
luigi cherubini,G38,Roma,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
ola solbakken,G38,Roma,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
paulo dybala,G38,Roma,A,8.194920748790997,0.2815,0.2338,0,0.8194920748790997,0.0,0.5643360374395499,1.0
romelu lukaku,G38,Roma,A,6.910330888800196,0.2931,0.389,2,0.6910330888800196,0.6666666666666666,0.6834798777733431,1.0
sardar azmoun,G38,Roma,A,2.9907077786763634,0.077,0.1175,0,0.2990707778676363,0.0,0.2078853889338182,0.0
stephan el shaarawy,G38,Roma,A,4.18244125420769,0.077,0.0861,0,0.418244125420769,0.0,0.2580520627103845,0.0
tammy abraham,G38,Roma,A,0.3050850846343906,0.0219,0.0838,0,0.030508508463439,0.0,0.0469642542317195,0.0
tommaso baldanzi,G38,Roma,A,3.539934540541158,0.0475,0.0736,0,0.3539934540541158,0.0,0.2133267270270579,0.0
andres sfait,G38,Salernitana,A,0.105101081787924,0.0,0.0,0,0.0105101081787924,0.0,0.0052550540893962,0.0
boulaye dia,G38,Salernitana,A,1.1658434813141945,0.077,0.0861,0,0.1165843481314194,0.0,0.1072221740657097,0.0
chukwubuikem ikwuemesi,G38,Salernitana,A,2.7388436043278133,0.0219,0.0611,0,0.2738843604327813,0.0,0.1618421802163906,0.0
diego valencia,G38,Salernitana,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
erik botheim,G38,Salernitana,A,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
jovane cabral,G38,Salernitana,A,0.4826864496926881,0.0219,0.0611,0,0.0482686449692688,0.0,0.0490343224846344,0.0
shon weissman,G38,Salernitana,A,0.2705379697874341,0.0219,0.0611,0,0.0270537969787434,0.0,0.0384268984893717,0.0
simy,G38,Salernitana,A,0.8106407511975994,0.0219,0.0611,0,0.0810640751197599,0.0,0.0654320375598799,0.0
trivante stewart,G38,Salernitana,A,0.043792117411635,0.0,0.0,0,0.0043792117411635,0.0,0.0021896058705817,0.0
agustin alvarez,G38,Sassuolo,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
andrea pinamonti,G38,Sassuolo,A,5.71271982919851,0.3664,0.2128,1,0.5712719829198509,0.3333333333333333,0.5260626581265921,1.0
armand lauriente,G38,Sassuolo,A,5.762828461167271,0.1024,0.1403,1,0.5762828461167271,0.3333333333333333,0.4276180897250302,1.0
cristian volpato,G38,Sassuolo,A,3.365828199215989,0.0219,0.0611,0,0.3365828199215989,0.0,0.1931914099607994,0.0
domenico berardi,G38,Sassuolo,A,2.746738919874218,0.2197,0.1486,0,0.2746738919874217,0.0,0.2478269459937108,0.0
emil konradsen ceide,G38,Sassuolo,A,0.133322668564311,0.0,0.0,0,0.013332266856431,0.0,0.0066661334282155,0.0
flavio russo,G38,Sassuolo,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
gregoire defrel,G38,Sassuolo,A,2.70819506001134,0.0219,0.0611,0,0.2708195060011339,0.0,0.160309753000567,0.0
samuel castillejo,G38,Sassuolo,A,0.3756390515753581,0.0,0.0,0,0.0375639051575358,0.0,0.0187819525787679,0.0
samuele mulattieri,G38,Sassuolo,A,2.1653862159852904,0.0,0.0,0,0.216538621598529,0.0,0.1082693107992645,0.0
antonio sanabria,G38,Torino,A,4.675122241620843,0.1476,0.1111,0,0.4675122241620843,0.0,0.3113661120810421,0.0
david okereke,G38,Torino,A,0.11677897976436,0.0,0.0,0,0.011677897976436,0.0,0.005838948988218,0.0
duvan zapata,G38,Torino,A,7.111918227469753,0.3839,0.2398,1,0.7111918227469753,0.3333333333333333,0.6093725780401543,1.0
