Giocatore,Giornata,Team,Role,Score,Prob_Gol,Pred_Gol_Pesata
domagoj bradaric,G22,Salernitana,D,6.857367634409743,0.0,0.0
martin erlic,G22,Sassuolo,D,6.787276709338567,0.0378,0.0643
joao ferreira,G22,Udinese,D,6.761606872714297,0.0,0.0
tommaso augello,G22,Cagliari,D,6.746085950384821,0.0,0.0486
leonardo spinazzola,G22,Roma,D,6.736114353372167,0.0378,0.0643
bartosz bereszynski,G22,Empoli,D,6.639543214132272,0.0,0.0
pedro pereira,G22,Monza,D,6.607693377818447,0.0,0.0
gian marco ferrari,G22,Sassuolo,D,6.584827075654534,0.0,0.0486
diego coppola,G22,Verona,D,6.583032480590638,0.0,0.0486
mattia bani,G22,Genoa,D,6.548788962495147,0.0378,0.0643
gabriele zappa,G22,Cagliari,D,6.522191801664897,0.0378,0.0643
jeremy toljan,G22,Sassuolo,D,6.520620198439282,0.0,0.0
ruan tressoldi,G22,Sassuolo,D,6.502189011163993,0.0,0.0
pol lirola,G22,Frosinone,D,6.493775590402681,0.0378,0.0643
rasmus kristensen,G22,Roma,D,6.474366201095471,0.0378,0.0643
lorenzo pirola,G22,Salernitana,D,6.442527228193719,0.0,0.0
juan cabal,G22,Verona,D,6.364828627726462,0.0,0.0
nadir zortea,G22,Frosinone,D,6.350066139079727,0.0252,0.0643
patrick dorgu,G22,Lecce,D,6.347285600533715,0.0,0.0486
liberato cacace,G22,Empoli,D,6.343392399849546,0.0,0.0
charalambos lykogiannis,G22,Bologna,D,6.339405603763447,0.0,0.0486
marcus holmgren pedersen,G22,Sassuolo,D,6.129507286303051,0.0,0.0
pasquale mazzocchi,G22,Napoli,D,6.125828168443989,0.0,0.0
mateusz wieteska,G22,Cagliari,D,6.115944900108951,0.0,0.0
hans hateboer,G22,Atalanta,D,6.068035780713746,0.0,0.0
alessandro vogliacco,G22,Genoa,D,5.9390049184846925,0.0,0.0
filippo terracciano,G22,AC Milan,D,5.935084064325161,0.0,0.0
marco davide faraoni,G22,Verona,D,5.908289065024308,0.0,0.0
norbert gyomber,G22,Salernitana,D,5.880740505347071,0.0,0.0
luca pellegrini,G22,Lazio,D,5.765148508763369,0.0378,0.0936
aaron caricol,G22,Genoa,D,5.60883295609056,0.0,0.0
paulo azzi,G22,Cagliari,D,5.589455014838396,0.0,0.0
festy ebosele,G22,Udinese,D,5.552815314853555,0.0,0.0
jordan zemura,G22,Udinese,D,5.511032956814196,0.0,0.0486
josh doig,G22,Sassuolo,D,5.493828332522123,0.0,0.0
alessandro zanoli,G22,Salernitana,D,5.317493567321279,0.0,0.0
kingsley ehizibue,G22,Udinese,D,5.274571731267931,0.0,0.0
emil holm,G22,Atalanta,D,5.2456772126018665,0.0378,0.0786
stefano sabelli,G22,Genoa,D,5.213741826917952,0.0,0.0
giuseppe pezzella,G22,Empoli,D,4.995789291985225,0.0,0.0
yann aurel bisseck,G22,Inter,D,1.2174509156110744,0.0378,0.0957
lorenzo de silvestri,G22,Bologna,D,0.9947941171410276,0.0837,0.1094
brandon soppy,G22,Torino,D,0.9466169151328888,0.0,0.0
alessandro dellavalle,G22,Torino,D,0.9388043958883258,0.0,0.0
david zima,G22,Torino,D,0.9388043958883258,0.0,0.0
wilfried singo,G22,Torino,D,0.9388043958883258,0.0,0.0
brian bayeye,G22,Torino,D,0.9388043958883258,0.0,0.0
perr schuurs,G22,Torino,D,0.914064751613876,0.0378,0.0643
koffi djidji,G22,Torino,D,0.8893251073394265,0.0,0.0
adama soumaoro,G22,Bologna,D,0.8867209342579054,0.0,0.0
mihajlo ilic,G22,Bologna,D,0.8867209342579054,0.0,0.0
daniele rugani,G22,Juventus,D,0.8867209342579054,0.0378,0.0643
alex sandro,G22,Juventus,D,0.8828146746356241,0.0,0.0486
tommaso corazza,G22,Bologna,D,0.8710958957687793,0.0,0.0
saba sazonov,G22,Torino,D,0.8541687707388927,0.0,0.0
mattia de sciglio,G22,Juventus,D,0.8346374726274851,0.0,0.0
tiago djalo,G22,Juventus,D,0.8346374726274851,0.0,0.0
mitchel bakker,G22,Atalanta,D,0.76953314558946,0.0,0.0486
giovanni bonfanti,G22,Atalanta,D,0.7317726359074052,0.0,0.0
jose luis palomino,G22,Atalanta,D,0.7304705493666446,0.0,0.0
jan-carlo simic,G22,AC Milan,D,0.6861996069807874,0.0378,0.0643
giulio donati,G22,Monza,D,0.6861996069807874,0.0,0.0
dimitrije kamenovic,G22,Lazio,D,0.6783870877362242,0.0,0.0
rick karsdorp,G22,Roma,D,0.6666683088693798,0.0,0.0
matteo gabbia,G22,AC Milan,D,0.6653662223286194,0.0,0.0486
pierre kalulu,G22,AC Milan,D,0.6367203184318881,0.0,0.0
mattia caldara,G22,AC Milan,D,0.6289077991873252,0.0,0.0
valentin antov,G22,Monza,D,0.626303626105804,0.0,0.0
mario sampirisi,G22,Monza,D,0.626303626105804,0.0,0.0
clinton nsiala-makengo,G22,AC Milan,D,0.626303626105804,0.0,0.0
davide bartesaghi,G22,AC Milan,D,0.626303626105804,0.0,0.0
armando anastasio,G22,Monza,D,0.626303626105804,0.0,0.0
davide bettella,G22,Monza,D,0.626303626105804,0.0,0.0
alejandro jimenez,G22,AC Milan,D,0.6197931934020015,0.0,0.0
rafael toloi,G22,Atalanta,D,0.5937514625867915,0.0,0.0
chris smalling,G22,Roma,D,0.5768243375569049,0.0,0.0
lovro golic,G22,Roma,D,0.5742201644753837,0.0,0.0
mehmet zeki celik,G22,Roma,D,0.5716159913938628,0.0,0.0
angelino,G22,Roma,D,0.5638034721492998,0.0,0.0
tyronne ebuehi,G22,Empoli,D,0.5442721740378921,0.0,0.0
riccardo marchizza,G22,Frosinone,D,0.5234387893857239,0.0,0.0
dean huijsen,G22,Roma,D,0.520834616304203,0.0,0.0486
ridgeciano haps,G22,Genoa,D,0.4817720200813876,0.0,0.0
davide biraschi,G22,Genoa,D,0.4713553277553036,0.0252,0.0643
luca marianucci,G22,Empoli,D,0.4700532412145431,0.0,0.0
petar stojanovic,G22,Empoli,D,0.4700532412145431,0.0,0.0
saba goglichidze,G22,Empoli,D,0.4700532412145431,0.0,0.0
antonio tikvic,G22,Udinese,D,0.4700532412145431,0.0,0.0
axel guessand,G22,Udinese,D,0.4700532412145431,0.0,0.0
james abankwah,G22,Udinese,D,0.4700532412145431,0.0,0.0
gabriele guarino,G22,Empoli,D,0.4700532412145431,0.0,0.0
enzo ebosse,G22,Udinese,D,0.4700532412145431,0.0,0.0
samuel john nwachukwu,G22,Udinese,D,0.4700532412145431,0.0,0.0
dodo,G22,Fiorentina,D,0.4492198565623751,0.0,0.0
ruben vinagre,G22,Verona,D,0.4427094238585724,0.0,0.0
fabien centonze,G22,Verona,D,0.4388031642362908,0.0,0.0
alan matturro,G22,Genoa,D,0.4192718661248834,0.0,0.0
nicolo calabrese,G22,Verona,D,0.4179697795841228,0.0,0.0
denis cazzadori,G22,Verona,D,0.4179697795841228,0.0,0.0
silvan hefti,G22,Genoa,D,0.4179697795841228,0.0,0.0
federico ceccherini,G22,Verona,D,0.4179697795841228,0.0,0.0
christian dalle mura,G22,Fiorentina,D,0.4179697795841228,0.0,0.0
christian corradi,G22,Verona,D,0.4179697795841228,0.0,0.0
djed spence,G22,Genoa,D,0.4075530872580387,0.0,0.0
christian kabasele,G22,Udinese,D,0.3971363949319547,0.0378,0.0643
giorgio cittadini,G22,Genoa,D,0.3919280487689127,0.0,0.0
pietro comuzzo,G22,Fiorentina,D,0.3919280487689127,0.0,0.0
bruno amione,G22,Verona,D,0.372396750657505,0.0,0.0
kastriot dermaku,G22,Lecce,D,0.3658863179537025,0.0,0.0
mats lemmens,G22,Lecce,D,0.3658863179537025,0.0,0.0
zinedin smajlovic,G22,Lecce,D,0.3658863179537025,0.0,0.0
lautaro gianetti,G22,Udinese,D,0.3606779717906606,0.0,0.0486
ahmed touba,G22,Lecce,D,0.3398445871384924,0.0,0.0
lorenzo venuti,G22,Lecce,D,0.3320320678939293,0.0,0.0
emanuele valeri,G22,Frosinone,D,0.3307299813531688,0.0,0.0
kevin bonifazi,G22,Frosinone,D,0.3164070294048032,0.0,0.0
sergio kalaj,G22,Frosinone,D,0.3138028563232822,0.0,0.0
przemyslaw szyminski,G22,Frosinone,D,0.3138028563232822,0.0,0.0
anthony oyono,G22,Frosinone,D,0.2838548658857905,0.0,0.0
mateus lusuardi,G22,Frosinone,D,0.2630214812336224,0.0,0.0
elio capradossi,G22,Cagliari,D,0.261719394692862,0.0,0.0
giorgio altare,G22,Cagliari,D,0.261719394692862,0.0,0.0
natan,G22,Napoli,D,0.2617193946928619,0.0,0.0
adam obert,G22,Cagliari,D,0.2539068754482989,0.0,0.0
pantelis hatzidiakos,G22,Cagliari,D,0.2317714042553702,0.0,0.0
alessandro di pardo,G22,Cagliari,D,0.2304693177146098,0.0,0.0
yerry mina,G22,Cagliari,D,0.2291672311738492,0.0,0.0486
matias vina,G22,Sassuolo,D,0.2018234138178786,0.0,0.0
gerardo fusco,G22,Salernitana,D,0.1888025484102735,0.0,0.0
edoardo goldaniga,G22,Cagliari,D,0.1744795964619079,0.0,0.0
filippo missori,G22,Sassuolo,D,0.1718754233803869,0.0,0.0
kevin miranda,G22,Sassuolo,D,0.1575524714320214,0.0,0.0
mattia viti,G22,Sassuolo,D,0.1341149136983322,0.0,0.0486
jerome boateng,G22,Salernitana,D,0.1119794425054036,0.0,0.0
konstantinos manolas,G22,Salernitana,D,0.1093752694238826,0.0,0.0
dylan bronn,G22,Salernitana,D,0.1054690098016011,0.0,0.0
emanuele elia,G22,Salernitana,D,0.1054690098016011,0.0,0.0
marash kumbulla,G22,Sassuolo,D,0.1054690098016011,0.0,0.0
flavius daniliuc,G22,Salernitana,D,0.0664064135787858,0.0,0.0
marco pellegrino,G22,Salernitana,D,0.0559897212527018,0.0,0.0
triantafyllos pasalidis,G22,Salernitana,D,0.0351563366005336,0.0,0.0
niccolo pierozzi,G22,Salernitana,D,0.0065104327038025,0.0,0.0486
federico fazio,G22,Salernitana,D,0.0,0.0378,0.0957
alessandro bastoni,G23,Inter,D,10.0,0.0,0.0486
riccardo calafiori,G23,Bologna,D,9.86333894871479,0.0,0.0486
francesco acerbi,G23,Inter,D,9.84008919094826,0.0362,0.0636
jhon lucumi,G23,Bologna,D,9.72241772662444,0.0,0.0
amir rrahmani,G23,Napoli,D,9.582109297425967,0.0599,0.1573
giovanni di lorenzo,G23,Napoli,D,9.479550247988536,0.0362,0.0636
gleison bremer,G23,Juventus,D,9.422335055170183,0.0799,0.0928
raoul bellanova,G23,Torino,D,9.29246589541238,0.0,0.0486
benjamin pavard,G23,Inter,D,9.161980795419009,0.0,0.0
danilo,G23,Juventus,D,9.037308864594127,0.0362,0.0636
federico dimarco,G23,Inter,D,9.02296243447714,0.1931,0.1228
stefan de vrij,G23,Inter,D,8.925405224846113,0.0,0.0486
carlos augusto,G23,Inter,D,8.892410542266768,0.0,0.0
andrea cambiaso,G23,Juventus,D,8.790382683221633,0.0362,0.0636
pablo mari,G23,Monza,D,8.778438869281295,0.0,0.0
theo hernandez,G23,AC Milan,D,8.617644532326231,0.132,0.1228
sam beukema,G23,Bologna,D,8.608735646061627,0.0,0.0486
alessio romagnoli,G23,Lazio,D,8.571252914841601,0.0,0.0
diego llorente,G23,Roma,D,8.54083732812151,0.0,0.0486
berat djimsiti,G23,Atalanta,D,8.511483157677478,0.0,0.0
gianluca mancini,G23,Roma,D,8.507971483578835,0.0799,0.0786
fikayo tomori,G23,AC Milan,D,8.49199394259696,0.132,0.0936
ricardo rodriguez,G23,Torino,D,8.475810136385581,0.0,0.0486
stefan posch,G23,Bologna,D,8.350961345151035,0.0,0.0486
marin pongracic,G23,Lecce,D,8.323678824851514,0.0,0.0
armando izzo,G23,Monza,D,8.306744275643984,0.0,0.0
adam marusic,G23,Lazio,D,8.253466333630493,0.0,0.0486
patric,G23,Lazio,D,8.192105518088058,0.0362,0.095
victor kristiansen,G23,Bologna,D,8.183824831470309,0.0,0.0
nicolo casale,G23,Lazio,D,8.158382669627143,0.0,0.0
lucas martinez quarta,G23,Fiorentina,D,8.154400264593122,0.1056,0.0936
sebastiano luperto,G23,Empoli,D,8.13698629118237,0.0,0.0486
federico gatti,G23,Juventus,D,8.095254772896249,0.1056,0.0936
mario gila,G23,Lazio,D,8.083206081342139,0.0,0.0
alessandro buongiorno,G23,Torino,D,8.048149317558359,0.132,0.1163
luca caldirola,G23,Monza,D,8.040071088899527,0.0362,0.0636
evan n'dicka,G23,Roma,D,7.998016955194764,0.0,0.0
giorgio scalvini,G23,Atalanta,D,7.94651731312706,0.0,0.0486
matteo darmian,G23,Inter,D,7.926289056061991,0.0362,0.0778
juan jesus,G23,Napoli,D,7.896534639952048,0.0,0.0486
alessandro florenzi,G23,AC Milan,D,7.843373746127305,0.0,0.0486
malick thiaw,G23,AC Milan,D,7.783791103621634,0.0,0.0
luca ranieri,G23,Fiorentina,D,7.760450326706265,0.0362,0.095
alberto dossena,G23,Cagliari,D,7.719904341717335,0.0599,0.0786
nehuen perez,G23,Udinese,D,7.698919529223019,0.0799,0.0786
federico baschirotto,G23,Lecce,D,7.677065440708275,0.0,0.0
nikola milenkovic,G23,Fiorentina,D,7.646326908606096,0.0,0.0
cristiano biraghi,G23,Fiorentina,D,7.6193473962816975,0.0241,0.0636
isak hien,G23,Atalanta,D,7.594731336010501,0.0,0.0
davide calabria,G23,AC Milan,D,7.580463754467372,0.0,0.0
danilo d'ambrosio,G23,Monza,D,7.561162631244754,0.0,0.0
sebastian walukiewicz,G23,Empoli,D,7.558641888152695,0.0,0.0
valentino lazaro,G23,Torino,D,7.532585258218588,0.0,0.0
leo stigard,G23,Napoli,D,7.53023009332436,0.0,0.0
sead kolasinac,G23,Atalanta,D,7.524615117971723,0.0362,0.0636
andrea carboni,G23,Monza,D,7.4922497391477085,0.0,0.0486
denzel dumfries,G23,Inter,D,7.454375645893141,0.0799,0.0786
mathias olivera,G23,Napoli,D,7.444070785795101,0.0,0.0486
michael kayode,G23,Fiorentina,D,7.440304494130499,0.0,0.0486
mergim vojvoda,G23,Torino,D,7.430012109189082,0.0,0.0
samuele birindelli,G23,Monza,D,7.428967495667219,0.0,0.0
matteo ruggeri,G23,Atalanta,D,7.3791469233828995,0.0,0.0
pawel dawidowicz,G23,Verona,D,7.352442397522099,0.0,0.0
memeh caleb okoli,G23,Frosinone,D,7.312237226705216,0.0,0.0
ardian ismajli,G23,Empoli,D,7.281676608357567,0.0,0.0
koni de winter,G23,Genoa,D,7.265257347842184,0.0,0.0
elseid hysaj,G23,Lazio,D,7.241908296458741,0.0,0.0
johan vasquez,G23,Genoa,D,7.198020340112135,0.0,0.0486
thomas kristensen,G23,Udinese,D,7.168827623322794,0.0,0.0
simon kjr,G23,AC Milan,D,7.151062264218666,0.0,0.0
giangiacomo magnani,G23,Verona,D,7.1264186773811256,0.0,0.0
matteo lovato,G23,Torino,D,7.10320062148768,0.0,0.0
jaka bijol,G23,Udinese,D,7.025523494026534,0.0,0.0
antonino gallo,G23,Lecce,D,6.977015237149951,0.0,0.0
giorgos kyriakopoulos,G23,Monza,D,6.976558669261159,0.0,0.0
fabiano parisi,G23,Fiorentina,D,6.9553786706947465,0.0,0.0
valentin gendrey,G23,Lecce,D,6.937158063555627,0.0362,0.0863
mario rui,G23,Napoli,D,6.932105815486654,0.0,0.0
ilario monterisi,G23,Frosinone,D,6.912791151071648,0.0799,0.0786
simone romagnoli,G23,Frosinone,D,6.898804254207093,0.0362,0.0636
adam masina,G23,Torino,D,6.883690278339764,0.0,0.0
hassane kamara,G23,Udinese,D,6.871374291008642,0.0,0.0486
radu dragusin,G23,Genoa,D,6.867182714528568,0.0799,0.11
domagoj bradaric,G23,Salernitana,D,6.857367634409743,0.0,0.0
martin erlic,G23,Sassuolo,D,6.787276709338567,0.0362,0.0636
joao ferreira,G23,Udinese,D,6.761606872714297,0.0,0.0
tommaso augello,G23,Cagliari,D,6.746085950384821,0.0,0.0486
leonardo spinazzola,G23,Roma,D,6.736114353372167,0.0362,0.0636
bartosz bereszynski,G23,Empoli,D,6.639543214132272,0.0,0.0
pedro pereira,G23,Monza,D,6.607693377818447,0.0,0.0
gian marco ferrari,G23,Sassuolo,D,6.584827075654534,0.0,0.0486
diego coppola,G23,Verona,D,6.583032480590638,0.0,0.0486
mattia bani,G23,Genoa,D,6.548788962495147,0.0362,0.0636
gabriele zappa,G23,Cagliari,D,6.522191801664897,0.0362,0.0636
jeremy toljan,G23,Sassuolo,D,6.520620198439282,0.0,0.0
ruan tressoldi,G23,Sassuolo,D,6.502189011163993,0.0,0.0
pol lirola,G23,Frosinone,D,6.493775590402681,0.0362,0.0636
rasmus kristensen,G23,Roma,D,6.474366201095471,0.0362,0.0636
lorenzo pirola,G23,Salernitana,D,6.442527228193719,0.0,0.0
juan cabal,G23,Verona,D,6.364828627726462,0.0,0.0
nadir zortea,G23,Frosinone,D,6.350066139079727,0.0241,0.0636
patrick dorgu,G23,Lecce,D,6.347285600533715,0.0,0.0486
liberato cacace,G23,Empoli,D,6.343392399849546,0.0,0.0
charalambos lykogiannis,G23,Bologna,D,6.339405603763447,0.0,0.0486
marcus holmgren pedersen,G23,Sassuolo,D,6.129507286303051,0.0,0.0
pasquale mazzocchi,G23,Napoli,D,6.125828168443989,0.0,0.0
mateusz wieteska,G23,Cagliari,D,6.115944900108951,0.0,0.0
hans hateboer,G23,Atalanta,D,6.068035780713746,0.0,0.0
alessandro vogliacco,G23,Genoa,D,5.9390049184846925,0.0,0.0
filippo terracciano,G23,AC Milan,D,5.935084064325161,0.0,0.0
marco davide faraoni,G23,Verona,D,5.908289065024308,0.0,0.0
norbert gyomber,G23,Salernitana,D,5.880740505347071,0.0,0.0
luca pellegrini,G23,Lazio,D,5.765148508763369,0.0362,0.0863
aaron caricol,G23,Genoa,D,5.60883295609056,0.0,0.0
paulo azzi,G23,Cagliari,D,5.589455014838396,0.0,0.0
festy ebosele,G23,Udinese,D,5.552815314853555,0.0,0.0
jordan zemura,G23,Udinese,D,5.511032956814196,0.0,0.0486
josh doig,G23,Sassuolo,D,5.493828332522123,0.0,0.0
alessandro zanoli,G23,Salernitana,D,5.317493567321279,0.0,0.0
kingsley ehizibue,G23,Udinese,D,5.274571731267931,0.0,0.0
emil holm,G23,Atalanta,D,5.2456772126018665,0.0362,0.0928
stefano sabelli,G23,Genoa,D,5.213741826917952,0.0,0.0
giuseppe pezzella,G23,Empoli,D,4.995789291985225,0.0,0.0
yann aurel bisseck,G23,Inter,D,1.2174509156110744,0.0362,0.0636
lorenzo de silvestri,G23,Bologna,D,0.9947941171410276,0.0799,0.1013
brandon soppy,G23,Torino,D,0.9466169151328888,0.0,0.0
alessandro dellavalle,G23,Torino,D,0.9388043958883258,0.0,0.0
david zima,G23,Torino,D,0.9388043958883258,0.0,0.0
wilfried singo,G23,Torino,D,0.9388043958883258,0.0,0.0
brian bayeye,G23,Torino,D,0.9388043958883258,0.0,0.0
perr schuurs,G23,Torino,D,0.914064751613876,0.0362,0.0636
koffi djidji,G23,Torino,D,0.8893251073394265,0.0,0.0
adama soumaoro,G23,Bologna,D,0.8867209342579054,0.0,0.0
mihajlo ilic,G23,Bologna,D,0.8867209342579054,0.0,0.0
daniele rugani,G23,Juventus,D,0.8867209342579054,0.0362,0.0636
alex sandro,G23,Juventus,D,0.8828146746356241,0.0,0.0486
tommaso corazza,G23,Bologna,D,0.8710958957687793,0.0,0.0
saba sazonov,G23,Torino,D,0.8541687707388927,0.0,0.0
mattia de sciglio,G23,Juventus,D,0.8346374726274851,0.0,0.0
tiago djalo,G23,Juventus,D,0.8346374726274851,0.0,0.0
mitchel bakker,G23,Atalanta,D,0.76953314558946,0.0,0.0486
giovanni bonfanti,G23,Atalanta,D,0.7317726359074052,0.0,0.0
jose luis palomino,G23,Atalanta,D,0.7304705493666446,0.0,0.0
jan-carlo simic,G23,AC Milan,D,0.6861996069807874,0.0362,0.0636
giulio donati,G23,Monza,D,0.6861996069807874,0.0,0.0
dimitrije kamenovic,G23,Lazio,D,0.6783870877362242,0.0,0.0
rick karsdorp,G23,Roma,D,0.6666683088693798,0.0,0.0
matteo gabbia,G23,AC Milan,D,0.6653662223286194,0.0,0.0486
pierre kalulu,G23,AC Milan,D,0.6367203184318881,0.0,0.0
mattia caldara,G23,AC Milan,D,0.6289077991873252,0.0,0.0
valentin antov,G23,Monza,D,0.626303626105804,0.0,0.0
mario sampirisi,G23,Monza,D,0.626303626105804,0.0,0.0
clinton nsiala-makengo,G23,AC Milan,D,0.626303626105804,0.0,0.0
davide bartesaghi,G23,AC Milan,D,0.626303626105804,0.0,0.0
armando anastasio,G23,Monza,D,0.626303626105804,0.0,0.0
davide bettella,G23,Monza,D,0.626303626105804,0.0,0.0
alejandro jimenez,G23,AC Milan,D,0.6197931934020015,0.0,0.0
rafael toloi,G23,Atalanta,D,0.5937514625867915,0.0,0.0
chris smalling,G23,Roma,D,0.5768243375569049,0.0,0.0
lovro golic,G23,Roma,D,0.5742201644753837,0.0,0.0
mehmet zeki celik,G23,Roma,D,0.5716159913938628,0.0,0.0
angelino,G23,Roma,D,0.5638034721492998,0.0,0.0
tyronne ebuehi,G23,Empoli,D,0.5442721740378921,0.0,0.0
riccardo marchizza,G23,Frosinone,D,0.5234387893857239,0.0,0.0
dean huijsen,G23,Roma,D,0.520834616304203,0.0,0.0486
ridgeciano haps,G23,Genoa,D,0.4817720200813876,0.0,0.0
davide biraschi,G23,Genoa,D,0.4713553277553036,0.0241,0.0636
luca marianucci,G23,Empoli,D,0.4700532412145431,0.0,0.0
petar stojanovic,G23,Empoli,D,0.4700532412145431,0.0,0.0
saba goglichidze,G23,Empoli,D,0.4700532412145431,0.0,0.0
antonio tikvic,G23,Udinese,D,0.4700532412145431,0.0,0.0
axel guessand,G23,Udinese,D,0.4700532412145431,0.0,0.0
james abankwah,G23,Udinese,D,0.4700532412145431,0.0,0.0
gabriele guarino,G23,Empoli,D,0.4700532412145431,0.0,0.0
enzo ebosse,G23,Udinese,D,0.4700532412145431,0.0,0.0
samuel john nwachukwu,G23,Udinese,D,0.4700532412145431,0.0,0.0
dodo,G23,Fiorentina,D,0.4492198565623751,0.0,0.0
ruben vinagre,G23,Verona,D,0.4427094238585724,0.0,0.0
fabien centonze,G23,Verona,D,0.4388031642362908,0.0,0.0
alan matturro,G23,Genoa,D,0.4192718661248834,0.0,0.0
nicolo calabrese,G23,Verona,D,0.4179697795841228,0.0,0.0
denis cazzadori,G23,Verona,D,0.4179697795841228,0.0,0.0
silvan hefti,G23,Genoa,D,0.4179697795841228,0.0,0.0
federico ceccherini,G23,Verona,D,0.4179697795841228,0.0,0.0
christian dalle mura,G23,Fiorentina,D,0.4179697795841228,0.0,0.0
christian corradi,G23,Verona,D,0.4179697795841228,0.0,0.0
djed spence,G23,Genoa,D,0.4075530872580387,0.0,0.0
christian kabasele,G23,Udinese,D,0.3971363949319547,0.0362,0.0636
giorgio cittadini,G23,Genoa,D,0.3919280487689127,0.0,0.0
pietro comuzzo,G23,Fiorentina,D,0.3919280487689127,0.0,0.0
bruno amione,G23,Verona,D,0.372396750657505,0.0,0.0
kastriot dermaku,G23,Lecce,D,0.3658863179537025,0.0,0.0
mats lemmens,G23,Lecce,D,0.3658863179537025,0.0,0.0
zinedin smajlovic,G23,Lecce,D,0.3658863179537025,0.0,0.0
lautaro gianetti,G23,Udinese,D,0.3606779717906606,0.0,0.0486
ahmed touba,G23,Lecce,D,0.3398445871384924,0.0,0.0
lorenzo venuti,G23,Lecce,D,0.3320320678939293,0.0,0.0
emanuele valeri,G23,Frosinone,D,0.3307299813531688,0.0,0.0
kevin bonifazi,G23,Frosinone,D,0.3164070294048032,0.0,0.0
sergio kalaj,G23,Frosinone,D,0.3138028563232822,0.0,0.0
przemyslaw szyminski,G23,Frosinone,D,0.3138028563232822,0.0,0.0
anthony oyono,G23,Frosinone,D,0.2838548658857905,0.0,0.0
mateus lusuardi,G23,Frosinone,D,0.2630214812336224,0.0,0.0
elio capradossi,G23,Cagliari,D,0.261719394692862,0.0,0.0
giorgio altare,G23,Cagliari,D,0.261719394692862,0.0,0.0
natan,G23,Napoli,D,0.2617193946928619,0.0,0.0
adam obert,G23,Cagliari,D,0.2539068754482989,0.0,0.0
pantelis hatzidiakos,G23,Cagliari,D,0.2317714042553702,0.0,0.0
alessandro di pardo,G23,Cagliari,D,0.2304693177146098,0.0,0.0
yerry mina,G23,Cagliari,D,0.2291672311738492,0.0,0.0486
matias vina,G23,Sassuolo,D,0.2018234138178786,0.0,0.0
gerardo fusco,G23,Salernitana,D,0.1888025484102735,0.0,0.0
edoardo goldaniga,G23,Cagliari,D,0.1744795964619079,0.0,0.0
filippo missori,G23,Sassuolo,D,0.1718754233803869,0.0,0.0
kevin miranda,G23,Sassuolo,D,0.1575524714320214,0.0,0.0
mattia viti,G23,Sassuolo,D,0.1341149136983322,0.0,0.0486
jerome boateng,G23,Salernitana,D,0.1119794425054036,0.0,0.0
konstantinos manolas,G23,Salernitana,D,0.1093752694238826,0.0,0.0
dylan bronn,G23,Salernitana,D,0.1054690098016011,0.0,0.0
emanuele elia,G23,Salernitana,D,0.1054690098016011,0.0,0.0
marash kumbulla,G23,Sassuolo,D,0.1054690098016011,0.0,0.0
flavius daniliuc,G23,Salernitana,D,0.0664064135787858,0.0,0.0
marco pellegrino,G23,Salernitana,D,0.0559897212527018,0.0,0.0
triantafyllos pasalidis,G23,Salernitana,D,0.0351563366005336,0.0,0.0
niccolo pierozzi,G23,Salernitana,D,0.0065104327038025,0.0,0.0486
federico fazio,G23,Salernitana,D,0.0,0.0362,0.0636
alessandro bastoni,G24,Inter,D,10.0,0.0,0.0486
riccardo calafiori,G24,Bologna,D,9.86333894871479,0.0,0.0486
francesco acerbi,G24,Inter,D,9.84008919094826,0.0347,0.0636
jhon lucumi,G24,Bologna,D,9.72241772662444,0.0,0.0
amir rrahmani,G24,Napoli,D,9.582109297425967,0.0573,0.17
giovanni di lorenzo,G24,Napoli,D,9.479550247988536,0.0347,0.0636
gleison bremer,G24,Juventus,D,9.422335055170183,0.0764,0.1078
raoul bellanova,G24,Torino,D,9.29246589541238,0.0,0.0486
benjamin pavard,G24,Inter,D,9.161980795419009,0.0,0.0
danilo,G24,Juventus,D,9.037308864594127,0.0347,0.0636
federico dimarco,G24,Inter,D,9.02296243447714,0.1839,0.1378
stefan de vrij,G24,Inter,D,8.925405224846113,0.0,0.0486
carlos augusto,G24,Inter,D,8.892410542266768,0.0,0.0
andrea cambiaso,G24,Juventus,D,8.790382683221633,0.0347,0.0636
pablo mari,G24,Monza,D,8.778438869281295,0.0,0.0
theo hernandez,G24,AC Milan,D,8.617644532326231,0.126,0.1163
sam beukema,G24,Bologna,D,8.608735646061627,0.0,0.0486
alessio romagnoli,G24,Lazio,D,8.571252914841601,0.0,0.0
