Player,Team,Role,Score_norm,Prob_Gol,Pred_Gol_Pesata,Etichetta_Predetta,Etichetta_Tattica
lewis ferguson,Bologna,C,0.7006488504037295,0.1831,0.1236,non consigliato,Trequartista
lorenzo pellegrini,Roma,C,0.6794004829979079,0.2197,0.1778,consigliato,Trequartista
adrien rabiot,Juventus,C,0.6522715758283562,0.1229,0.1403,consigliato,Trequartista
leandro paredes,Roma,C,0.6499368223675822,0.0749,0.0861,non consigliato,Centrale equilibrato
andre-frank zambo anguissa,Napoli,C,0.645236427250458,0.0,0.0,non consigliato,Regista
yacine adli,AC Milan,C,0.6420345786191055,0.0213,0.0611,non consigliato,Centrale equilibrato
bryan cristante,Roma,C,0.6310263186350887,0.0213,0.0611,non consigliato,Trequartista
ondrej duda,Verona,C,0.6210522907200916,0.0213,0.0611,non consigliato,Regista
alfred duncan,Fiorentina,C,0.612211604101011,0.0463,0.0736,non consigliato,Trequartista
remi oudin,Lecce,C,0.6116096360374965,0.0749,0.0861,non consigliato,Mezzala offensiva
weston mckennie,Juventus,C,0.6097838219611645,0.0,0.0,non consigliato,Trequartista
stanislav lobotka,Napoli,C,0.6096000622931143,0.0,0.0,non consigliato,Centrale equilibrato
mattia zaccagni,Lazio,C,0.6070135070936132,0.1946,0.215,consigliato,Box-to-Box
ederson,Atalanta,C,0.6047737755632112,0.1603,0.1236,non consigliato,Regista
manuel locatelli,Juventus,C,0.5967907033146689,0.0213,0.0611,non consigliato,Centrale equilibrato
kristian thorstvedt,Sassuolo,C,0.5888013530444892,0.1229,0.1425,non consigliato,Mezzala offensiva
ruben loftus-cheek,AC Milan,C,0.5879509444111052,0.1334,0.1236,non consigliato,Mezzala offensiva
matheus henrique,Sassuolo,C,0.5833697267971192,0.0347,0.0736,non consigliato,Regista
daichi kamada,Lazio,C,0.5799796794509622,0.0463,0.0878,sorpresa,Centrale equilibrato
remo freuler,Bologna,C,0.5781805983920597,0.0213,0.0611,non consigliato,Centrale equilibrato
sandi lovric,Udinese,C,0.5777792164110744,0.0213,0.0611,non consigliato,Mezzala offensiva
roberto gagliardini,Monza,C,0.57036648556069,0.0213,0.0611,non consigliato,Centrale equilibrato
ismael bennacer,AC Milan,C,0.5675288074386936,0.0347,0.1523,consigliato,Centrale equilibrato
filip kostic,Juventus,C,0.5556861424282179,0.0,0.0,non consigliato,Trequartista
matteo guendouzi,Lazio,C,0.5549007973021652,0.0463,0.0736,non consigliato,Regista
nicolas viola,Cagliari,C,0.5512699491542781,0.1229,0.1111,non consigliato,Mezzala offensiva
marco brescianini,Frosinone,C,0.5463870326944722,0.0749,0.1175,non consigliato,Mezzala offensiva
samuele ricci,Torino,C,0.5446372192948832,0.0213,0.0611,non consigliato,Regista
roberto pereyra,Udinese,C,0.5441680791118274,0.1073,0.0986,non consigliato,Mezzala offensiva
kristjan asllani,Inter,C,0.5402988430453615,0.0213,0.0611,non consigliato,Centrale equilibrato
marten de roon,Atalanta,C,0.5402941797835493,0.0,0.0,non consigliato,Regista
nahitan nandez,Cagliari,C,0.5381050385756043,0.0463,0.1028,sorpresa,Box-to-Box
razvan marin,Empoli,C,0.5358576940183092,0.0,0.0,non consigliato,Mezzala offensiva
valentin carboni,Monza,C,0.5343029826889025,0.0749,0.0861,non consigliato,Box-to-Box
davide frattesi,Inter,C,0.5335925583046782,0.1831,0.1528,consigliato,Mezzala offensiva
michel aebischer,Bologna,C,0.5320367732114135,0.0,0.0,non consigliato,Centrale equilibrato
tomas suslov,Verona,C,0.5303053228194105,0.3327,0.1375,consigliato,Box-to-Box
matias vecino,Lazio,C,0.5286469109969563,0.1603,0.215,consigliato,Centrale equilibrato
enzo barrenechea,Frosinone,C,0.5240230513814849,0.0,0.0,non consigliato,Regista
maxime lopez,Fiorentina,C,0.520438778255191,0.0,0.0,non consigliato,Regista
grigoris kastanos,Salernitana,C,0.5199983499417313,0.0749,0.0861,non consigliato,Mezzala offensiva
milan badelj,Genoa,C,0.5165731358007173,0.0213,0.0903,sorpresa,Regista
rolando mandragora,Fiorentina,C,0.5139622049274291,0.0599,0.0861,non consigliato,Mezzala offensiva
luca mazzitelli,Frosinone,C,0.5103031036251567,0.1712,0.1361,non consigliato,Mezzala offensiva
walace,Udinese,C,0.5077038771893244,0.0463,0.0736,non consigliato,Regista
davide zappacosta,Atalanta,C,0.4999450385124125,0.0463,0.0736,non consigliato,Mezzala offensiva
giulio maggiore,Salernitana,C,0.4967073278138196,0.1073,0.1128,sorpresa,Regista
loum tchaouna,Salernitana,C,0.4941976783793705,0.1073,0.1213,non consigliato,Mezzala offensiva
daniel boloca,Sassuolo,C,0.4913681275389887,0.0,0.0,non consigliato,Centrale equilibrato
antoine makoumbou,Cagliari,C,0.4907186937647034,0.0,0.0,non consigliato,Centrale equilibrato
gianluca gaetano,Cagliari,C,0.4906114284579281,0.1334,0.1236,non consigliato,Mezzala offensiva
antonin barak,Fiorentina,C,0.4893110304873073,0.0463,0.105,non consigliato,Mezzala offensiva
nedim bajrami,Sassuolo,C,0.4888083197560489,0.0463,0.0736,non consigliato,Mezzala offensiva
jonathan ikone,Fiorentina,C,0.4864263515408084,0.0894,0.0986,non consigliato,Mezzala offensiva
giovanni fabbian,Bologna,C,0.4861222912373084,0.1831,0.1236,non consigliato,Mezzala offensiva
morten frendrup,Genoa,C,0.4843752013307233,0.0463,0.105,non consigliato,Regista
nicolo rovella,Lazio,C,0.4828671143913633,0.0,0.0,non consigliato,Centrale equilibrato
francesco gelli,Frosinone,C,0.4827520982374294,0.0,0.0,non consigliato,Regista
edoardo bove,Roma,C,0.4795176993392412,0.0,0.0,non consigliato,Regista
yunus musah,AC Milan,C,0.467621181574357,0.0,0.0,non consigliato,Regista
ruslan malinovsky,Genoa,C,0.4670474543231139,0.3219,0.1273,consigliato,Mezzala offensiva
adrien tameze,Torino,C,0.4664350715729847,0.0,0.0,non consigliato,Centrale equilibrato
danilo cataldi,Lazio,C,0.4618573076937065,0.0213,0.0611,non consigliato,Centrale equilibrato
youssef maleh,Empoli,C,0.460950224076004,0.0,0.0,non consigliato,Regista
reinier,Frosinone,C,0.4603497514652185,0.0463,0.0736,non consigliato,Regista
nikola moro,Bologna,C,0.4525944488037702,0.0213,0.0611,non consigliato,Regista
manuel lazzari,Lazio,C,0.4500337894150118,0.0,0.0,non consigliato,Regista
kevin strootman,Genoa,C,0.4444744840054523,0.0,0.0,non consigliato,Centrale equilibrato
fabio miretti,Juventus,C,0.4432896102724298,0.0213,0.0611,non consigliato,Box-to-Box
michael folorunsho,Verona,C,0.4430749068692927,0.1073,0.1128,sorpresa,Mezzala offensiva
kacper urbanski,Bologna,C,0.442594693753579,0.0,0.0,non consigliato,Box-to-Box
matteo prati,Cagliari,C,0.4322342363278718,0.0213,0.0753,sorpresa,Mezzala offensiva
lassana coulibaly,Salernitana,C,0.4284186473139258,0.0,0.0,non consigliato,Regista
joan gonzalez,Lecce,C,0.4267975395289502,0.0,0.0,non consigliato,Box-to-Box
jacopo fazzini,Empoli,C,0.4195318731867273,0.0213,0.0611,non consigliato,Box-to-Box
mohamed kaba,Lecce,C,0.4154481106207489,0.0,0.0,non consigliato,Regista
jens-lys cajuste,Napoli,C,0.4151743522624434,0.0,0.0,non consigliato,Box-to-Box
suat serdar,Verona,C,0.4146367750610847,0.0,0.0,non consigliato,Box-to-Box
alexis blin,Lecce,C,0.414332321866978,0.0,0.0,non consigliato,Regista
gabriel strefezza,Lecce,C,0.4139890959239084,0.0213,0.0611,non consigliato,Box-to-Box
warren bondo,Monza,C,0.4139024789727004,0.0213,0.0611,non consigliato,Centrale equilibrato
martin payero,Udinese,C,0.4123479815732578,0.0463,0.105,non consigliato,Box-to-Box
ylber ramadani,Lecce,C,0.4112758962427167,0.0213,0.0611,non consigliato,Regista
timothy weah,Juventus,C,0.4099402286262942,0.0,0.0,non consigliato,Regista
morten thorsby,Genoa,C,0.4077748274733005,0.0463,0.105,non consigliato,Mezzala offensiva
alberto grassi,Empoli,C,0.4067516107404098,0.0,0.0,non consigliato,Regista
hamza rafia,Lecce,C,0.3936898267465148,0.0213,0.0611,non consigliato,Box-to-Box
ibrahim sulemana,Cagliari,C,0.3921947998200553,0.0463,0.0736,non consigliato,Regista
gaetano oristanio,Cagliari,C,0.3897394104297538,0.0213,0.0611,non consigliato,Box-to-Box
nicola zalewski,Roma,C,0.3873978688066596,0.0,0.0,non consigliato,Box-to-Box
karol linetty,Torino,C,0.385431362866672,0.0,0.0,non consigliato,Regista
uros racic,Sassuolo,C,0.3852327782635176,0.0213,0.0611,non consigliato,Centrale equilibrato
jesper lindstrm,Napoli,C,0.377706076224793,0.0,0.0,non consigliato,N.C.
jean-daniel akpa-akpro,Monza,C,0.344364215039701,0.0,0.0,non consigliato,Regista
alessandro deiola,Cagliari,C,0.3409035605203178,0.1109,0.0898,sorpresa,Mezzala offensiva
mateusz legowski,Salernitana,C,0.3293745703196102,0.0,0.0,non consigliato,Regista
abdou harroui,Frosinone,C,0.1103463919419757,0.045,0.0861,non consigliato,N.C.
houssem aouar,Roma,C,0.064581342104769,0.2146,0.1273,sorpresa,N.C.
nicolo fagioli,Juventus,C,0.0607542996096716,0.0,0.0,non consigliato,N.C.
juan cuadrado,Inter,C,0.0562894166987246,0.0,0.0,non consigliato,N.C.
junior sambia,Salernitana,C,0.0559704964907998,0.1109,0.0898,sorpresa,N.C.
jakub jankto,Cagliari,C,0.0500704726441913,0.0213,0.0611,non consigliato,N.C.
arijon ibrahimovic,Frosinone,C,0.0495920923323041,0.0,0.0,non consigliato,N.C.
gaetano castrovilli,Fiorentina,C,0.0494326322283417,0.0213,0.0838,non consigliato,N.C.
viktor kovalenko,Empoli,C,0.0491137120204169,0.0213,0.0611,non consigliato,N.C.
simone bastoni,Empoli,C,0.0473596508768306,0.0213,0.0611,non consigliato,N.C.
toma basic,Salernitana,C,0.0468812705649434,0.0,0.0,non consigliato,N.C.
hans nicolussi caviglia,Juventus,C,0.0424163876539964,0.0,0.0,non consigliato,N.C.
oussama el azzouzi,Bologna,C,0.0417785472381468,0.0463,0.0736,non consigliato,N.C.
szymon zurkowski,Empoli,C,0.0368352840153127,0.0508,0.0986,non consigliato,N.C.
martin hongla,Verona,C,0.0352406829756887,0.0,0.0,non consigliato,N.C.
eljif elmas,Napoli,C,0.034921762767764,0.0463,0.0736,non consigliato,N.C.
agustin martegani,Salernitana,C,0.0326893213122905,0.0213,0.0611,non consigliato,N.C.
hamed traore,Napoli,C,0.0320514808964409,0.0,0.0,non consigliato,N.C.
gvidas gineitis,Torino,C,0.0298190394409674,0.0,0.0,non consigliato,N.C.
oier zarraga,Udinese,C,0.0280649782973811,0.0463,0.0736,non consigliato,N.C.
alberto cerri,Empoli,C,0.0272676777775691,0.0,0.0,non consigliato,N.C.
emil bohinen,Salernitana,C,0.0261514570498323,0.0,0.0,non consigliato,N.C.
emanuel vignato,Salernitana,C,0.0256730767379452,0.0,0.0,non consigliato,N.C.
samuel vignato,Monza,C,0.0242379358022836,0.0,0.0,non consigliato,N.C.
carlos alcaraz,Juventus,C,0.0240784756983213,0.0,0.0,non consigliato,N.C.
berkan kutlu,Genoa,C,0.0239190155943589,0.0,0.0,non consigliato,N.C.
medon berisha,Lecce,C,0.0234406352824717,0.0,0.0,non consigliato,N.C.
stefano sensi,Inter,C,0.0229622549705845,0.0,0.0,non consigliato,N.C.
pedro obiang,Sassuolo,C,0.0202514332032238,0.0,0.0,non consigliato,N.C.
tajon buchanan,Inter,C,0.0197730528913366,0.0213,0.0903,non consigliato,N.C.
michel ndary adopo,Atalanta,C,0.0191352124754871,0.0,0.0,non consigliato,N.C.
iron gomis,Salernitana,C,0.0173811513319008,0.0,0.0,non consigliato,N.C.
luca garritano,Frosinone,C,0.0172216912279384,0.0,0.0,non consigliato,N.C.
marco mancosu,Cagliari,C,0.0169027710200136,0.0,0.0,non consigliato,N.C.
riccardo saponara,Verona,C,0.0165838508120888,0.0,0.0,non consigliato,N.C.
luca lipani,Sassuolo,C,0.0161054705002016,0.0,0.0,non consigliato,N.C.
filippo ranocchia,Empoli,C,0.0145108694605777,0.0,0.0,non consigliato,N.C.
rade krunic,AC Milan,C,0.0138730290447281,0.0,0.0,non consigliato,N.C.
renato sanches,Roma,C,0.0137135689407657,0.0213,0.0611,non consigliato,N.C.
davy klaassen,Inter,C,0.0133946487328409,0.0,0.0,non consigliato,N.C.
charlys,Verona,C,0.0119595077971794,0.0,0.0,non consigliato,N.C.
daniel silva,Verona,C,0.0106838269654803,0.0,0.0,non consigliato,N.C.
tommaso pobega,AC Milan,C,0.0102054466535931,0.0,0.0,non consigliato,N.C.
alejandro gomez,Monza,C,0.0102054466535931,0.0,0.0,non consigliato,N.C.
paul pogba,Juventus,C,0.0092486860298187,0.0,0.0,non consigliato,N.C.
nicolas dominguez,Bologna,C,0.0092486860298187,0.0,0.0,non consigliato,N.C.
riccardo pagano,Roma,C,0.0092486860298187,0.0,0.0,non consigliato,N.C.
simone verdi,Torino,C,0.0087703057179315,0.0,0.0,non consigliato,N.C.
ebenezer akinsanmiro,Inter,C,0.0087703057179315,0.0,0.0,non consigliato,N.C.
jose machin,Monza,C,0.0070162445743452,0.0,0.0,non consigliato,N.C.
elayis tavsan,Verona,C,0.0060594839505709,0.0,0.0,non consigliato,N.C.
lorenzo amatucci,Fiorentina,C,0.0060594839505709,0.0,0.0,non consigliato,N.C.
kevin leone,Sassuolo,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
joselito,Verona,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
niccolo pisilli,Roma,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
francesco d'alessio,Roma,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
iwo kaczmarski,Empoli,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
lucien agoume,Inter,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
karlo lulic,Frosinone,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
karim zedadka,Napoli,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
liam henderson,Empoli,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
antonio pio iervolino,Salernitana,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
kevin zeroli,AC Milan,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
antonino viola,Lecce,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
andre anderson,Lazio,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
lorenzo ignacchiti,Empoli,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
justin kumi,Sassuolo,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
reda belahyane,Verona,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
leander dendoncker,Napoli,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
luca belardinelli,Empoli,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
orir johann helgason,Lecce,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
niklas pyyhtia,Bologna,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
franco carboni,Monza,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
david pejicic,Udinese,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
quina,Udinese,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
christos papadopoulos,Genoa,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
christos kourfalidis,Cagliari,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
daniel samek,Lecce,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
marcin listkowski,Lecce,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
marco ballarini,Udinese,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
gino infantino,Fiorentina,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
catalin vulturar,Lecce,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
giacomo faticanti,Lecce,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
mamadou coulibaly,Salernitana,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
marko rog,Cagliari,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
giovanni crociata,Empoli,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
alessandro sodero,Empoli,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
pablo galdames,Genoa,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
filip jagiello,Genoa,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
nicola patane,Verona,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
mattia mannini,Roma,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
mattia valoti,Monza,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
etienne camara,Udinese,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
domingos quina,Udinese,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
victor eletu,AC Milan,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
nunzio lella,Cagliari,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
nikola sekulov,Juventus,C,0.0055811036386837,0.0,0.0,non consigliato,N.C.
luka romero,AC Milan,C,0.0033486621832102,0.0,0.0,non consigliato,N.C.
nicolas haas,Empoli,C,0.002870281871323,0.0,0.0,non consigliato,N.C.
diego demme,Napoli,C,0.0023919015594358,0.0,0.0,non consigliato,N.C.
mehdi bourabia,Frosinone,C,0.0012756808316991,0.0,0.0,non consigliato,N.C.
joseph boende,Juventus,C,0.0,0.0,0.0,non consigliato,N.C.
lautaro martinez,Inter,A,1.0,0.5038,0.3778,consigliato,Finalizzatore
albert gudmundsson,Genoa,A,0.9217349622639194,0.391,0.2425,consigliato,Attaccante completo / Ala
matias soule,Frosinone,A,0.8382918373067876,0.2472,0.18,consigliato,Attaccante completo / Ala
paulo dybala,Roma,A,0.8194920748790997,0.2724,0.2425,consigliato,Attaccante completo / Ala
khvicha kvaratskhelia,Napoli,A,0.8164231058664397,0.3206,0.2003,consigliato,Attaccante completo / Ala
olivier giroud,AC Milan,A,0.79886033517632,0.68,0.375,consigliato,Finalizzatore
dusan vlahovic,Juventus,A,0.774467915127962,0.3238,0.2486,consigliato,Finalizzatore
rafael leao,AC Milan,A,0.7737022862058283,0.5024,0.3515,consigliato,Attaccante completo / Ala
marcus thuram,Inter,A,0.7660261160360614,0.3519,0.2403,consigliato,Finalizzatore
christian pulisic,AC Milan,A,0.7638988296978675,0.3184,0.15,consigliato,Attaccante completo / Ala
victor osimhen,Napoli,A,0.7341955970620807,0.3169,0.3402,consigliato,Finalizzatore
charles de ketelaere,Atalanta,A,0.733663529112349,0.2015,0.1125,consigliato,Attaccante completo / Ala
ademola lookman,Atalanta,A,0.7261281116084548,0.2711,0.2775,consigliato,Attaccante completo / Ala
matteo politano,Napoli,A,0.7204012116395615,0.1923,0.1486,consigliato,Attaccante completo / Ala
duvan zapata,Torino,A,0.7111918227469753,0.4004,0.2253,consigliato,Finalizzatore
joshua zirkzee,Bologna,A,0.7013123983893322,0.3645,0.1861,consigliato,Seconda punta
romelu lukaku,Roma,A,0.6910330888800196,0.4397,0.2529,consigliato,Finalizzatore
gianluca scamacca,Atalanta,A,0.6885200374732376,0.513,0.325,consigliato,Finalizzatore
nicolas gonzalez,Fiorentina,A,0.6741926252539724,0.3823,0.4,consigliato,Finalizzatore
federico chiesa,Juventus,A,0.6523830598716707,0.4187,0.2125,consigliato,Attaccante completo / Ala
riccardo orsolini,Bologna,A,0.6332960829678862,0.1744,0.1736,non consigliato,Attaccante completo / Ala
armand lauriente,Sassuolo,A,0.5762828461167271,0.0995,0.1338,non consigliato,Seconda punta
andrea pinamonti,Sassuolo,A,0.5712719829198509,0.3538,0.2278,consigliato,Prima punta
nikola krstovic,Lecce,A,0.546031290576126,0.126,0.2402,non consigliato,Finalizzatore
milan djuric,Verona,A,0.5402852581068134,0.2674,0.2525,consigliato,Prima punta
lorenzo lucca,Udinese,A,0.5372352538779441,0.2268,0.1653,consigliato,Prima punta
giacomo raspadori,Napoli,A,0.5369526895211365,0.1229,0.1111,non consigliato,Seconda punta
walid cheddira,Frosinone,A,0.5348300417528841,0.1712,0.1503,consigliato,Prima punta
alexis saelemaekers,Bologna,A,0.5237712933132613,0.0894,0.13,non consigliato,Seconda punta
aleksey miranchuk,Atalanta,A,0.5217060623788722,0.0749,0.0861,non consigliato,Attaccante completo / Ala
florian thauvin,Udinese,A,0.5151711554124309,0.0894,0.0986,non consigliato,Seconda punta
ciro immobile,Lazio,A,0.5087514727829896,0.1764,0.1588,non consigliato,Prima punta
cyril ngonge,Napoli,A,0.4990652635055614,0.1603,0.1236,non consigliato,Seconda punta
lucas beltran,Fiorentina,A,0.486950125264437,0.1603,0.1236,non consigliato,Seconda punta
nikola vlasic,Torino,A,0.4802855811270323,0.0749,0.0861,non consigliato,Seconda punta
dany mota,Monza,A,0.4693012692440972,0.1073,0.0986,non consigliato,Seconda punta
antonio sanabria,Torino,A,0.4675122241620843,0.1433,0.1111,non consigliato,Prima punta
luka jovic,AC Milan,A,0.4657185663706282,0.1603,0.1236,non consigliato,Prima punta
andrea belotti,Fiorentina,A,0.451878010669156,0.1081,0.1236,non consigliato,Prima punta
mateo retegui,Genoa,A,0.4505252030670766,0.2197,0.1713,non consigliato,Prima punta
m'bala nzola,Fiorentina,A,0.4477414283987825,0.0749,0.1003,sorpresa,Seconda punta
noah okafor,AC Milan,A,0.4464912088908567,0.1603,0.1236,non consigliato,Prima punta
marko arnautovic,Inter,A,0.4359740897552554,0.2867,0.0625,consigliato,Prima punta
alexis sanchez,Inter,A,0.4293440294623524,0.0463,0.0736,non consigliato,Seconda punta
zito luvumbo,Cagliari,A,0.4218342271585197,0.1195,0.1111,non consigliato,Seconda punta
stephan el shaarawy,Roma,A,0.418244125420769,0.0749,0.0861,non consigliato,Attaccante di manovra
lameck banda,Lecce,A,0.4155316875643998,0.0463,0.0736,non consigliato,Seconda punta
arkadiusz milik,Juventus,A,0.4105186360170172,0.1073,0.1128,sorpresa,Prima punta
pontus almqvist,Lecce,A,0.4092620201784919,0.0347,0.0736,non consigliato,Seconda punta
valentin castellanos,Lazio,A,0.405670708520928,0.087,0.0986,non consigliato,Prima punta
nicolo cambiaghi,Empoli,A,0.3973908584137184,0.0213,0.0611,non consigliato,Seconda punta
federico bonazzoli,Verona,A,0.3962712806190206,0.045,0.0861,non consigliato,Prima punta
darko lazovic,Verona,A,0.3928057418709881,0.0749,0.1088,non consigliato,Seconda punta
caleb ekuban,Genoa,A,0.3913512269381301,0.1073,0.1213,non consigliato,Prima punta
riccardo sottil,Fiorentina,A,0.3910341927968974,0.0463,0.105,non consigliato,Seconda punta
dan ndoye,Bologna,A,0.3901715493456509,0.0213,0.0903,sorpresa,Attaccante di manovra
gianluca lapadula,Cagliari,A,0.3893838847683358,0.0749,0.1003,sorpresa,Prima punta
roberto piccoli,Lecce,A,0.3735319321575109,0.1073,0.0986,non consigliato,Prima punta
matteo cancellieri,Empoli,A,0.372727840389174,0.2048,0.1398,sorpresa,Seconda punta
kenan yildiz,Juventus,A,0.3718143780461207,0.0463,0.0878,sorpresa,Attaccante di manovra
francesco caputo,Empoli,A,0.3697194042748725,0.0463,0.0736,non consigliato,Prima punta
lorenzo colombo,Monza,A,0.3649950854407962,0.0749,0.0861,non consigliato,Attaccante di manovra
pedro rodriguez,Lazio,A,0.3585789306352385,0.0213,0.0611,non consigliato,Attaccante di manovra
samuel chukwueze,AC Milan,A,0.3551505491548597,0.0213,0.0611,non consigliato,Seconda punta
tommaso baldanzi,Roma,A,0.3539934540541158,0.0463,0.0736,non consigliato,Attaccante di manovra
gustav isaksen,Lazio,A,0.3478766847296071,0.0749,0.0861,non consigliato,Attaccante di manovra
nicola sansone,Lecce,A,0.3465871695670076,0.0463,0.0736,non consigliato,Attaccante di manovra
cristian volpato,Sassuolo,A,0.3365828199215989,0.0213,0.0611,non consigliato,Attaccante di manovra
patrick ciurria,Monza,A,0.3323795032547592,0.0,0.0,non consigliato,Attaccante di manovra
samuel iling-junior,Juventus,A,0.3305908169557744,0.0213,0.0611,non consigliato,Attaccante di manovra
kaio jorge,Frosinone,A,0.3305865248662942,0.0599,0.0861,non consigliato,Prima punta
eldor shomurodov,Cagliari,A,0.327795813056594,0.0463,0.0736,non consigliato,Attaccante di manovra
christian kouame,Fiorentina,A,0.3236185434350276,0.0463,0.0736,non consigliato,Attaccante di manovra
sardar azmoun,Roma,A,0.2990707778676363,0.0749,0.0861,non consigliato,Prima punta
alessio zerbin,Monza,A,0.2870746436134114,0.0,0.0,non consigliato,Attaccante di manovra
isaac success,Udinese,A,0.2855494717737655,0.0213,0.0838,non consigliato,Attaccante di manovra
leonardo pavoletti,Cagliari,A,0.2796135484280822,0.0347,0.0736,non consigliato,Prima punta
domenico berardi,Sassuolo,A,0.2746738919874217,0.2131,0.1486,non consigliato,N.C.
chukwubuikem ikwuemesi,Salernitana,A,0.2738843604327813,0.0213,0.0611,non consigliato,Attaccante di manovra
gregoire defrel,Sassuolo,A,0.2708195060011339,0.0213,0.0611,non consigliato,Attaccante di manovra
emmanuel quartsin gyasi,Empoli,A,0.2653376287289402,0.0213,0.0611,non consigliato,Attaccante di manovra
giovanni simeone,Napoli,A,0.2632779954625802,0.0213,0.0611,non consigliato,Prima punta
jackson tchatchoua,Verona,A,0.2469375096698177,0.0,0.0,non consigliato,Attaccante di manovra
demba seck,Frosinone,A,0.2426830974289478,0.0,0.0,non consigliato,Attaccante di manovra
pietro pellegri,Torino,A,0.2384663574060406,0.0213,0.0903,sorpresa,Attaccante di manovra
marvin cuni,Frosinone,A,0.2349666707489096,0.0213,0.0611,non consigliato,Attaccante di manovra
moise kean,Juventus,A,0.2285056642987328,0.0,0.0,non consigliato,Attaccante di manovra
samuele mulattieri,Sassuolo,A,0.216538621598529,0.0,0.0,non consigliato,N.C.
tijjani noslin,Verona,A,0.1780392862324138,0.2048,0.1602,sorpresa,N.C.
m'baye niang,Empoli,A,0.1628093609548119,0.4865,0.175,sorpresa,N.C.
boulaye dia,Salernitana,A,0.1165843481314194,0.0749,0.0861,non consigliato,N.C.
daniel maldini,Empoli,A,0.1118158731243747,0.0894,0.0986,non consigliato,N.C.
luis muriel,Atalanta,A,0.0942017103432504,0.0347,0.0736,non consigliato,N.C.
simy,Salernitana,A,0.0810640751197599,0.1758,0.1023,sorpresa,N.C.
andrea petagna,Cagliari,A,0.075273784039777,0.0213,0.0611,non consigliato,N.C.
thomas henry,Verona,A,0.0692888613268536,0.0599,0.0861,non consigliato,N.C.
karol swiderski,Verona,A,0.065201597035101,0.0463,0.1028,non consigliato,N.C.
junior messias,Genoa,A,0.0607250694774672,0.0213,0.0611,non consigliato,N.C.
el bilal toure,Atalanta,A,0.0604817799362914,0.0463,0.0736,non consigliato,N.C.
nemanja radonjic,Torino,A,0.060335806211586,0.0,0.0,non consigliato,N.C.
jovane cabral,Salernitana,A,0.0482686449692688,0.0213,0.0611,non consigliato,N.C.
jens odgaard,Bologna,A,0.0479766975198579,0.0463,0.0736,non consigliato,N.C.
emmanuel ekong,Empoli,A,0.0459330653739816,0.0,0.0,non consigliato,N.C.
vitor oliveira,Genoa,A,0.0452518546586895,0.1758,0.1023,sorpresa,N.C.
jaime baez,Frosinone,A,0.0406293533763502,0.0213,0.0611,non consigliato,N.C.
samuel castillejo,Sassuolo,A,0.0375639051575358,0.0,0.0,non consigliato,N.C.
josip brekalo,Fiorentina,A,0.0334766408657832,0.0213,0.0611,non consigliato,N.C.
mirko maric,Monza,A,0.033087377599902,0.0213,0.0611,non consigliato,N.C.
gianluca caprari,Monza,A,0.0324061668846099,0.0,0.0,non consigliato,N.C.
