Giocatore,Giornata,Prob_Gol
m'bala nzola,G31,0.0586
jens odgaard,G31,0.0586
noah okafor,G31,0.1593
gaetano oristanio,G31,0.0268
riccardo orsolini,G31,0.5481
victor osimhen,G31,0.2485
remi oudin,G31,0.0956
leandro paredes,G31,0.0956
mario pasalic,G31,0.1536
patric,G31,0.0268
leonardo pavoletti,G31,0.0439
martin payero,G31,0.0268
pedro rodriguez,G31,0.0268
pietro pellegri,G31,0.0
roberto pereyra,G31,0.0956
nehuen perez,G31,0.0586
matteo pessina,G31,0.1593
andrea petagna,G31,0.0268
roberto piccoli,G31,0.0956
niccolo pierozzi,G31,0.0
andrea pinamonti,G31,0.3336
matteo politano,G31,0.1796
stefan posch,G31,0.0
matteo prati,G31,0.0
christian pulisic,G31,0.2803
rasmus kristensen,G31,0.0268
adrien rabiot,G31,0.115
uros racic,G31,0.0268
nemanja radonjicc,G31,0.0555
rafael leao,G31,0.4095
hamza rafia,G31,0.0268
ylber ramadani,G31,0.0268
giacomo raspadori,G31,0.115
tijjani reijnders,G31,0.0586
reinier,G31,0.1758
renato sanches,G31,0.0268
mateo retegui,G31,0.2329
samuele ricci,G31,0.0268
ricardo rodriguez,G31,0.0
simone romagnoli,G31,0.0268
daniele rugani,G31,0.0586
simone bastoni,G31,0.0268
alexis saelemaekers,G31,0.1758
lazar samardzic,G31,0.0956
junior sambia,G31,0.0
antonio sanabria,G31,0.2048
alexis sanchez,G31,0.1758
nicola sansone,G31,0.0268
zanos savva,G31,0.0
giorgio scalvini,G31,0.0268
gianluca scamacca,G31,0.3327
perr schuurs,G31,0.0268
eldor shomurodov,G31,0.0268
giovanni simeone,G31,0.0268
jan-carlo simic,G31,0.0268
simy,G31,0.0268
riccardo sottil,G31,0.0268
matias soule,G31,0.2662
leonardo spinazzola,G31,0.0268
gabriel strefezza,G31,0.0268
isaac success,G31,0.0
ibrahim sulemana,G31,0.1758
tomas suslov,G31,0.0268
karol swiderski,G31,0.0268
loum tchaouna,G31,0.0586
florian thauvin,G31,0.3219
morten thorsby,G31,0.0268
kristian thorstvedt,G31,0.115
marcus thuram,G31,0.3052
fikayo tomori,G31,0.0956
el bilal toure,G31,0.0268
chaka traore,G31,0.0268
valentin carboni,G31,0.0956
johan vasquez,G31,0.0268
matias vecino,G31,0.0956
nicolas viola,G31,0.0956
mattia viti,G31,0.0
vitor oliveira,G31,0.0268
dusan vlahovic,G31,0.3697
nikola vlasic,G31,0.0956
cristian volpato,G31,0.0268
walace,G31,0.0586
shon weissman,G31,0.0268
kenan yildiz,G31,0.0268
mattia zaccagni,G31,0.138
duvan zapata,G31,0.3753
gabriele zappa,G31,0.0268
davide zappacosta,G31,0.0586
oier zarraga,G31,0.0586
jordan zemura,G31,0.0268
piotr zielinski,G31,0.0586
joshua zirkzee,G31,0.417
nadir zortea,G31,0.0179
szymon zurkowski,G31,0.0644
leo ostigard,G31,0.0268
federico gatti,G32,0.3219
alessandro bastoni,G32,0.026
andrea carboni,G32,0.026
tammy abraham,G32,0.0
francesco acerbi,G32,0.0567
yacine adli,G32,0.026
alex sandro,G32,0.0
pontus almqvist,G32,0.0425
amir rrahmani,G32,0.0425
houssem aouar,G32,0.0924
marko arnautovic,G32,0.0567
arthur,G32,0.0
kristjan asllani,G32,0.026
tommaso augello,G32,0.1109
sardar azmoun,G32,0.0567
milan badelj,G32,0.0
jaime baez,G32,0.026
nedim bajrami,G32,0.1758
mitchel bakker,G32,0.026
tommaso baldanzi,G32,0.0567
lameck banda,G32,0.0567
mattia bani,G32,0.0567
antonin barak,G32,0.026
nicolo barella,G32,0.0567
raoul bellanova,G32,0.026
andrea belotti,G32,0.1342
lucas beltran,G32,0.2018
ismael bennacer,G32,0.0
domenico berardi,G32,0.2704
sam beukema,G32,0.026
cristiano biraghi,G32,0.0173
davide biraschi,G32,0.0173
yann aurel bisseck,G32,0.0567
giacomo bonaventura,G32,0.2239
federico bonazzoli,G32,0.3327
warren bondo,G32,0.026
josip brekalo,G32,0.026
gleison bremer,G32,0.0567
marco brescianini,G32,0.0567
tajon buchanan,G32,0.0
alessandro buongiorno,G32,0.0924
jovane cabral,G32,0.026
riccardo calafiori,G32,0.0
luca caldirola,G32,0.026
hakan calhanoglu,G32,0.4187
nicolo cambiaghi,G32,0.1109
andrea cambiaso,G32,0.0567
matteo cancellieri,G32,0.2146
antonio candreva,G32,0.2595
francesco caputo,G32,0.0567
valentin castellanos,G32,0.1073
santiago castro,G32,0.0
gaetano castrovilli,G32,0.0
danilo cataldi,G32,0.026
leonardo cerri,G32,0.0
walid cheddira,G32,0.111
federico chiesa,G32,0.1919
samuel chukwueze,G32,0.026
lorenzo colombo,G32,0.0924
andrea colpani,G32,0.4093
diego coppola,G32,0.026
bryan cristante,G32,0.026
marvin cuni,G32,0.026
danilo,G32,0.026
dany mota,G32,0.1332
matteo darmian,G32,0.0567
keinan davis,G32,0.0
charles de ketelaere,G32,0.128
lorenzo de silvestri,G32,0.0567
stefan de vrij,G32,0.026
gregoire defrel,G32,0.026
alessandro deiola,G32,0.0
federico di francesco,G32,0.0173
giovanni di lorenzo,G32,0.026
boulaye dia,G32,0.0924
federico dimarco,G32,0.1792
milan djuric,G32,0.2773
patrick dorgu,G32,0.026
alberto dossena,G32,0.0425
radu dragusin,G32,0.0567
ondrej duda,G32,0.026
denzel dumfries,G32,0.0924
alfred duncan,G32,0.0567
paulo dybala,G32,0.2873
ederson,G32,0.1536
caleb ekuban,G32,0.2218
oussama el azzouzi,G32,0.026
stephan el shaarawy,G32,0.0924
eljif elmas,G32,0.0567
martin erlic,G32,0.026
giovanni fabbian,G32,0.2306
federico fazio,G32,0.026
jacopo fazzini,G32,0.026
felipe anderson,G32,0.0924
lewis ferguson,G32,0.2306
gian marco ferrari,G32,0.026
alessandro florenzi,G32,0.0
michael folorunsho,G32,0.0924
davide frattesi,G32,0.2048
morten frendrup,G32,0.026
remo freuler,G32,0.026
matteo gabbia,G32,0.026
gianluca gaetano,G32,0.1236
roberto gagliardini,G32,0.026
valentin gendrey,G32,0.026
lautaro gianetti,G32,0.026
olivier giroud,G32,0.3839
albert gudmundsson,G32,0.4588
matteo guendouzi,G32,0.0567
emmanuel quartsin gyasi,G32,0.026
abdou harroui,G32,0.0555
thomas henry,G32,0.0739
theo hernandez,G32,0.1792
emil holm,G32,0.026
dean huijsen,G32,0.0567
jonathan ikone,G32,0.0567
chukwubuikem ikwuemesi,G32,0.026
ivan ilic,G32,0.0567
samuel iling-junior,G32,0.026
ciro immobile,G32,0.173
gustav isaksen,G32,0.0567
jakub jankto,G32,0.026
luka jovic,G32,0.1536
juan jesus,G32,0.026
christian kabasele,G32,0.026
kaio jorge,G32,0.0739
daichi kamada,G32,0.026
hassane kamara,G32,0.026
grigoris kastanos,G32,0.0924
michael kayode,G32,0.026
kingstone mutandwa,G32,0.0
sead kolasinac,G32,0.026
teun koopmeiners,G32,0.3889
christian kouame,G32,0.026
viktor kovalenko,G32,0.026
nikola krstovic,G32,0.1024
khvicha kvaratskhelia,G32,0.3453
luca ranieri,G32,0.0567
gianluca lapadula,G32,0.0567
armand lauriente,G32,0.1758
lautaro martinez,G32,0.5982
darko lazovic,G32,0.026
pol lirola,G32,0.0567
diego llorente,G32,0.026
manuel locatelli,G32,0.026
ruben loftus-cheek,G32,0.1668
ademola lookman,G32,0.3316
lorenzo pellegrini,G32,0.2239
sandi lovric,G32,0.026
luca pellegrini,G32,0.026
lorenzo lucca,G32,0.2306
luis alberto,G32,0.111
romelu lukaku,G32,0.3454
sebastiano luperto,G32,0.026
zito luvumbo,G32,0.1483
charalambos lykogiannis,G32,0.026
giulio maggiore,G32,0.2218
daniel maldini,G32,0.0739
ruslan malinovsky,G32,0.0739
gianluca mancini,G32,0.2146
rolando mandragora,G32,0.0739
mirko maric,G32,0.026
agustin martegani,G32,0.026
lucas martinez quarta,G32,0.111
adam marusic,G32,0.026
matheus henrique,G32,0.0425
mathias olivera,G32,0.0
luca mazzitelli,G32,0.2156
junior messias,G32,0.026
arkadiusz milik,G32,0.0924
yerry mina,G32,0.0
aleksey miranchuk,G32,0.0924
fabio miretti,G32,0.026
henrikh mkhitaryan,G32,0.0412
ilario monterisi,G32,0.0567
nikola moro,G32,0.026
luis muriel,G32,0.0425
nahitan nandez,G32,0.026
dan ndoye,G32,0.0
cyril ngonge,G32,0.2018
m'baye niang,G32,0.4292
nicolas gonzalez,G32,0.2109
tijjani noslin,G32,0.0567
m'bala nzola,G32,0.0567
jens odgaard,G32,0.0567
noah okafor,G32,0.1536
gaetano oristanio,G32,0.026
riccardo orsolini,G32,0.2213
victor osimhen,G32,0.456
remi oudin,G32,0.0924
leandro paredes,G32,0.0924
mario pasalic,G32,0.1483
patric,G32,0.026
leonardo pavoletti,G32,0.0425
martin payero,G32,0.026
pedro rodriguez,G32,0.026
pietro pellegri,G32,0.0
roberto pereyra,G32,0.0924
nehuen perez,G32,0.0567
matteo pessina,G32,0.1536
andrea petagna,G32,0.026
roberto piccoli,G32,0.0924
niccolo pierozzi,G32,0.0
andrea pinamonti,G32,0.3197
matteo politano,G32,0.2773
stefan posch,G32,0.0
matteo prati,G32,0.0
christian pulisic,G32,0.3996
rasmus kristensen,G32,0.026
adrien rabiot,G32,0.111
uros racic,G32,0.026
nemanja radonjicc,G32,0.0537
rafael leao,G32,0.4865
hamza rafia,G32,0.026
ylber ramadani,G32,0.026
giacomo raspadori,G32,0.3072
tijjani reijnders,G32,0.0567
reinier,G32,0.0567
renato sanches,G32,0.026
mateo retegui,G32,0.2239
samuele ricci,G32,0.026
ricardo rodriguez,G32,0.0
simone romagnoli,G32,0.026
daniele rugani,G32,0.0567
simone bastoni,G32,0.026
alexis saelemaekers,G32,0.0567
lazar samardzic,G32,0.2146
junior sambia,G32,0.0
antonio sanabria,G32,0.1792
alexis sanchez,G32,0.0567
nicola sansone,G32,0.026
zanos savva,G32,0.0
giorgio scalvini,G32,0.026
gianluca scamacca,G32,0.4394
perr schuurs,G32,0.026
eldor shomurodov,G32,0.026
giovanni simeone,G32,0.026
jan-carlo simic,G32,0.026
simy,G32,0.026
riccardo sottil,G32,0.026
matias soule,G32,0.2559
leonardo spinazzola,G32,0.026
gabriel strefezza,G32,0.026
isaac success,G32,0.0
ibrahim sulemana,G32,0.0567
tomas suslov,G32,0.026
karol swiderski,G32,0.026
loum tchaouna,G32,0.0567
florian thauvin,G32,0.111
morten thorsby,G32,0.026
kristian thorstvedt,G32,0.111
marcus thuram,G32,0.2919
fikayo tomori,G32,0.0924
el bilal toure,G32,0.026
chaka traore,G32,0.026
valentin carboni,G32,0.0924
johan vasquez,G32,0.026
matias vecino,G32,0.0924
nicolas viola,G32,0.2146
mattia viti,G32,0.0
vitor oliveira,G32,0.026
dusan vlahovic,G32,0.3529
nikola vlasic,G32,0.0924
cristian volpato,G32,0.026
walace,G32,0.0567
shon weissman,G32,0.026
kenan yildiz,G32,0.026
mattia zaccagni,G32,0.1332
duvan zapata,G32,0.4104
gabriele zappa,G32,0.026
davide zappacosta,G32,0.0567
oier zarraga,G32,0.0567
jordan zemura,G32,0.026
piotr zielinski,G32,0.2218
joshua zirkzee,G32,0.3996
nadir zortea,G32,0.0173
szymon zurkowski,G32,0.0623
leo ostigard,G32,0.026
federico gatti,G33,0.1073
alessandro bastoni,G33,0.0252
andrea carboni,G33,0.0252
tammy abraham,G33,0.0
francesco acerbi,G33,0.0549
yacine adli,G33,0.0252
alex sandro,G33,0.0
pontus almqvist,G33,0.0412
amir rrahmani,G33,0.0412
houssem aouar,G33,0.0894
marko arnautovic,G33,0.0549
arthur,G33,0.0
kristjan asllani,G33,0.0252
tommaso augello,G33,0.0252
sardar azmoun,G33,0.0549
milan badelj,G33,0.0
jaime baez,G33,0.0252
nedim bajrami,G33,0.0549
mitchel bakker,G33,0.0252
tommaso baldanzi,G33,0.0549
lameck banda,G33,0.0549
mattia bani,G33,0.0549
antonin barak,G33,0.0252
nicolo barella,G33,0.0549
raoul bellanova,G33,0.0252
andrea belotti,G33,0.1297
lucas beltran,G33,0.1946
ismael bennacer,G33,0.0
domenico berardi,G33,0.2604
sam beukema,G33,0.0252
cristiano biraghi,G33,0.0168
davide biraschi,G33,0.0168
yann aurel bisseck,G33,0.0549
giacomo bonaventura,G33,0.2156
federico bonazzoli,G33,0.0537
warren bondo,G33,0.0252
josip brekalo,G33,0.0252
gleison bremer,G33,0.0549
marco brescianini,G33,0.0549
tajon buchanan,G33,0.0
alessandro buongiorno,G33,0.0894
jovane cabral,G33,0.0252
riccardo calafiori,G33,0.0
luca caldirola,G33,0.0252
hakan calhanoglu,G33,0.4796
nicolo cambiaghi,G33,0.0252
andrea cambiaso,G33,0.0549
matteo cancellieri,G33,0.1288
antonio candreva,G33,0.161
francesco caputo,G33,0.0549
valentin castellanos,G33,0.1038
santiago castro,G33,0.0
gaetano castrovilli,G33,0.0
danilo cataldi,G33,0.0252
leonardo cerri,G33,0.0
walid cheddira,G33,0.3113
federico chiesa,G33,0.1848
samuel chukwueze,G33,0.0252
lorenzo colombo,G33,0.0894
andrea colpani,G33,0.2834
diego coppola,G33,0.0252
bryan cristante,G33,0.0252
marvin cuni,G33,0.0252
danilo,G33,0.0252
dany mota,G33,0.1288
matteo darmian,G33,0.0549
keinan davis,G33,0.0
charles de ketelaere,G33,0.1236
lorenzo de silvestri,G33,0.0549
stefan de vrij,G33,0.0252
gregoire defrel,G33,0.0252
alessandro deiola,G33,0.0
federico di francesco,G33,0.0168
giovanni di lorenzo,G33,0.0252
boulaye dia,G33,0.0894
federico dimarco,G33,0.173
milan djuric,G33,0.2465
patrick dorgu,G33,0.0252
alberto dossena,G33,0.0412
radu dragusin,G33,0.0549
ondrej duda,G33,0.0252
denzel dumfries,G33,0.0894
alfred duncan,G33,0.0549
paulo dybala,G33,0.2762
ederson,G33,0.2919
caleb ekuban,G33,0.0894
oussama el azzouzi,G33,0.0252
stephan el shaarawy,G33,0.0894
eljif elmas,G33,0.0549
martin erlic,G33,0.0252
giovanni fabbian,G33,0.2224
federico fazio,G33,0.0252
jacopo fazzini,G33,0.0252
felipe anderson,G33,0.2146
lewis ferguson,G33,0.2224
gian marco ferrari,G33,0.0252
alessandro florenzi,G33,0.0
michael folorunsho,G33,0.0894
davide frattesi,G33,0.173
morten frendrup,G33,0.0252
remo freuler,G33,0.0252
matteo gabbia,G33,0.0252
gianluca gaetano,G33,0.1195
roberto gagliardini,G33,0.0252
valentin gendrey,G33,0.0252
lautaro gianetti,G33,0.0252
olivier giroud,G33,0.4131
albert gudmundsson,G33,0.513
matteo guendouzi,G33,0.0549
emmanuel quartsin gyasi,G33,0.0252
abdou harroui,G33,0.0537
thomas henry,G33,0.0716
theo hernandez,G33,0.173
emil holm,G33,0.0252
dean huijsen,G33,0.0549
jonathan ikone,G33,0.2218
chukwubuikem ikwuemesi,G33,0.0252
ivan ilic,G33,0.0549
samuel iling-junior,G33,0.0252
ciro immobile,G33,0.1668
gustav isaksen,G33,0.2218
jakub jankto,G33,0.0252
luka jovic,G33,0.2919
juan jesus,G33,0.0252
christian kabasele,G33,0.0252
kaio jorge,G33,0.0716
daichi kamada,G33,0.0252
hassane kamara,G33,0.0252
grigoris kastanos,G33,0.0894
michael kayode,G33,0.0252
kingstone mutandwa,G33,0.0
sead kolasinac,G33,0.0252
teun koopmeiners,G33,0.3727
christian kouame,G33,0.0252
viktor kovalenko,G33,0.0252
nikola krstovic,G33,0.0989
khvicha kvaratskhelia,G33,0.332
luca ranieri,G33,0.0549
gianluca lapadula,G33,0.0549
armand lauriente,G33,0.2575
lautaro martinez,G33,0.565
darko lazovic,G33,0.1758
pol lirola,G33,0.0549
diego llorente,G33,0.0252
manuel locatelli,G33,0.0252
ruben loftus-cheek,G33,0.161
ademola lookman,G33,0.3188
lorenzo pellegrini,G33,0.2156
sandi lovric,G33,0.0252
luca pellegrini,G33,0.0252
lorenzo lucca,G33,0.2224
luis alberto,G33,0.1073
romelu lukaku,G33,0.3197
sebastiano luperto,G33,0.0252
zito luvumbo,G33,0.1433
charalambos lykogiannis,G33,0.0252
giulio maggiore,G33,0.0894
daniel maldini,G33,0.0716
ruslan malinovsky,G33,0.0716
gianluca mancini,G33,0.1288
rolando mandragora,G33,0.0716
mirko maric,G33,0.0252
agustin martegani,G33,0.0252
lucas martinez quarta,G33,0.1073
adam marusic,G33,0.0252
matheus henrique,G33,0.0412
mathias olivera,G33,0.0
luca mazzitelli,G33,0.2079
junior messias,G33,0.0252
arkadiusz milik,G33,0.0894
yerry mina,G33,0.0
aleksey miranchuk,G33,0.0894
fabio miretti,G33,0.0252
henrikh mkhitaryan,G33,0.0399
ilario monterisi,G33,0.0549
nikola moro,G33,0.0252
luis muriel,G33,0.0412
nahitan nandez,G33,0.0252
dan ndoye,G33,0.0
cyril ngonge,G33,0.1946
m'baye niang,G33,0.0858
nicolas gonzalez,G33,0.2028
tijjani noslin,G33,0.2218
m'bala nzola,G33,0.0549
jens odgaard,G33,0.0549
noah okafor,G33,0.2919
gaetano oristanio,G33,0.0252
riccardo orsolini,G33,0.2131
victor osimhen,G33,0.5278
remi oudin,G33,0.0894
leandro paredes,G33,0.0894
mario pasalic,G33,0.1433
patric,G33,0.0252
leonardo pavoletti,G33,0.0412
martin payero,G33,0.0252
pedro rodriguez,G33,0.0252
pietro pellegri,G33,0.0
roberto pereyra,G33,0.2146
nehuen perez,G33,0.0549
matteo pessina,G33,0.1483
andrea petagna,G33,0.0252
roberto piccoli,G33,0.0894
niccolo pierozzi,G33,0.0
andrea pinamonti,G33,0.3614
matteo politano,G33,0.3516
stefan posch,G33,0.0
matteo prati,G33,0.0
christian pulisic,G33,0.3197
rasmus kristensen,G33,0.0252
adrien rabiot,G33,0.1073
uros racic,G33,0.0252
nemanja radonjicc,G33,0.052
rafael leao,G33,0.5545
hamza rafia,G33,0.0252
ylber ramadani,G33,0.0252
giacomo raspadori,G33,0.1483
tijjani reijnders,G33,0.0549
reinier,G33,0.0549
renato sanches,G33,0.0252
mateo retegui,G33,0.2156
samuele ricci,G33,0.0252
ricardo rodriguez,G33,0.0
simone romagnoli,G33,0.0252
daniele rugani,G33,0.0549
simone bastoni,G33,0.0252
alexis saelemaekers,G33,0.0549
lazar samardzic,G33,0.1288
junior sambia,G33,0.0
antonio sanabria,G33,0.173
alexis sanchez,G33,0.0549
nicola sansone,G33,0.1758
zanos savva,G33,0.0
giorgio scalvini,G33,0.0252
gianluca scamacca,G33,0.5263
perr schuurs,G33,0.0252
eldor shomurodov,G33,0.1758
giovanni simeone,G33,0.0252
jan-carlo simic,G33,0.0252
simy,G33,0.0252
riccardo sottil,G33,0.0252
matias soule,G33,0.2465
leonardo spinazzola,G33,0.0252
gabriel strefezza,G33,0.0252
isaac success,G33,0.0
ibrahim sulemana,G33,0.0549
tomas suslov,G33,0.0252
karol swiderski,G33,0.0252
loum tchaouna,G33,0.2218
florian thauvin,G33,0.1073
morten thorsby,G33,0.0252
kristian thorstvedt,G33,0.1073
marcus thuram,G33,0.5352
fikayo tomori,G33,0.0894
el bilal toure,G33,0.0252
chaka traore,G33,0.0252
valentin carboni,G33,0.0894
johan vasquez,G33,0.0252
matias vecino,G33,0.2146
nicolas viola,G33,0.3072
mattia viti,G33,0.0
vitor oliveira,G33,0.0252
dusan vlahovic,G33,0.3375
nikola vlasic,G33,0.0894
cristian volpato,G33,0.0252
walace,G33,0.0549
shon weissman,G33,0.0252
kenan yildiz,G33,0.0252
mattia zaccagni,G33,0.1288
duvan zapata,G33,0.4275
gabriele zappa,G33,0.0252
davide zappacosta,G33,0.0549
oier zarraga,G33,0.0549
jordan zemura,G33,0.0252
piotr zielinski,G33,0.0894
joshua zirkzee,G33,0.3837
nadir zortea,G33,0.0168
szymon zurkowski,G33,0.0604
leo ostigard,G33,0.0252
federico gatti,G34,0.1038
alessandro bastoni,G34,0.0245
andrea carboni,G34,0.0245
tammy abraham,G34,0.0
francesco acerbi,G34,0.2218
yacine adli,G34,0.0245
alex sandro,G34,0.0
pontus almqvist,G34,0.0399
amir rrahmani,G34,0.0399
houssem aouar,G34,0.0866
marko arnautovic,G34,0.0533
arthur,G34,0.0
kristjan asllani,G34,0.0245
tommaso augello,G34,0.0245
sardar azmoun,G34,0.2218
milan badelj,G34,0.0
jaime baez,G34,0.0245
nedim bajrami,G34,0.0533
mitchel bakker,G34,0.0245
tommaso baldanzi,G34,0.0533
lameck banda,G34,0.0533
mattia bani,G34,0.0533
antonin barak,G34,0.0245
nicolo barella,G34,0.0533
raoul bellanova,G34,0.0245
andrea belotti,G34,0.1255
lucas beltran,G34,0.1879
ismael bennacer,G34,0.0
domenico berardi,G34,0.2511
sam beukema,G34,0.0245
cristiano biraghi,G34,0.0163
davide biraschi,G34,0.0163
yann aurel bisseck,G34,0.0533
giacomo bonaventura,G34,0.2079
federico bonazzoli,G34,0.052
warren bondo,G34,0.0245
josip brekalo,G34,0.0245
gleison bremer,G34,0.0533
marco brescianini,G34,0.0533
tajon buchanan,G34,0.0
alessandro buongiorno,G34,0.0866
jovane cabral,G34,0.0245
riccardo calafiori,G34,0.0
luca caldirola,G34,0.0245
hakan calhanoglu,G34,0.3069
nicolo cambiaghi,G34,0.0245
andrea cambiaso,G34,0.0533
matteo cancellieri,G34,0.1246
antonio candreva,G34,0.1557
francesco caputo,G34,0.0533
valentin castellanos,G34,0.1006
santiago castro,G34,0.0
gaetano castrovilli,G34,0.0
danilo cataldi,G34,0.0245
leonardo cerri,G34,0.1109
walid cheddira,G34,0.1557
federico chiesa,G34,0.1782
samuel chukwueze,G34,0.0245
lorenzo colombo,G34,0.0866
andrea colpani,G34,0.2729
diego coppola,G34,0.1758
bryan cristante,G34,0.0245
marvin cuni,G34,0.0245
danilo,G34,0.0245
dany mota,G34,0.1246
matteo darmian,G34,0.0533
keinan davis,G34,0.0
charles de ketelaere,G34,0.2919
lorenzo de silvestri,G34,0.0533
stefan de vrij,G34,0.0245
gregoire defrel,G34,0.0245
alessandro deiola,G34,0.0
federico di francesco,G34,0.0163
giovanni di lorenzo,G34,0.0245
boulaye dia,G34,0.0866
federico dimarco,G34,0.1672
milan djuric,G34,0.2377
patrick dorgu,G34,0.1758
alberto dossena,G34,0.0399
radu dragusin,G34,0.0533
ondrej duda,G34,0.0245
denzel dumfries,G34,0.0866
alfred duncan,G34,0.0533
paulo dybala,G34,0.266
ederson,G34,0.1879
caleb ekuban,G34,0.0866
oussama el azzouzi,G34,0.1758
stephan el shaarawy,G34,0.0866
eljif elmas,G34,0.0533
martin erlic,G34,0.0245
giovanni fabbian,G34,0.2147
federico fazio,G34,0.0245
jacopo fazzini,G34,0.0245
felipe anderson,G34,0.1246
lewis ferguson,G34,0.2147
gian marco ferrari,G34,0.0245
alessandro florenzi,G34,0.0
michael folorunsho,G34,0.0866
davide frattesi,G34,0.1672
morten frendrup,G34,0.0245
remo freuler,G34,0.0245
matteo gabbia,G34,0.0245
gianluca gaetano,G34,0.3892
roberto gagliardini,G34,0.0245
valentin gendrey,G34,0.1758
lautaro gianetti,G34,0.0245
olivier giroud,G34,0.3959
albert gudmundsson,G34,0.4015
matteo guendouzi,G34,0.0533
emmanuel quartsin gyasi,G34,0.0245
abdou harroui,G34,0.052
thomas henry,G34,0.0693
theo hernandez,G34,0.1672
emil holm,G34,0.0245
dean huijsen,G34,0.0533
jonathan ikone,G34,0.3219
chukwubuikem ikwuemesi,G34,0.0245
ivan ilic,G34,0.0533
samuel iling-junior,G34,0.0245
ciro immobile,G34,0.161
gustav isaksen,G34,0.0866
jakub jankto,G34,0.0245
luka jovic,G34,0.1879
juan jesus,G34,0.0245
christian kabasele,G34,0.0245
kaio jorge,G34,0.0693
daichi kamada,G34,0.0245
hassane kamara,G34,0.0245
grigoris kastanos,G34,0.0866
michael kayode,G34,0.0245
kingstone mutandwa,G34,0.0
sead kolasinac,G34,0.0245
teun koopmeiners,G34,0.3578
christian kouame,G34,0.1758
viktor kovalenko,G34,0.0245
nikola krstovic,G34,0.0956
khvicha kvaratskhelia,G34,0.3197
luca ranieri,G34,0.0533
gianluca lapadula,G34,0.0533
armand lauriente,G34,0.0805
lautaro martinez,G34,0.5353
darko lazovic,G34,0.0533
pol lirola,G34,0.0533
diego llorente,G34,0.0245
manuel locatelli,G34,0.0245
ruben loftus-cheek,G34,0.1557
ademola lookman,G34,0.307
lorenzo pellegrini,G34,0.2079
sandi lovric,G34,0.0245
luca pellegrini,G34,0.0245
lorenzo lucca,G34,0.2147
luis alberto,G34,0.3072
romelu lukaku,G34,0.3837
sebastiano luperto,G34,0.0245
zito luvumbo,G34,0.1387
charalambos lykogiannis,G34,0.0245
giulio maggiore,G34,0.0866
daniel maldini,G34,0.3219
ruslan malinovsky,G34,0.0693
gianluca mancini,G34,0.1246
rolando mandragora,G34,0.0693
mirko maric,G34,0.0245
agustin martegani,G34,0.0245
lucas martinez quarta,G34,0.1038
adam marusic,G34,0.0245
matheus henrique,G34,0.0399
mathias olivera,G34,0.0
luca mazzitelli,G34,0.2008
junior messias,G34,0.0245
arkadiusz milik,G34,0.0866
yerry mina,G34,0.1109
aleksey miranchuk,G34,0.0866
fabio miretti,G34,0.0245
henrikh mkhitaryan,G34,0.0388
ilario monterisi,G34,0.0533
nikola moro,G34,0.0245
luis muriel,G34,0.0399
nahitan nandez,G34,0.0245
dan ndoye,G34,0.0
cyril ngonge,G34,0.1879
m'baye niang,G34,0.0831
nicolas gonzalez,G34,0.1953
tijjani noslin,G34,0.0866
m'bala nzola,G34,0.0533
jens odgaard,G34,0.0533
noah okafor,G34,0.1879
gaetano oristanio,G34,0.0245
riccardo orsolini,G34,0.2055
victor osimhen,G34,0.2956
remi oudin,G34,0.0866
leandro paredes,G34,0.0866
mario pasalic,G34,0.1387
patric,G34,0.0245
leonardo pavoletti,G34,0.0399
martin payero,G34,0.0245
pedro rodriguez,G34,0.0245
pietro pellegri,G34,0.0
roberto pereyra,G34,0.1246
nehuen perez,G34,0.0533
matteo pessina,G34,0.1433
andrea petagna,G34,0.0245
roberto piccoli,G34,0.2146
niccolo pierozzi,G34,0.0
andrea pinamonti,G34,0.3578
matteo politano,G34,0.2279
stefan posch,G34,0.0
matteo prati,G34,0.0
christian pulisic,G34,0.3069
rasmus kristensen,G34,0.0245
adrien rabiot,G34,0.1038
uros racic,G34,0.0245
nemanja radonjicc,G34,0.0504
rafael leao,G34,0.1485
hamza rafia,G34,0.0245
ylber ramadani,G34,0.0245
giacomo raspadori,G34,0.1433
tijjani reijnders,G34,0.0533
reinier,G34,0.0533
renato sanches,G34,0.0245
mateo retegui,G34,0.2079
samuele ricci,G34,0.0245
ricardo rodriguez,G34,0.0
simone romagnoli,G34,0.0245
daniele rugani,G34,0.0533
simone bastoni,G34,0.0245
alexis saelemaekers,G34,0.2218
lazar samardzic,G34,0.1246
junior sambia,G34,0.0
antonio sanabria,G34,0.1672
alexis sanchez,G34,0.0533
nicola sansone,G34,0.0533
zanos savva,G34,0.0
giorgio scalvini,G34,0.0245
gianluca scamacca,G34,0.1974
perr schuurs,G34,0.0245
eldor shomurodov,G34,0.0533
giovanni simeone,G34,0.0245
jan-carlo simic,G34,0.0245
simy,G34,0.0245
riccardo sottil,G34,0.0245
matias soule,G34,0.2377
leonardo spinazzola,G34,0.0245
gabriel strefezza,G34,0.0245
isaac success,G34,0.0
ibrahim sulemana,G34,0.0533
tomas suslov,G34,0.0245
karol swiderski,G34,0.0245
loum tchaouna,G34,0.0866
florian thauvin,G34,0.1038
morten thorsby,G34,0.0245
kristian thorstvedt,G34,0.1038
marcus thuram,G34,0.5863
fikayo tomori,G34,0.2146
el bilal toure,G34,0.1758
chaka traore,G34,0.0245
valentin carboni,G34,0.0866
johan vasquez,G34,0.0245
