Giocatore,Giornata,Prob_Gol
luca ranieri,G13,0.0
gianluca lapadula,G13,0.0
armand lauriente,G13,0.064
lautaro martinez,G13,0.5863
darko lazovic,G13,0.064
pol lirola,G13,0.064
diego llorente,G13,0.0
manuel locatelli,G13,0.064
ruben loftus-cheek,G13,0.064
ademola lookman,G13,0.2016
lorenzo pellegrini,G13,0.064
sandi lovric,G13,0.0
luca pellegrini,G13,0.0
lorenzo lucca,G13,0.1465
luis alberto,G13,0.2016
romelu lukaku,G13,0.3982
sebastiano luperto,G13,0.0
zito luvumbo,G13,0.2926
charalambos lykogiannis,G13,0.0
giulio maggiore,G13,0.0
daniel maldini,G13,0.0
ruslan malinovsky,G13,0.0
gianluca mancini,G13,0.064
rolando mandragora,G13,0.0427
mirko maric,G13,0.0
agustin martegani,G13,0.0
lucas martinez quarta,G13,0.1099
adam marusic,G13,0.0
matheus henrique,G13,0.0
mathias olivera,G13,0.0
luca mazzitelli,G13,0.2926
junior messias,G13,0.064
arkadiusz milik,G13,0.1465
yerry mina,G13,0.0
aleksey miranchuk,G13,0.0
fabio miretti,G13,0.064
henrikh mkhitaryan,G13,0.1014
ilario monterisi,G13,0.064
nikola moro,G13,0.0
luis muriel,G13,0.0
nahitan nandez,G13,0.064
dan ndoye,G13,0.0
cyril ngonge,G13,0.1099
m'baye niang,G13,0.0
nicolas gonzalez,G13,0.4095
tijjani noslin,G13,0.0
m'bala nzola,G13,0.064
jens odgaard,G13,0.0
noah okafor,G13,0.1099
gaetano oristanio,G13,0.0
riccardo orsolini,G13,0.1609
victor osimhen,G13,0.2595
remi oudin,G13,0.064
leandro paredes,G13,0.0
mario pasalic,G13,0.064
patric,G13,0.0
leonardo pavoletti,G13,0.0
martin payero,G13,0.0
pedro rodriguez,G13,0.0
pietro pellegri,G13,0.0
roberto pereyra,G13,0.064
nehuen perez,G13,0.1465
matteo pessina,G13,0.064
andrea petagna,G13,0.0
roberto piccoli,G13,0.0
niccolo pierozzi,G13,0.0
andrea pinamonti,G13,0.43
matteo politano,G13,0.3982
stefan posch,G13,0.0
matteo prati,G13,0.0
christian pulisic,G13,0.1931
rasmus kristensen,G13,0.0
adrien rabiot,G13,0.0427
uros racic,G13,0.0
nemanja radonjicc,G13,0.1386
rafael leao,G13,0.1512
hamza rafia,G13,0.064
ylber ramadani,G13,0.0
giacomo raspadori,G13,0.2016
tijjani reijnders,G13,0.1109
reinier,G13,0.064
renato sanches,G13,0.064
mateo retegui,G13,0.3219
samuele ricci,G13,0.0
ricardo rodriguez,G13,0.0
simone romagnoli,G13,0.064
daniele rugani,G13,0.1109
simone bastoni,G13,0.0
alexis saelemaekers,G13,0.0
lazar samardzic,G13,0.1465
junior sambia,G13,0.0
antonio sanabria,G13,0.064
alexis sanchez,G13,0.0
nicola sansone,G13,0.1109
zanos savva,G13,0.0
giorgio scalvini,G13,0.0
gianluca scamacca,G13,0.2606
perr schuurs,G13,0.064
eldor shomurodov,G13,0.0
giovanni simeone,G13,0.064
jan-carlo simic,G13,0.0
simy,G13,0.0
riccardo sottil,G13,0.0
matias soule,G13,0.1465
leonardo spinazzola,G13,0.064
gabriel strefezza,G13,0.064
isaac success,G13,0.0
ibrahim sulemana,G13,0.0
tomas suslov,G13,0.0
karol swiderski,G13,0.0
loum tchaouna,G13,0.0
florian thauvin,G13,0.0
morten thorsby,G13,0.064
kristian thorstvedt,G13,0.2637
marcus thuram,G13,0.2575
fikayo tomori,G13,0.064
el bilal toure,G13,0.0
chaka traore,G13,0.0
valentin carboni,G13,0.064
johan vasquez,G13,0.0
matias vecino,G13,0.1465
nicolas viola,G13,0.1465
mattia viti,G13,0.0
vitor oliveira,G13,0.0
dusan vlahovic,G13,0.1756
nikola vlasic,G13,0.064
cristian volpato,G13,0.0
walace,G13,0.1109
shon weissman,G13,0.0
kenan yildiz,G13,0.0
mattia zaccagni,G13,0.064
duvan zapata,G13,0.1465
gabriele zappa,G13,0.064
davide zappacosta,G13,0.0
oier zarraga,G13,0.0
jordan zemura,G13,0.0
piotr zielinski,G13,0.1465
joshua zirkzee,G13,0.2146
nadir zortea,G13,0.0427
szymon zurkowski,G13,0.0
leo ostigard,G13,0.064
federico gatti,G14,0.0594
alessandro bastoni,G14,0.0
andrea carboni,G14,0.0
tammy abraham,G14,0.0
francesco acerbi,G14,0.0594
yacine adli,G14,0.0
alex sandro,G14,0.0
pontus almqvist,G14,0.1014
amir rrahmani,G14,0.0
houssem aouar,G14,0.1352
marko arnautovic,G14,0.0
arthur,G14,0.0
kristjan asllani,G14,0.0
tommaso augello,G14,0.0
sardar azmoun,G14,0.0594
milan badelj,G14,0.0
jaime baez,G14,0.0
nedim bajrami,G14,0.0594
mitchel bakker,G14,0.0
tommaso baldanzi,G14,0.0594
lameck banda,G14,0.0594
mattia bani,G14,0.0594
antonin barak,G14,0.0
nicolo barella,G14,0.0
raoul bellanova,G14,0.0
andrea belotti,G14,0.128
lucas beltran,G14,0.0
ismael bennacer,G14,0.0
domenico berardi,G14,0.3565
sam beukema,G14,0.0
cristiano biraghi,G14,0.0396
davide biraschi,G14,0.0396
yann aurel bisseck,G14,0.0
giacomo bonaventura,G14,0.3584
federico bonazzoli,G14,0.0396
warren bondo,G14,0.0
josip brekalo,G14,0.0594
gleison bremer,G14,0.0594
marco brescianini,G14,0.0
tajon buchanan,G14,0.0
alessandro buongiorno,G14,0.1352
jovane cabral,G14,0.0594
riccardo calafiori,G14,0.0
luca caldirola,G14,0.0594
hakan calhanoglu,G14,0.3584
nicolo cambiaghi,G14,0.0
andrea cambiaso,G14,0.0594
matteo cancellieri,G14,0.0594
antonio candreva,G14,0.2218
francesco caputo,G14,0.1758
valentin castellanos,G14,0.0594
santiago castro,G14,0.0
gaetano castrovilli,G14,0.0
danilo cataldi,G14,0.0
leonardo cerri,G14,0.0
walid cheddira,G14,0.0594
federico chiesa,G14,0.1756
samuel chukwueze,G14,0.0
lorenzo colombo,G14,0.1352
andrea colpani,G14,0.5545
diego coppola,G14,0.0
bryan cristante,G14,0.0594
marvin cuni,G14,0.0594
danilo,G14,0.0594
dany mota,G14,0.0
matteo darmian,G14,0.0
keinan davis,G14,0.0
charles de ketelaere,G14,0.0396
lorenzo de silvestri,G14,0.0594
stefan de vrij,G14,0.0
gregoire defrel,G14,0.0
alessandro deiola,G14,0.0
federico di francesco,G14,0.0396
giovanni di lorenzo,G14,0.0594
boulaye dia,G14,0.231
federico dimarco,G14,0.1352
milan djuric,G14,0.2218
patrick dorgu,G14,0.0
alberto dossena,G14,0.2637
radu dragusin,G14,0.0594
ondrej duda,G14,0.0594
denzel dumfries,G14,0.1352
alfred duncan,G14,0.0594
paulo dybala,G14,0.2218
ederson,G14,0.2926
caleb ekuban,G14,0.0
oussama el azzouzi,G14,0.0
stephan el shaarawy,G14,0.1758
eljif elmas,G14,0.1758
martin erlic,G14,0.0
giovanni fabbian,G14,0.2218
federico fazio,G14,0.0
jacopo fazzini,G14,0.1109
felipe anderson,G14,0.0594
lewis ferguson,G14,0.231
gian marco ferrari,G14,0.0
alessandro florenzi,G14,0.0
michael folorunsho,G14,0.0
davide frattesi,G14,0.0594
morten frendrup,G14,0.0
remo freuler,G14,0.0
matteo gabbia,G14,0.0
gianluca gaetano,G14,0.0594
roberto gagliardini,G14,0.0594
valentin gendrey,G14,0.0
lautaro gianetti,G14,0.0
olivier giroud,G14,0.3327
albert gudmundsson,G14,0.2341
matteo guendouzi,G14,0.0
emmanuel quartsin gyasi,G14,0.0594
abdou harroui,G14,0.0676
thomas henry,G14,0.0
theo hernandez,G14,0.1758
emil holm,G14,0.0
dean huijsen,G14,0.0
jonathan ikone,G14,0.0594
chukwubuikem ikwuemesi,G14,0.0594
ivan ilic,G14,0.0594
samuel iling-junior,G14,0.0
ciro immobile,G14,0.2146
gustav isaksen,G14,0.0
jakub jankto,G14,0.0
luka jovic,G14,0.0
juan jesus,G14,0.0
christian kabasele,G14,0.0
kaio jorge,G14,0.0
daichi kamada,G14,0.0594
hassane kamara,G14,0.0
grigoris kastanos,G14,0.1109
michael kayode,G14,0.0
kingstone mutandwa,G14,0.0
sead kolasinac,G14,0.0594
teun koopmeiners,G14,0.231
christian kouame,G14,0.0594
viktor kovalenko,G14,0.0594
nikola krstovic,G14,0.2867
khvicha kvaratskhelia,G14,0.2575
luca ranieri,G14,0.0
gianluca lapadula,G14,0.0
armand lauriente,G14,0.0594
lautaro martinez,G14,0.6032
darko lazovic,G14,0.0594
pol lirola,G14,0.0594
diego llorente,G14,0.0
manuel locatelli,G14,0.0594
ruben loftus-cheek,G14,0.0594
ademola lookman,G14,0.3219
lorenzo pellegrini,G14,0.0594
sandi lovric,G14,0.0
luca pellegrini,G14,0.0
lorenzo lucca,G14,0.1352
luis alberto,G14,0.1848
romelu lukaku,G14,0.3584
sebastiano luperto,G14,0.0
zito luvumbo,G14,0.2682
charalambos lykogiannis,G14,0.0
giulio maggiore,G14,0.0
daniel maldini,G14,0.0
ruslan malinovsky,G14,0.1109
gianluca mancini,G14,0.1758
rolando mandragora,G14,0.0396
mirko maric,G14,0.1109
agustin martegani,G14,0.0
lucas martinez quarta,G14,0.1014
adam marusic,G14,0.0
matheus henrique,G14,0.1109
mathias olivera,G14,0.0
luca mazzitelli,G14,0.2682
junior messias,G14,0.0594
arkadiusz milik,G14,0.1352
yerry mina,G14,0.0
aleksey miranchuk,G14,0.0
fabio miretti,G14,0.0594
henrikh mkhitaryan,G14,0.0942
ilario monterisi,G14,0.1758
nikola moro,G14,0.0
luis muriel,G14,0.0
nahitan nandez,G14,0.0594
dan ndoye,G14,0.0
cyril ngonge,G14,0.3327
m'baye niang,G14,0.0
nicolas gonzalez,G14,0.4865
tijjani noslin,G14,0.0
m'bala nzola,G14,0.0594
jens odgaard,G14,0.0
noah okafor,G14,0.1014
gaetano oristanio,G14,0.0
riccardo orsolini,G14,0.1486
victor osimhen,G14,0.2335
remi oudin,G14,0.1758
leandro paredes,G14,0.0
mario pasalic,G14,0.0594
patric,G14,0.0
leonardo pavoletti,G14,0.0
martin payero,G14,0.0
pedro rodriguez,G14,0.0
pietro pellegri,G14,0.0
roberto pereyra,G14,0.0594
nehuen perez,G14,0.1352
matteo pessina,G14,0.0594
andrea petagna,G14,0.0
roberto piccoli,G14,0.0
niccolo pierozzi,G14,0.0
andrea pinamonti,G14,0.5189
matteo politano,G14,0.3584
stefan posch,G14,0.0
matteo prati,G14,0.0
christian pulisic,G14,0.1756
rasmus kristensen,G14,0.0
adrien rabiot,G14,0.0396
uros racic,G14,0.0
nemanja radonjicc,G14,0.128
rafael leao,G14,0.1386
hamza rafia,G14,0.0594
ylber ramadani,G14,0.0
giacomo raspadori,G14,0.1848
tijjani reijnders,G14,0.0594
reinier,G14,0.0594
renato sanches,G14,0.0594
mateo retegui,G14,0.2926
samuele ricci,G14,0.0
ricardo rodriguez,G14,0.0
simone romagnoli,G14,0.0594
daniele rugani,G14,0.0594
simone bastoni,G14,0.0
alexis saelemaekers,G14,0.0
lazar samardzic,G14,0.1352
junior sambia,G14,0.0
antonio sanabria,G14,0.0594
alexis sanchez,G14,0.0
nicola sansone,G14,0.0594
zanos savva,G14,0.0
giorgio scalvini,G14,0.0
gianluca scamacca,G14,0.2389
perr schuurs,G14,0.0594
eldor shomurodov,G14,0.0
giovanni simeone,G14,0.0594
jan-carlo simic,G14,0.0
simy,G14,0.0
riccardo sottil,G14,0.0
matias soule,G14,0.2218
leonardo spinazzola,G14,0.0594
gabriel strefezza,G14,0.0594
isaac success,G14,0.0
ibrahim sulemana,G14,0.0
tomas suslov,G14,0.0
karol swiderski,G14,0.0
loum tchaouna,G14,0.0
florian thauvin,G14,0.1109
morten thorsby,G14,0.0594
kristian thorstvedt,G14,0.1014
marcus thuram,G14,0.2341
fikayo tomori,G14,0.0594
el bilal toure,G14,0.0
chaka traore,G14,0.0
valentin carboni,G14,0.0594
johan vasquez,G14,0.0
matias vecino,G14,0.1352
nicolas viola,G14,0.1352
mattia viti,G14,0.0
vitor oliveira,G14,0.0
dusan vlahovic,G14,0.43
nikola vlasic,G14,0.0594
cristian volpato,G14,0.0
walace,G14,0.0594
shon weissman,G14,0.0
kenan yildiz,G14,0.0
mattia zaccagni,G14,0.0594
duvan zapata,G14,0.1352
gabriele zappa,G14,0.0594
davide zappacosta,G14,0.0
oier zarraga,G14,0.0
jordan zemura,G14,0.0
piotr zielinski,G14,0.1352
joshua zirkzee,G14,0.3072
nadir zortea,G14,0.0396
szymon zurkowski,G14,0.0
leo ostigard,G14,0.0594
federico gatti,G15,0.1758
alessandro bastoni,G15,0.0
andrea carboni,G15,0.0
tammy abraham,G15,0.0
francesco acerbi,G15,0.0555
yacine adli,G15,0.0
alex sandro,G15,0.0
pontus almqvist,G15,0.0942
amir rrahmani,G15,0.0
houssem aouar,G15,0.1256
marko arnautovic,G15,0.0
arthur,G15,0.0
kristjan asllani,G15,0.0
tommaso augello,G15,0.0
sardar azmoun,G15,0.0555
milan badelj,G15,0.0
jaime baez,G15,0.0
nedim bajrami,G15,0.0555
mitchel bakker,G15,0.0
tommaso baldanzi,G15,0.0555
lameck banda,G15,0.0555
mattia bani,G15,0.0555
antonin barak,G15,0.0
nicolo barella,G15,0.1109
raoul bellanova,G15,0.0
andrea belotti,G15,0.1188
lucas beltran,G15,0.1109
ismael bennacer,G15,0.0
domenico berardi,G15,0.5822
sam beukema,G15,0.0
cristiano biraghi,G15,0.037
davide biraschi,G15,0.037
yann aurel bisseck,G15,0.0
giacomo bonaventura,G15,0.2919
federico bonazzoli,G15,0.037
warren bondo,G15,0.0
josip brekalo,G15,0.0555
gleison bremer,G15,0.0555
marco brescianini,G15,0.1109
tajon buchanan,G15,0.0
alessandro buongiorno,G15,0.1256
jovane cabral,G15,0.0555
riccardo calafiori,G15,0.0
luca caldirola,G15,0.0555
hakan calhanoglu,G15,0.3892
nicolo cambiaghi,G15,0.0
andrea cambiaso,G15,0.0555
matteo cancellieri,G15,0.1758
antonio candreva,G15,0.1188
francesco caputo,G15,0.1256
valentin castellanos,G15,0.0555
santiago castro,G15,0.0
gaetano castrovilli,G15,0.0
danilo cataldi,G15,0.0
leonardo cerri,G15,0.0
walid cheddira,G15,0.0555
federico chiesa,G15,0.1609
samuel chukwueze,G15,0.0
lorenzo colombo,G15,0.1256
andrea colpani,G15,0.4991
diego coppola,G15,0.0
bryan cristante,G15,0.0555
marvin cuni,G15,0.0555
danilo,G15,0.0555
dany mota,G15,0.0
matteo darmian,G15,0.0
keinan davis,G15,0.0
charles de ketelaere,G15,0.037
lorenzo de silvestri,G15,0.0555
stefan de vrij,G15,0.0
gregoire defrel,G15,0.0
alessandro deiola,G15,0.0
federico di francesco,G15,0.037
giovanni di lorenzo,G15,0.0555
boulaye dia,G15,0.2133
federico dimarco,G15,0.1256
milan djuric,G15,0.3219
patrick dorgu,G15,0.0
alberto dossena,G15,0.0942
radu dragusin,G15,0.0555
ondrej duda,G15,0.0555
denzel dumfries,G15,0.1256
alfred duncan,G15,0.0555
paulo dybala,G15,0.3863
ederson,G15,0.2682
caleb ekuban,G15,0.0
oussama el azzouzi,G15,0.0
stephan el shaarawy,G15,0.1256
eljif elmas,G15,0.1256
martin erlic,G15,0.0
giovanni fabbian,G15,0.2133
federico fazio,G15,0.0
jacopo fazzini,G15,0.0555
felipe anderson,G15,0.0555
lewis ferguson,G15,0.2133
gian marco ferrari,G15,0.0
alessandro florenzi,G15,0.0
michael folorunsho,G15,0.0
davide frattesi,G15,0.0555
morten frendrup,G15,0.0
remo freuler,G15,0.0
matteo gabbia,G15,0.0
gianluca gaetano,G15,0.0555
roberto gagliardini,G15,0.0555
valentin gendrey,G15,0.0
lautaro gianetti,G15,0.0
olivier giroud,G15,0.3025
albert gudmundsson,G15,0.2146
matteo guendouzi,G15,0.0
emmanuel quartsin gyasi,G15,0.0555
abdou harroui,G15,0.0628
thomas henry,G15,0.1109
theo hernandez,G15,0.1256
emil holm,G15,0.0
dean huijsen,G15,0.0
jonathan ikone,G15,0.0555
chukwubuikem ikwuemesi,G15,0.0555
ivan ilic,G15,0.0555
samuel iling-junior,G15,0.0
ciro immobile,G15,0.2682
gustav isaksen,G15,0.0
jakub jankto,G15,0.0
luka jovic,G15,0.1109
juan jesus,G15,0.0
christian kabasele,G15,0.1109
kaio jorge,G15,0.0
daichi kamada,G15,0.0555
hassane kamara,G15,0.0
grigoris kastanos,G15,0.0555
michael kayode,G15,0.0
kingstone mutandwa,G15,0.0
sead kolasinac,G15,0.0555
teun koopmeiners,G15,0.2133
christian kouame,G15,0.0555
viktor kovalenko,G15,0.0555
nikola krstovic,G15,0.2606
khvicha kvaratskhelia,G15,0.2476
luca ranieri,G15,0.0
gianluca lapadula,G15,0.0
armand lauriente,G15,0.0555
lautaro martinez,G15,0.6598
darko lazovic,G15,0.0555
pol lirola,G15,0.0555
diego llorente,G15,0.0
manuel locatelli,G15,0.0555
ruben loftus-cheek,G15,0.0555
ademola lookman,G15,0.2682
lorenzo pellegrini,G15,0.0555
sandi lovric,G15,0.0
luca pellegrini,G15,0.0
lorenzo lucca,G15,0.2218
luis alberto,G15,0.1706
romelu lukaku,G15,0.3258
sebastiano luperto,G15,0.0
zito luvumbo,G15,0.2476
charalambos lykogiannis,G15,0.0
giulio maggiore,G15,0.0
daniel maldini,G15,0.0
ruslan malinovsky,G15,0.2637
gianluca mancini,G15,0.1256
rolando mandragora,G15,0.037
mirko maric,G15,0.0555
agustin martegani,G15,0.0
lucas martinez quarta,G15,0.0942
adam marusic,G15,0.0
matheus henrique,G15,0.2637
mathias olivera,G15,0.0
luca mazzitelli,G15,0.2476
junior messias,G15,0.0555
arkadiusz milik,G15,0.1256
yerry mina,G15,0.0
aleksey miranchuk,G15,0.0
fabio miretti,G15,0.0555
henrikh mkhitaryan,G15,0.0879
ilario monterisi,G15,0.1256
nikola moro,G15,0.0
luis muriel,G15,0.0
nahitan nandez,G15,0.0555
dan ndoye,G15,0.0
cyril ngonge,G15,0.1706
m'baye niang,G15,0.0
nicolas gonzalez,G15,0.3113
tijjani noslin,G15,0.0
m'bala nzola,G15,0.0555
jens odgaard,G15,0.0
noah okafor,G15,0.0942
gaetano oristanio,G15,0.0
riccardo orsolini,G15,0.138
victor osimhen,G15,0.2123
remi oudin,G15,0.1256
leandro paredes,G15,0.0
mario pasalic,G15,0.0555
patric,G15,0.0
leonardo pavoletti,G15,0.0
martin payero,G15,0.0
pedro rodriguez,G15,0.1109
pietro pellegri,G15,0.0
roberto pereyra,G15,0.0555
nehuen perez,G15,0.1256
matteo pessina,G15,0.0555
andrea petagna,G15,0.0
roberto piccoli,G15,0.1109
niccolo pierozzi,G15,0.0
andrea pinamonti,G15,0.283
matteo politano,G15,0.3258
stefan posch,G15,0.0
matteo prati,G15,0.0
christian pulisic,G15,0.4095
rasmus kristensen,G15,0.1109
adrien rabiot,G15,0.1758
uros racic,G15,0.0
nemanja radonjicc,G15,0.1188
rafael leao,G15,0.128
hamza rafia,G15,0.0555
ylber ramadani,G15,0.0
giacomo raspadori,G15,0.1706
tijjani reijnders,G15,0.0555
reinier,G15,0.0555
renato sanches,G15,0.0555
mateo retegui,G15,0.2682
samuele ricci,G15,0.0
ricardo rodriguez,G15,0.0
simone romagnoli,G15,0.0555
daniele rugani,G15,0.0555
simone bastoni,G15,0.0
alexis saelemaekers,G15,0.0
lazar samardzic,G15,0.1256
junior sambia,G15,0.0
antonio sanabria,G15,0.1758
alexis sanchez,G15,0.0
nicola sansone,G15,0.0555
zanos savva,G15,0.0
giorgio scalvini,G15,0.0
gianluca scamacca,G15,0.2205
perr schuurs,G15,0.0555
eldor shomurodov,G15,0.0
giovanni simeone,G15,0.0555
jan-carlo simic,G15,0.0
simy,G15,0.0
riccardo sottil,G15,0.1109
matias soule,G15,0.2133
leonardo spinazzola,G15,0.0555
gabriel strefezza,G15,0.0555
isaac success,G15,0.0
ibrahim sulemana,G15,0.0
tomas suslov,G15,0.0
karol swiderski,G15,0.0
loum tchaouna,G15,0.0
florian thauvin,G15,0.0555
morten thorsby,G15,0.0555
kristian thorstvedt,G15,0.0942
marcus thuram,G15,0.4095
fikayo tomori,G15,0.1758
el bilal toure,G15,0.0
chaka traore,G15,0.0
valentin carboni,G15,0.1758
johan vasquez,G15,0.0
matias vecino,G15,0.1256
nicolas viola,G15,0.1256
mattia viti,G15,0.0
vitor oliveira,G15,0.0
dusan vlahovic,G15,0.2389
nikola vlasic,G15,0.0555
cristian volpato,G15,0.0
walace,G15,0.0555
shon weissman,G15,0.0
kenan yildiz,G15,0.0
mattia zaccagni,G15,0.0555
duvan zapata,G15,0.2575
gabriele zappa,G15,0.0555
davide zappacosta,G15,0.0
oier zarraga,G15,0.0
jordan zemura,G15,0.0
piotr zielinski,G15,0.1256
joshua zirkzee,G15,0.3909
nadir zortea,G15,0.037
szymon zurkowski,G15,0.0
leo ostigard,G15,0.0555
federico gatti,G16,0.3327
alessandro bastoni,G16,0.0
andrea carboni,G16,0.0
tammy abraham,G16,0.0
francesco acerbi,G16,0.052
yacine adli,G16,0.0
alex sandro,G16,0.0
pontus almqvist,G16,0.0879
amir rrahmani,G16,0.0
houssem aouar,G16,0.1172
marko arnautovic,G16,0.0
arthur,G16,0.0
kristjan asllani,G16,0.0
tommaso augello,G16,0.0
sardar azmoun,G16,0.052
milan badelj,G16,0.0
jaime baez,G16,0.0
nedim bajrami,G16,0.052
mitchel bakker,G16,0.0
tommaso baldanzi,G16,0.052
lameck banda,G16,0.1758
mattia bani,G16,0.052
antonin barak,G16,0.0
nicolo barella,G16,0.052
raoul bellanova,G16,0.0
andrea belotti,G16,0.1109
lucas beltran,G16,0.052
ismael bennacer,G16,0.0
domenico berardi,G16,0.5293
sam beukema,G16,0.0
cristiano biraghi,G16,0.0347
davide biraschi,G16,0.0347
yann aurel bisseck,G16,0.0
giacomo bonaventura,G16,0.4246
federico bonazzoli,G16,0.0347
warren bondo,G16,0.0
josip brekalo,G16,0.052
gleison bremer,G16,0.052
marco brescianini,G16,0.052
tajon buchanan,G16,0.0
alessandro buongiorno,G16,0.1172
jovane cabral,G16,0.052
riccardo calafiori,G16,0.0
luca caldirola,G16,0.052
hakan calhanoglu,G16,0.4621
nicolo cambiaghi,G16,0.0
andrea cambiaso,G16,0.052
matteo cancellieri,G16,0.1172
antonio candreva,G16,0.1109
francesco caputo,G16,0.1172
valentin castellanos,G16,0.052
santiago castro,G16,0.0
gaetano castrovilli,G16,0.0
danilo cataldi,G16,0.0
leonardo cerri,G16,0.0
walid cheddira,G16,0.052
federico chiesa,G16,0.1486
samuel chukwueze,G16,0.0
lorenzo colombo,G16,0.1172
andrea colpani,G16,0.4537
diego coppola,G16,0.0
bryan cristante,G16,0.052
marvin cuni,G16,0.052
danilo,G16,0.052
dany mota,G16,0.1109
matteo darmian,G16,0.0
keinan davis,G16,0.0
charles de ketelaere,G16,0.0347
lorenzo de silvestri,G16,0.052
stefan de vrij,G16,0.0
gregoire defrel,G16,0.0
alessandro deiola,G16,0.0
federico di francesco,G16,0.0347
giovanni di lorenzo,G16,0.052
boulaye dia,G16,0.198
federico dimarco,G16,0.2218
milan djuric,G16,0.2476
patrick dorgu,G16,0.0
alberto dossena,G16,0.0879
radu dragusin,G16,0.052
ondrej duda,G16,0.052
denzel dumfries,G16,0.1172
alfred duncan,G16,0.052
paulo dybala,G16,0.1839
ederson,G16,0.2476
caleb ekuban,G16,0.0
oussama el azzouzi,G16,0.0
stephan el shaarawy,G16,0.1172
eljif elmas,G16,0.1172
martin erlic,G16,0.1109
giovanni fabbian,G16,0.198
federico fazio,G16,0.0
jacopo fazzini,G16,0.052
felipe anderson,G16,0.052
lewis ferguson,G16,0.198
gian marco ferrari,G16,0.0
alessandro florenzi,G16,0.0
michael folorunsho,G16,0.0
davide frattesi,G16,0.052
morten frendrup,G16,0.0
remo freuler,G16,0.0
matteo gabbia,G16,0.0
gianluca gaetano,G16,0.052
roberto gagliardini,G16,0.052
valentin gendrey,G16,0.0
lautaro gianetti,G16,0.0
olivier giroud,G16,0.4394
albert gudmundsson,G16,0.1981
matteo guendouzi,G16,0.0
emmanuel quartsin gyasi,G16,0.052
abdou harroui,G16,0.0586
thomas henry,G16,0.2637
theo hernandez,G16,0.1172
emil holm,G16,0.0
dean huijsen,G16,0.0
jonathan ikone,G16,0.052
chukwubuikem ikwuemesi,G16,0.052
ivan ilic,G16,0.052
samuel iling-junior,G16,0.0
ciro immobile,G16,0.2476
gustav isaksen,G16,0.0
jakub jankto,G16,0.0
luka jovic,G16,0.2637
juan jesus,G16,0.0
christian kabasele,G16,0.052
kaio jorge,G16,0.0
daichi kamada,G16,0.052
hassane kamara,G16,0.0
grigoris kastanos,G16,0.052
michael kayode,G16,0.0
kingstone mutandwa,G16,0.0
sead kolasinac,G16,0.052
teun koopmeiners,G16,0.198
christian kouame,G16,0.052
viktor kovalenko,G16,0.052
nikola krstovic,G16,0.2389
khvicha kvaratskhelia,G16,0.2299
luca ranieri,G16,0.0
gianluca lapadula,G16,0.1109
armand lauriente,G16,0.052
lautaro martinez,G16,0.5416
darko lazovic,G16,0.052
pol lirola,G16,0.052
diego llorente,G16,0.0
manuel locatelli,G16,0.052
ruben loftus-cheek,G16,0.052
ademola lookman,G16,0.3113
lorenzo pellegrini,G16,0.052
sandi lovric,G16,0.0
luca pellegrini,G16,0.0
lorenzo lucca,G16,0.198
luis alberto,G16,0.1584
romelu lukaku,G16,0.3892
sebastiano luperto,G16,0.0
zito luvumbo,G16,0.2299
charalambos lykogiannis,G16,0.0
giulio maggiore,G16,0.0
daniel maldini,G16,0.0
ruslan malinovsky,G16,0.0879
gianluca mancini,G16,0.1172
rolando mandragora,G16,0.0347
mirko maric,G16,0.052
agustin martegani,G16,0.0
lucas martinez quarta,G16,0.3327
adam marusic,G16,0.0
matheus henrique,G16,0.0879
mathias olivera,G16,0.0
luca mazzitelli,G16,0.2299
junior messias,G16,0.052
arkadiusz milik,G16,0.1172
yerry mina,G16,0.0
aleksey miranchuk,G16,0.0
fabio miretti,G16,0.052
henrikh mkhitaryan,G16,0.0824
ilario monterisi,G16,0.1172
nikola moro,G16,0.0
luis muriel,G16,0.1109
nahitan nandez,G16,0.052
dan ndoye,G16,0.0
cyril ngonge,G16,0.1584
m'baye niang,G16,0.0
nicolas gonzalez,G16,0.283
tijjani noslin,G16,0.0
m'bala nzola,G16,0.052
jens odgaard,G16,0.0
noah okafor,G16,0.0879
gaetano oristanio,G16,0.0
riccardo orsolini,G16,0.1288
victor osimhen,G16,0.1946
remi oudin,G16,0.1172
leandro paredes,G16,0.0
mario pasalic,G16,0.052
patric,G16,0.0
leonardo pavoletti,G16,0.1109
martin payero,G16,0.0
pedro rodriguez,G16,0.052
pietro pellegri,G16,0.0
roberto pereyra,G16,0.052
nehuen perez,G16,0.1172
matteo pessina,G16,0.052
andrea petagna,G16,0.0
roberto piccoli,G16,0.052
niccolo pierozzi,G16,0.0
andrea pinamonti,G16,0.2595
matteo politano,G16,0.2986
stefan posch,G16,0.0
matteo prati,G16,0.0
christian pulisic,G16,0.2389
rasmus kristensen,G16,0.052
adrien rabiot,G16,0.0879
uros racic,G16,0.0
nemanja radonjicc,G16,0.1109
rafael leao,G16,0.1188
hamza rafia,G16,0.052
ylber ramadani,G16,0.0
giacomo raspadori,G16,0.1584
tijjani reijnders,G16,0.052
reinier,G16,0.052
renato sanches,G16,0.052
mateo retegui,G16,0.2476
samuele ricci,G16,0.0
ricardo rodriguez,G16,0.0
simone romagnoli,G16,0.052
daniele rugani,G16,0.052
simone bastoni,G16,0.0
alexis saelemaekers,G16,0.0
lazar samardzic,G16,0.1172
junior sambia,G16,0.0
antonio sanabria,G16,0.1172
alexis sanchez,G16,0.0
